Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
ChEA_2016,PCGF2 27294783 Chip-Seq ESCs Mouse,13/512,0.0460569210394566,0.5532953192851069,0,0,1.7429493132606677,5.36458401052952,DDX18;DST;FASTKD2;STAT1;FHL2;CFLAR;BZW1;HSPD1;PREX2;MYL1;ADAM23;COL4A3;TNS1
ChEA_2016,GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human,24/1111,0.0468865165018613,0.5532953192851069,0,0,1.4889804407823688,4.556317581009246,RBM28;ANKLE2;CLIC4;WDR1;GALNT2;SPAG4;ISG20L2;HR;ICAM5;MTOR;CACNA1G;EML4;RRP7A;POLA1;CLDN10;C15ORF39;GGA3;RABEP1;CYP2E1;TNPO2;CD44;GPR135;CRLF2;CDKN3
ChEA_2016,OLIG2 23332759 ChIP-Seq OLIGODENDROCYTES Mouse,40/2040,0.0474958707696361,0.5532953192851069,0,0,1.3615384615384616,4.148760869313782,FAM49A;NOTCH2;APP;PHTF2;PRPS1;VAC14;WDR1;POLDIP3;CRABP1;GRIK1;PSEN1;BZW1;ETS1;PREX2;CDH6;SOCS2;CDH2;CDC37L1;TCEB2;TNS1;DDX18;CDV3;OSR2;KLF12;EIF2B2;CADM1;HSPA5;NRG1;CFLAR;PTPN12;PAICS;GALC;WDFY3;PDE5A;CD24;SCRG1;FXN;CD44;EIF4G2;FGFR2
ChEA_2016,MYC 19079543 ChIP-ChIP MESCs Mouse,30/1458,0.048689281159726,0.5532953192851069,0,0,1.421724245253657,4.296872029137693,DIDO1;PRPS1;VAC14;SLC35D1;FASTKD2;STMN2;ISG20L2;SLC3A2;ENO1;PLCXD1;NAPG;CRKL;HSPD1;ADAM23;ADORA1;TNFRSF8;MYBL2;TNPO2;CDV3;TIPIN;DST;CSNK1A1;PAICS;POLA1;RPS28;INCENP;TSR1;FGFR2;PAFAH1B1;FGFR1
ChEA_2016,TP53 23651856 ChIP-Seq MEFs Mouse,59/3193,0.0488823974246202,0.5532953192851069,0,0,1.2940576782021305,3.9059033584204537,ALK;APP;HSP90AB1;CSF1;DOCK9;FHL2;PTPRJ;HR;DBH;ETS1;MED17;TNPO2;TNS1;NUP214;MAGI1;DDX18;TIPIN;KLF12;EMX2;RING1;DST;ARL15;HDGFRP3;SYTL2;MED25;PRKAR1A;ADORA2B;NOS1AP;COL4A6;SAG;YME1L1;MET;MATN3;CD44;VAC14;POM121;LTK;CBFB;GOSR2;LTBP1;EGFR;CACNA1G;PDCD11;PACSIN2;MTA2;RPP14;MPZL1;CADM4;GALNT2;SYNJ2;CFLAR;PARP11;MFAP4;MCM3AP;TSR1;TLL2;SCRG1;ATG2B;CRLF2
ChEA_2016,SOX9 26525672 Chip-Seq Limbbuds Mouse,26/1230,0.0491858460516852,0.5532953192851069,0,0,1.457720008730024,4.390870418685486,FAM49A;RGS17;FASTKD2;SRSF1;FHL2;BZW1;EGFR;CACNA1G;PREX2;DSTYK;CSRP2;HLX;ADORA1;MPZL1;TNS1;DACT1;DDX18;DST;USH2A;GALC;MCM3AP;NOS1AP;CDK1;SAG;CHI3L1;LLGL1
ChEA_2016,TRIM28 19339689 ChIP-ChIP MESCs Mouse,57/3072,0.0492766121028715,0.5532953192851069,0,0,1.2980979874291096,3.907671783739712,APP;DIDO1;CLIC4;CSF1;HR;NR2E1;ETS1;ARIH2;MYBL2;UTP14A;GPR135;PSD;MAGI1;DDX18;SREBF1;CDV3;OSR2;EMX2;RING1;SLC11A2;HDGFRP3;KMO;SLC7A6;MED25;ADORA2B;YME1L1;WDFY3;PDE5A;SNRPA1;NOTCH2;VAC14;TOMM40;CBFB;SLC3A2;HMGCR;MALT1;HSPD1;SOCS2;GGA3;CNR1;CDC37L1;MTA2;RPP14;MPZL1;NADK;SVIL;TRAPPC3;STAT1;CSNK1A1;API5;GALNT2;DONSON;CFLAR;SKI;TSR1;EIF4G2;FGFR1
ChEA_2016,ISL1 27105846 Chip-Seq CPCs Mouse,32/1576,0.0494310025895635,0.5532953192851069,0,0,1.404067744180651,4.222280885040916,FAM49A;APP;GCDH;PHTF2;DDX3X;CSF1;DOCK9;CRABP1;FHL2;AKAP5;DTX3;PLCXD1;CDH6;LMAN1;CSRP2;CDH2;HLX;CNR1;WNT2;SVIL;DST;EML2;OVOL2;STXBP5L;CNKSR2;PARP11;NOS1AP;SNRPA1;MET;FGFR2;CDKN3;MPHOSPH6
ChEA_2016,CEBPB 21427703 ChIP-Seq 3T3-L1 Mouse,39/2000,0.0535730388514151,0.5532953192851069,0,0,1.351685452531256,3.955990444016731,DIDO1;CLIC4;CXCL9;STEAP4;DDX3X;SLC35D1;FHL2;DBH;LTBP1;PTHLH;CACNA1G;PREX2;SAMD14;PSMD4;HLX;ADAM23;UBR5;AGFG2;DACT1;EIF2B2;HSPA5;ARL15;STAT1;CSNK1A1;SLC11A2;PTPN12;AGT;EML4;ACTA2;SLC7A6;MED25;PRKAR1A;ADORA2B;APBA1;MET;CD44;EIF4G2;CRLF2;PICALM
ChEA_2016,STAT3 18555785 Chip-Seq ESCs Mouse,39/2000,0.0535730388514151,0.5532953192851069,0,0,1.351685452531256,3.955990444016731,DIDO1;COPA;CSF1;FASTKD2;FHL2;PTPRJ;DBH;BZW1;PDC;HSPD1;PREX2;DSTYK;HLX;ADAM23;ADORA1;IDH3B;MPZL1;TNS1;NUP214;DDX18;HNRNPA3;DST;STAT1;TEX10;CFLAR;KMO;USH2A;OVOL2;RAD51;ACTC1;MYL1;AGBL2;COL4A3;NOS1AP;SAG;YME1L1;CHI3L1;PDE5A;CD44
ChEA_2016,CBP 21632823 ChIP-Seq H3396 Human,39/2000,0.0535730388514151,0.5532953192851069,0,0,1.351685452531256,3.955990444016731,ZNF195;PTPRJ;AKAP5;PSEN1;PTHLH;MED17;BEST1;SOCS2;CSRP2;PDCD11;CD59;MS4A12;MTA2;PSD;SVIL;EMX2;CADM1;API5;ERLIN1;PTPN11;LARP4;SYTL2;ACTA2;GALC;PARP11;CCKBR;INCENP;RUFY2;AGBL2;CNTN1;CDK1;YME1L1;TLL2;ANAPC5;CYP2E1;CD44;EIF4G2;FGFR2;PICALM
ChEA_2016,SMAD2/3 21741376 ChIP-Seq EPCs Human,39/2000,0.0535730388514151,0.5532953192851069,0,0,1.351685452531256,3.955990444016731,FAM49A;ALK;RBPJL;MTMR1;PHTF2;PRPS1;VAC14;FASTKD2;PTPRJ;ENO1;HMGCR;ETS1;CRKL;ADAM28;HLX;CNR1;MTA2;DACT1;DDX18;HNRNPA3;CADM1;DST;ARL15;STAT1;GALNT2;NONO;NRG1;PTPN11;SSTR1;USH2A;OVOL2;STXBP5L;GALC;ILF3;CHI3L1;SERINC2;FGFR2;CDKN3;PICALM
ChEA_2016,CSB 26484114 Chip-Seq FIBROBLAST Human,39/2000,0.0535730388514151,0.5532953192851069,0,0,1.351685452531256,3.955990444016731,RBPJL;MTMR1;VAC14;LTK;HSP90AB1;SDC2;ISG20L2;FHL2;ENO1;EGFR;PTHLH;CDH6;CNN1;PSMD4;ADAM23;CD59;MYBL2;MPZL1;NADK;MAGI1;CDV3;CADM4;SPAG4;WDR74;SYNJ2;CFLAR;MTOR;SYTL2;ACTA2;SQLE;PARP11;MFAP4;RPS28;MED25;MCM3AP;ADORA2B;CHI3L1;WDFY3;MATN3
ChEA_2016,KLF4 26769127 Chip-Seq PDAC-Cell line Human,39/2000,0.0535730388514151,0.5532953192851069,0,0,1.351685452531256,3.955990444016731,ANKLE2;CLIC4;UBIAD1;SLC35D1;WDR1;HPGD;DOCK9;ISG20L2;SLC3A2;ENO1;ICAM5;ETS1;PTHLH;SOCS2;CDH2;CD59;MTA2;MPZL1;NADK;CSNK1A1;GALNT2;WDR74;ERLIN1;LARP4;EML2;AGT;MTOR;SKI;SLC7A6;PRKAR1A;GJB3;CENPI;ADORA2B;AGBL2;TLL2;CYP2E1;SERINC2;MET;EIF4G2
ChEA_2016,SOX2 21211035 ChIP-Seq LN229 Gbm,62/3420,0.0600690674405033,0.6009994951756147,0,0,1.2677664275954574,3.565289136679856,FAM49A;ALK;APP;PHTF2;EDA;FASTKD2;DOCK9;STMN2;FHL2;NR2E1;ETS1;CDH6;CDH2;GM2A;TNFRSF8;UTP14A;TNS1;MAGI1;KLF12;HDGFRP3;NRG1;OVOL2;CNKSR2;MED25;MYL1;COL4A3;NOS1AP;COL4A6;CHI3L1;WDFY3;SNRPA1;CD44;PAFAH1B1;GCDH;MTMR1;LRRC15;RGS17;MVK;POLDIP3;GOSR2;SLC3A2;HMGCR;LTBP1;NAPG;EGFR;PTHLH;SOCS2;LMAN1;ADAM28;GGA3;SVIL;API5;GALNT2;LAMB4;HUWE1;LARP4;POLA1;PARP11;APBA1;SCRG1;FGFR2;MPHOSPH6
ChEA_2016,CHD7 19251738 ChIP-ChIP MESCs Mouse,5/141,0.0615220416857071,0.6009994951756147,0,0,2.438185443668993,6.798538195578727,CDH2;SPAG4;DONSON;NR2E1;MET
ChEA_2016,MYC 19030024 ChIP-ChIP MESCs Mouse,69/3868,0.0635766492180982,0.6009994951756147,0,0,1.2502367335218083,3.445038604745266,RBM28;PHTF2;DIDO1;CLIC4;HSP90AB1;DDX3X;FASTKD2;STMN2;ENO1;ICAM5;BZW1;IDH3B;MYBL2;UTP14A;TNPO2;NUP214;MAGI1;DDX18;SREBF1;CDV3;TIPIN;RING1;TPM3;WDR74;SLC7A6;MED25;ILF3;RABEP1;INCENP;YME1L1;ANAPC5;SNRPA1;PRPS1;VAC14;DCTN5;UBIAD1;TOMM40;ISG20L2;SLC3A2;PSEN1;HSPD1;SOCS2;LMAN1;PDCD11;ADAM23;CDC37L1;TCEB2;RPP14;MPZL1;NADK;HSPA5;CSNK1A1;FUS;SPAG4;HUWE1;SYNJ2;CFLAR;PTPN12;PAICS;POLA1;SQLE;PARP11;RPS28;MCM3AP;RAD51;GJB3;TSR1;EIF4G2;PICALM
ChEA_2016,AR 22383394 ChIP-Seq PROSTATE CANCER Human,36/1857,0.0665583655673847,0.6009994951756147,0,0,1.3388497828366033,3.627849175769085,FAM49A;ALK;UBIAD1;STEAP4;HPGD;FASTKD2;STMN2;GRIK1;PTPRJ;KLK2;AKAP5;CLDN1;EGFR;PDC;MALT1;PTHLH;PREX2;ADAM28;CSRP2;HLX;PACSIN2;TNFRSF8;DACT1;CA12;MAGI1;CDV3;CSNK1A1;SSTR1;PTPN12;USH2A;QKI;STXBP5L;TLL2;APBA1;MPHOSPH6;PICALM
ChEA_2016,SPI1 23127762 ChIP-Seq K562 Human,28/1389,0.0681270512102676,0.6009994951756147,0,0,1.3870964256385876,3.7262693677960335,NOTCH2;ALK;PHTF2;DOCK9;PITPNA;SRRT;ISG20L2;PTPRJ;SLC3A2;PSEN1;CRKL;DSTYK;SPATA5L1;UBR5;AGFG2;NADK;PDLIM7;NUP214;CSNK1A1;TPM3;GALNT2;PTPN12;MTOR;SKI;RAD51;AGBL2;MET;PAFAH1B1
ChEA_2016,EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse,20/935,0.0711338199391399,0.6009994951756147,0,0,1.466432474629196,3.876063154528588,PSD;DDX3X;CSF1;HSPA5;DST;DOCK9;SLC11A2;CRABP1;PTPRJ;SYNJ2;NR2E1;LTBP1;OVOL2;RRP7A;CYP2W1;MCM3AP;TNPO2;B4GALT7;LLGL1;TNS1
ChEA_2016,GATA1 21571218 ChIP-Seq MEGAKARYOCYTES Human,48/2601,0.0740122986339843,0.6009994951756147,0,0,1.2793165836644098,3.330731431510394,NOTCH2;ALK;PHTF2;CLIC4;TOMM40;HSP90AB1;MVK;WDR1;HPGD;DOCK9;FHL2;GRIK1;ICAM5;AKAP5;ETS1;LTBP1;EGFR;PTHLH;PREX2;DSTYK;C15ORF39;GGA3;UBR5;ATP6V0A2;PACSIN2;TNPO2;TNS1;GPR135;ARL15;CSNK1A1;GALNT2;NONO;SLC11A2;WDR74;SSTR1;CFLAR;SYTL2;SKI;GALC;PARP11;CLDN10;SLC7A6;ILF3;INCENP;ADORA2B;NOS1AP;FXN;MPHOSPH6
ChEA_2016,IRF1 19129219 ChIP-ChIP H3396 Human,6/196,0.0755007626888269,0.6009994951756147,0,0,2.095596133190118,5.414208408542208,ALK;STEAP4;HPGD;FXN;STXBP5L;PICALM
ChEA_2016,ZNF217 24962896 ChIP-Seq MCF-7 Human,30/1522,0.075714682376894,0.6009994951756147,0,0,1.3559725945784926,3.4994712681070608,FAM49A;ALK;VAC14;SDC2;PTPRJ;ENO1;ATP2C2;LTBP1;RNF126P1;CDH6;SOCS2;UBR5;CA12;CDV3;SVIL;OSR2;HNRNPA3;CADM1;CSNK1A1;SLC11A2;SSTR1;PTPN12;QKI;SYTL2;OVOL2;SULT2B1;NOS1AP;MET;FGFR2;MPHOSPH6
ChEA_2016,ELK3 25401928 ChIP-Seq HUVEC Human,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,FAM49A;ANKLE2;UBIAD1;DDX3X;WDR1;PITPNA;FHL2;PTPRJ;ENO1;ICAM5;PTHLH;PSMD4;HLX;KIAA1644;MTA2;HNRNPA1;TNPO2;MPZL1;PDLIM7;TNS1;SREBF1;STAT1;FUS;NONO;WDR74;CFLAR;PTPN12;MTOR;GIP;SKI;SLC7A6;RUFY2;TSR1;PDE5A;CYP2E1;CD44;FGFR1;PICALM
ChEA_2016,ESRRB 18555785 Chip-Seq ESCs Mouse,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,NOTCH2;RBPJL;TMEM87A;DIDO1;COPA;SLC35D1;FHL2;PTPRJ;BZW1;PDC;PREX2;DSTYK;HLX;ADAM23;ADORA1;IDH3B;MYBL2;MPZL1;TNS1;NUP214;DDX18;DST;STAT1;SPAG4;CFLAR;KMO;USH2A;OVOL2;RAD51;MYL1;AGBL2;COL4A3;NOS1AP;SAG;YME1L1;CHI3L1;PDE5A;CD44
ChEA_2016,FOXH1 21741376 ChIP-Seq ESCs Human,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,NOTCH2;MTMR1;PRPS1;CLIC4;COPA;UBIAD1;ZNF195;HR;STK19;PKMYT1;NAPG;RRP7A;SAMD14;ADAM28;MYBL2;MS4A12;UTP14A;TNPO2;CA12;KLF12;DST;SPAG4;PTPN12;LARP4;MTOR;OVOL2;SKI;MFAP4;CCKBR;PRKAR1A;COL4A6;CHI3L1;TLL2;ANAPC5;MATN3;CD44;FGFR2;MPHOSPH6
ChEA_2016,AR 21915096 ChIP-Seq LNCaP-1F5 Human,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,FAM49A;APP;DIDO1;PRPS1;STEAP4;CSF1;PITPNA;PTPRJ;SLC3A2;KLK2;AKAP5;PSEN1;NR2E1;HMGCR;PKMYT1;BZW1;NAPG;EGFR;ACTG2;RNF126P1;SOCS2;SPAST;CSRP2;PACSIN2;TGM4;MPZL1;NUP214;CA12;MCF2;MTOR;STXBP5L;SKI;CLDN10;RABEP1;NPC1;WDFY3;CD44;FGFR2
ChEA_2016,UBF1/2 26484160 Chip-Seq FIBROBLAST Human,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,RBM28;PHTF2;WDR1;DOCK9;CRABP1;LTBP1;NAPG;EGFR;JAKMIP2;CDH6;SOCS2;LMAN1;ADAM28;CSRP2;MYH11;WNT2;DACT1;SREBF1;KLF12;CADM1;DST;CSNK1A1;FUS;LAMB4;PTPN11;SSTR1;CNKSR2;GALC;CLDN10;RAD51;ACTC1;CEACAM5;NOVA2;CDK1;ZNF711;PDE5A;FGFR2;CRLF2
ChEA_2016,UBF1/2 26484160 Chip-Seq HMECs Human,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,NOTCH2;CLIC4;CSF1;POLDIP3;ISG20L2;PTPRJ;ENO1;PSEN1;PLCXD1;PTHLH;IKBKB;CNN1;DSTYK;C15ORF39;PSMD4;SPATA5L1;PDCD11;KIAA1644;CDC37L1;MPZL1;NADK;CDV3;CADM1;STAT1;GALNT2;WDR74;HDGFRP3;NRG1;LARP4;MTOR;SULT2B1;SKI;RPS28;PDE5A;SERINC2;FXN;EIF4G2;PICALM
ChEA_2016,UBF1/2 26484160 Chip-Seq HMEC-DERIVED Human,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,NOTCH2;UBIAD1;DDX3X;SLC35D1;ISG20L2;PTPRJ;ENO1;ETS1;SOCS2;CNN1;CDH2;CD59;MTA2;TNPO2;NADK;SREBF1;SVIL;TIPIN;KLF12;EMX2;CADM1;GALNT2;SFTPC;WDR74;SSTR1;PAICS;SKI;ACTA2;GALC;NPC1;GJB3;AGBL2;CNTN1;PDE5A;SERINC2;CD44;PAFAH1B1;FGFR1
ChEA_2016,KDM2B 26808549 Chip-Seq DND41 Human,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,DIDO1;CLIC4;UBIAD1;HSP90AB1;MVK;SLC35D1;CBFB;DOCK9;PTPRJ;ENO1;PSEN1;KRI1;MED17;SOCS2;DSTYK;C15ORF39;CDH2;MYBL2;MTA2;TNPO2;MPZL1;PDLIM7;CDV3;KLF12;SORT1;STAT1;GALNT2;SIAH1;CFLAR;EML2;SKI;TLL2;SERINC2;B4GALT7;CD44;EIF4G2;FGFR1;PICALM
ChEA_2016,FLI1 26923725 Chip-Seq MACROPHAGESS Mouse,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,RGS17;STEAP4;CBFB;SRRT;DBH;KRI1;CLDN1;CACNA1G;HSPD1;CNN1;PSMD4;ADORA1;TNFRSF8;TNPO2;AGFG2;SREBF1;STAT1;CSNK1A1;GALNT2;TEX10;ERLIN1;DONSON;SYTL2;GGCT;RPS28;SLC7A6;RABEP1;NPC1;INCENP;NOS1AP;SAG;TLL2;PDE5A;CFB;EIF4G2;CDKN3;MPHOSPH6;GLYR1
ChEA_2016,RING1B 27294783 Chip-Seq ESCs Mouse,38/2000,0.0763173962127764,0.6009994951756147,0,0,1.3112574020900936,3.373674336025481,RBPJL;APP;RGS17;ANKLE2;HSP90AB1;CRABP1;FHL2;GRIK1;HR;ICAM5;NR2E1;PLCXD1;EGFR;PREX2;CDH6;SOCS2;SAMD14;DSTYK;CDH2;HLX;ADAM23;UBR5;ADORA1;MYBL2;WNT2;TNS1;DDX18;OSR2;EMX2;CADM1;STAT1;CSNK1A1;OVOL2;CNTN1;TSR1;APBA1;FGFR2;FGFR1
ChEA_2016,PCGF2 27294783 Chip-Seq NPCs Mouse,11/451,0.0787772286311122,0.612711778241984,0,0,1.666089965397924,4.233753360759326,DDX18;MYL1;FASTKD2;STAT1;ADAM23;COL4A3;FHL2;CFLAR;BZW1;TNS1;HSPD1
ChEA_2016,RUNX1 26923725 Chip-Seq MACROPHAGESS Mouse,3/69,0.0851330297468061,0.6540708382986328,0,0,3.004897459442914,7.402685658378728,INCENP;GALNT2;RCAN2
ChEA_2016,BRD4 25478319 ChIP-Seq HGPS Human,43/2326,0.0864074502215388,0.6558637787899938,0,0,1.2764469578051951,3.125611894910552,NOTCH2;PHTF2;PRPS1;CBFB;PTPRJ;ENO1;PSEN1;BZW1;ETS1;LTBP1;NAPG;EGFR;MALT1;PTHLH;CRKL;DSTYK;PACSIN2;CD59;NADK;PDLIM7;GPR135;CA12;SVIL;HSPA5;DST;STAT1;GALNT2;TEX10;NONO;DONSON;NRG1;CTPS1;SYNJ2;QKI;EML4;ACTA2;GALC;PDE5A;MET;CD44;MPHOSPH6;FGFR1;PICALM
ChEA_2016,TFAP2A 17053090 ChIP-ChIP MCF-7 Human,36/1904,0.0875708516208508,0.6564335383837927,0,0,1.3017325287132568,3.170118444047773,APP;TOMM40;DOCK9;GOSR2;SLC3A2;KLK2;DTX3;ETS1;MALT1;SAMD14;PACSIN2;IDH3B;CD59;MTA2;IL13RA1;CA12;FUS;SIAH1;DONSON;PTPN11;SSTR1;EML2;SYTL2;GALC;MFAP4;MCM3AP;RAD51;CCKBR;NPC1;ADORA2B;CEACAM5;TSR1;EIF4G2;CRLF2;CDKN3;PICALM
ChEA_2016,GABP 19822575 ChIP-Seq HepG2 Human,48/2639,0.0892669880977641,0.6564335383837927,0,0,1.257760379335061,3.038904452145123,RBM28;DIDO1;POM121;COPA;SLC35D1;CBFB;ZNF195;DOCK9;POLDIP3;GOSR2;ISG20L2;SLC3A2;ENO1;KRI1;NAPG;MED17;HSPD1;SPAST;SPATA5L1;IDH3B;CDC37L1;MYBL2;RPP14;NADK;NUP214;PSD;MAGI1;UNC45A;DDX18;SREBF1;TRAPPC3;EIF2B2;RING1;DST;STAT1;CSNK1A1;TPM3;SIAH1;ERLIN1;LARP4;PAICS;PARP11;MCM3AP;YME1L1;TSR1;CYP2E1;B4GALT7;MPHOSPH6
ChEA_2016,MEIS1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse,24/1196,0.0901796922356387,0.6564335383837927,0,0,1.374684671316219,3.3074239854455425,FAM49A;SREBF1;HNRNPA3;CADM4;EIF2B2;CADM1;DOCK9;GALNT2;USH2A;PDC;PTHLH;CDH6;GGCT;CDH2;GM2A;INCENP;ADORA2B;HLX;MYH11;PDE5A;WNT2;FGFR2;TNS1;MPHOSPH6
ChEA_2016,EZH2 27294783 Chip-Seq NPCs Mouse,27/1374,0.0913385374879973,0.6564335383837927,0,0,1.3475366504319737,3.2249011071353992,RGS17;FASTKD2;FHL2;NR2E1;BZW1;PDC;HSPD1;PREX2;SOCS2;DSTYK;PLN;HLX;ADAM23;ADORA1;MPZL1;TNS1;DDX18;DST;STAT1;CFLAR;USH2A;MYL1;COL4A3;NOS1AP;CDK1;SAG;CHI3L1
ChEA_2016,SMAD3 21741376 ChIP-Seq EPCs Human,31/1613,0.0922099754419185,0.6564335383837927,0,0,1.319815395316267,3.146026748424197,FAM49A;ALK;PHTF2;VAC14;ETS1;CDH6;ADAM28;PLN;HLX;CNR1;DACT1;CA12;MAGI1;DDX18;CADM1;DST;STAT1;API5;GALNT2;NONO;NRG1;USH2A;MTOR;OVOL2;STXBP5L;GALC;AGBL2;CHI3L1;FGFR2;CDKN3;PICALM
ChEA_2016,BCL3 23251550 ChIP-Seq MUSCLE Mouse,18/858,0.0961161384787255,0.6564335383837927,0,0,1.4331306990881458,3.3566759186003075,NUP214;PSD;HSPA5;ARL15;FUS;PITPNA;SRRT;SRSF1;HR;ICAM5;PSEN1;MCM3AP;PDCD11;ARIH2;IDH3B;GPR135;CDKN3;GLYR1
ChEA_2016,TP63 23658742 ChIP-Seq EP156T Human,64/3652,0.0962785274064751,0.6564335383837927,0,0,1.2177692118738546,2.8502009706994462,FAM49A;ALK;APP;PHTF2;DDX3X;CSF1;WDR1;DOCK9;FHL2;ENO1;ETS1;CSRP2;DGCR5;NUP214;MAGI1;SREBF1;DST;SLC34A1;TEX10;KMO;GIP;CLDN10;INCENP;WDFY3;SNRPA1;CLDN16;FXN;MET;CD44;NOTCH2;MTMR1;RGS17;HPGD;HMGCR;LTBP1;EGFR;PTHLH;SOCS2;UBR5;PACSIN2;MTA2;WNT2;MPZL1;CA12;STAT1;CSNK1A1;GALNT2;MCF2;LAMB4;ERLIN1;PTPN11;SYNJ2;PTPN12;VENTXP1;QKI;SQLE;CNTN1;CDK1;TLL2;SERINC2;FGFR2;CDKN3;MPHOSPH6;PICALM
ChEA_2016,TCF3 18692474 ChIP-Seq MEFs Mouse,16/745,0.0964819739374313,0.6564335383837927,0,0,1.4661025135725188,3.428332778690935,MAGI1;DIDO1;DST;SLC3A2;ENO1;NR2E1;HMGCR;GIP;ACTC1;GJB3;ADAM23;ARIH2;MYBL2;MATN3;FGFR2;FGFR1
ChEA_2016,KLF4 19030024 ChIP-ChIP MESCs Mouse,29/1502,0.0969219918100823,0.6564335383837927,0,0,1.3241621010914792,3.090394173237556,DIDO1;CLIC4;HSP90AB1;CRABP1;STMN2;PTPRJ;SLC3A2;ENO1;NR2E1;ADAM23;TCEB2;MYBL2;NADK;SREBF1;OSR2;EMX2;DST;HUWE1;SYNJ2;SSTR1;PAICS;SYTL2;SQLE;ILF3;GJB3;COL4A6;ANAPC5;PDE5A;PICALM
ChEA_2016,SOX9 24532713 ChIP-Seq HFSC Mouse,27/1384,0.0973871296377819,0.6564335383837927,0,0,1.3368775660595853,3.1136696900606693,NOTCH2;APP;VAC14;DCTN5;TOMM40;STEAP4;CBFB;SLC3A2;ENO1;CLDN1;EGFR;ARIH2;AGFG2;TNS1;CDV3;TRAPPC3;DST;ARL15;API5;MTOR;SYTL2;SKI;SLC7A6;INCENP;COL4A3;CD44;FGFR2
ChEA_2016,TCF4 18268006 ChIP-ChIP LS174T Human,11/470,0.0979440517588516,0.6564335383837927,0,0,1.595547715433732,3.70702992720042,EML4;FAM49A;ALK;GALNT2;COL4A3;LTBP1;USH2A;PDC;MPZL1;AGT;TNS1
ChEA_2016,SOX2 18692474 ChIP-Seq MEFs Mouse,37/1991,0.1011364641093327,0.661266696930674,0,0,1.2776794019093134,2.927527066165294,PHTF2;DIDO1;PRPS1;TOMM40;HSP90AB1;WDR1;POLDIP3;SLC3A2;ENO1;HMGCR;CRKL;CDH6;LMAN1;ADAM23;ARIH2;MYBL2;MPZL1;MAGI1;KLF12;DST;SORT1;STAT1;TPM3;SLC34A1;SYNJ2;CFLAR;GIP;ILF3;ACTC1;NPC1;GJB3;CHI3L1;CFB;MATN3;FGFR2;PAFAH1B1;FGFR1
ChEA_2016,TCF21 26020271 ChIP-Seq SMOOTH MUSCLE Human,37/2000,0.1060125974444413,0.661266696930674,0,0,1.2711764603336633,2.8527708412682298,DCTN5;CLIC4;HSP90AB1;SLC35D1;CSF1;POLDIP3;CRABP1;FHL2;ETS1;LTBP1;NAPG;BEST1;IKBKB;INE1;HLX;PACSIN2;CD59;UTP14A;TGM4;TNS1;DACT1;KLF12;HSPA5;DST;STAT1;TPM3;SPAG4;CFLAR;SYTL2;GIP;SKI;MFAP4;CYP2W1;RAD51;CCKBR;APBA1;CLDN16
ChEA_2016,GATA3 21878914 ChIP-Seq MCF-7 Human,37/2000,0.1060125974444413,0.661266696930674,0,0,1.2711764603336633,2.8527708412682298,FAM49A;LRRC15;FASTKD2;PITPNA;ICAM5;KLK2;PSEN1;ATP2C2;CLDN1;ETS1;PDC;JAKMIP2;CDH6;GM2A;KIAA1644;TCEB2;MTA2;CDV3;DST;ARL15;LAMB4;HUWE1;CFLAR;LARP4;PAICS;SYTL2;MED25;AGBL2;CNTN1;CDK1;CHI3L1;TLL2;ZNF711;APBA1;SERINC2;B4GALT7;FGFR1
ChEA_2016,SOX3 22085726 ChIP-Seq NPCs Mouse,37/2000,0.1060125974444413,0.661266696930674,0,0,1.2711764603336633,2.8527708412682298,ALK;TMEM87A;TOMM40;STEAP4;CSF1;CBFB;HPGD;PTPRJ;AKAP5;PKMYT1;BZW1;EGFR;MED17;CDH6;LMAN1;DSTYK;CDH2;ATP6V0A2;ARIH2;MPZL1;PDLIM7;NUP214;MAGI1;DDX18;EIF2B2;CADM1;SORT1;CSNK1A1;FUS;HUWE1;RAD51;GJB3;ADORA2B;COL4A6;CDK1;LLGL1;PAFAH1B1
