gene_symbol,gene_title,logFC,P.Value,adj.P.Val
GALNT8///KCNA6,polypeptide N-acetylgalactosaminyltransferase 8///potassium voltage-gated channel subfamily A member 6,-0.23183560269330972,0.7190173160271559,0.9401990965692146
PRRG2,proline rich and Gla domain 2,-0.3246697450368048,0.39738184428883194,0.8683682616977256
PRRG1,proline rich and Gla domain 1,0.35930689657176135,0.012919302070749908,0.8650998688947181
MEOX1,mesenchyme homeobox 1,-0.10274470120378308,0.3033637355550135,0.8650998688947181
F10,coagulation factor X,-0.29698767808616683,0.3625215361500561,0.8650998688947181
ALKBH1,"alkB homolog 1, histone H2A dioxygenase",0.05559382421425212,0.4352901757318862,0.8759900178957583
SMPD2,sphingomyelin phosphodiesterase 2,-0.22200496462916688,0.21777822012108589,0.8650998688947181
ALDH3A1,aldehyde dehydrogenase 3 family member A1,-0.07324898203063795,0.8485347431043015,0.9745795266920517
CPA3,carboxypeptidase A3,0.04774036769365131,0.8561628239920301,0.9760038953020232
CALB1,calbindin 1,-0.6809491071909998,0.15515964582960698,0.8650998688947181
CALB1,calbindin 1,-0.09294500406757382,0.8044317272189546,0.9612831914281633
CDA,cytidine deaminase,-0.6922878758060663,0.2655153139866715,0.8650998688947181
PRIM2,primase (DNA) subunit 2,0.48249725083744927,0.054843800522371304,0.8650998688947181
CRH,corticotropin releasing hormone,-0.39963933407607966,0.5498219686047106,0.89975511857409
CRH,corticotropin releasing hormone,0.020371047420652214,0.9639932805667109,0.9933237110587879
KIAA0586,KIAA0586,-0.1301155706042739,0.4168354438413018,0.8702110228419003
PIP5K1B,phosphatidylinositol-4-phosphate 5-kinase type 1 beta,0.1529396043775713,0.35431992810024604,0.8650998688947181
ALAS1,5'-aminolevulinate synthase 1,0.04536173581057364,0.7114993961370544,0.9386365908061038
ZDHHC24,zinc finger DHHC-type containing 24,0.1698622114159325,0.2931443233278948,0.8650998688947181
KALRN,"kalirin, RhoGEF kinase",-0.5265507170777638,0.11847637471260307,0.8650998688947181
SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3",0.025869507209289894,0.8929056123831183,0.9822375351254281
SH3GL3,"SH3 domain containing GRB2 like 3, endophilin A3",0.1317636727980387,0.45900520053523286,0.8807792915811246
ADGRB3,adhesion G protein-coupled receptor B3,-0.15104353568377715,0.44477581811054734,0.8770515641456844
AOAH,acyloxyacyl hydrolase,-0.2869732688278995,0.5303315452183825,0.8952982451731732
ALDH3B1,aldehyde dehydrogenase 3 family member B1,0.2914492514446394,0.3107964946053303,0.8650998688947181
TRADD,TNFRSF1A associated via death domain,0.08572327474568753,0.6562784389835673,0.9277179376678036
CNTRL,centriolin,-0.17726048445940348,0.10227930970703195,0.8650998688947181
PPP2R2B,protein phosphatase 2 regulatory subunit Bbeta,-0.24068029972164431,0.3153538865590679,0.8650998688947181
SNRPG,small nuclear ribonucleoprotein polypeptide G,0.042942423400101154,0.7676004206143616,0.9530538886804787
REPS2,RALBP1 associated Eps domain containing 2,-0.13308823326194108,0.7399696194200256,0.9453542471274193
PAX6,paired box 6,-0.03917641008743419,0.902719414280135,0.9843698531403368
RAD52,"RAD52 homolog, DNA repair protein",-0.01755250713981256,0.973450057785674,0.9955426820611946
WNT2,Wnt family member 2,-1.0946980371612236,0.01297239973108652,0.8650998688947181
FGA,fibrinogen alpha chain,-0.24878042215355198,0.5854972635358926,0.9082872678423438
FGA,fibrinogen alpha chain,0.1331031322879901,0.5466955379060394,0.8994376778712668
RAPGEF4,Rap guanine nucleotide exchange factor 4,0.023280020245086505,0.8604944596247657,0.9769572173350618
TTLL1,tubulin tyrosine ligase like 1,0.2236540699003593,0.3585700492970586,0.8650998688947181
CTSG,cathepsin G,-0.07568727294413191,0.7815585224020982,0.9553184712236417
C4BPA,complement component 4 binding protein alpha,-0.13008473691052128,0.6695480534640287,0.9317026507379562
MDM4,"MDM4, p53 regulator",0.5384576347668953,0.15156550169237681,0.8650998688947181
PCDH17,protocadherin 17,0.1258861644362068,0.6388300531838602,0.9225946211453169
HAAO,"3-hydroxyanthranilate 3,4-dioxygenase",-0.3543693964908212,0.2830748992717198,0.8650998688947181
SNAPC4,small nuclear RNA activating complex polypeptide 4,0.026246920506869092,0.932250815451448,0.9879573141548142
HDAC9,histone deacetylase 9,0.12922867344096953,0.5391732066821264,0.8981261274795475
OASL,2'-5'-oligoadenylate synthetase like,-0.021722888994071664,0.8972200402415944,0.98319626910552
FLAD1,flavin adenine dinucleotide synthetase 1,-0.030043374019660937,0.7679812169322552,0.9530538886804787
B9D1,B9 domain containing 1,-1.1729274896038362,0.23453552869000008,0.8650998688947181
PCBP3,poly(rC) binding protein 3,-0.10805252761821028,0.5956754572606209,0.9109687772702952
KIN,Kin17 DNA and RNA binding protein,0.053180037859175175,0.6748734715350606,0.9320754434311493
TSPAN9,tetraspanin 9,-0.4067392170599161,0.3302007009747344,0.8650998688947181
FMO1,flavin containing monooxygenase 1,-0.17171877874986546,0.5808644930093159,0.9068163599845829
WRN,Werner syndrome RecQ like helicase,0.1318285840592392,0.49270015644498344,0.8856776307413765
LY75,lymphocyte antigen 75,-0.0675366134170984,0.7467276489596082,0.9482412641500699
NCAM2,neural cell adhesion molecule 2,-0.172906804172857,0.32618390006342635,0.8650998688947181
GAL3ST1,galactose-3-O-sulfotransferase 1,-0.40573793854108176,0.20980798025751524,0.8650998688947181
HLA-DOB,"major histocompatibility complex, class II, DO beta",-0.43047108208458856,0.3344252805024729,0.8650998688947181
XPA,"XPA, DNA damage recognition and repair factor",0.026989854875580276,0.8880927019521296,0.9820547207844431
ASB9,ankyrin repeat and SOCS box containing 9,-0.07261205572768983,0.6977707817573626,0.9370242035113323
FXYD2,FXYD domain containing ion transport regulator 2,0.11352894563041442,0.7319536700060469,0.9440931549195836
MTTP,microsomal triglyceride transfer protein,0.1675540969795651,0.5414932911884037,0.8984684135934157
CYP27B1,cytochrome P450 family 27 subfamily B member 1,-0.2239523217636218,0.5884309188313726,0.9088481304078896
DLEU1,deleted in lymphocytic leukemia 1,-0.06859443046406584,0.6184446298748533,0.9150818367550198
AP3B2,adaptor related protein complex 3 beta 2 subunit,-0.6337068345725746,0.16309827242748476,0.8650998688947181
ACAN,aggrecan,-0.21261761339310117,0.2356078265598124,0.8650998688947181
MMP10,matrix metallopeptidase 10,0.3569879282380393,0.29181948401710267,0.8650998688947181
BCL2A1,BCL2 related protein A1,-0.5176846987521829,0.5611373543033444,0.9020963471008969
APOM,apolipoprotein M,-0.08757981020134277,0.5960743202986534,0.9109687772702952
TPSAB1,tryptase alpha/beta 1,-0.18963778430350225,0.5219388878573463,0.8913576938577671
DENND4C,DENN domain containing 4C,-0.004744749528652323,0.9776143221977964,0.9961745356671631
CD86,CD86 molecule,0.06545306148861593,0.745917315270568,0.9479561916179574
CD86,CD86 molecule,0.06180259048833965,0.8118310644424204,0.9631342421166296
UBFD1,ubiquitin family domain containing 1,0.023286913665736576,0.8583017794765261,0.9761965725824089
TFAP4,transcription factor AP-4,-0.3100554006242711,0.2993166512950528,0.8650998688947181
PCNX2,pecanex homolog 2 (Drosophila),0.2109421852473087,0.5255758106181914,0.8935769590724588
BUD31,BUD31 homolog,0.02065701421702749,0.8929680561665158,0.9822375351254281
SYNGR3,synaptogyrin 3,-0.6590717147496679,0.06621578071262221,0.8650998688947181
CD38,CD38 molecule,-0.19396506073054076,0.46525670185487566,0.8807792915811246
TNNT3,"troponin T3, fast skeletal type",-0.2326910881306856,0.13050917299865566,0.8650998688947181
TYRP1,tyrosinase related protein 1,0.0749379969238743,0.7735915854451009,0.9535835021735867
SDS,serine dehydratase,-0.5884687190803571,0.14183893936637892,0.8650998688947181
GFRA1,GDNF family receptor alpha 1,-0.03439850172300826,0.8352499776163014,0.9708025780930926
SCGN,"secretagogin, EF-hand calcium binding protein",-0.5975138175547873,0.16020433521634284,0.8650998688947181
MAP2K6,mitogen-activated protein kinase kinase 6,-0.042110362998047074,0.7676419411079216,0.9530538886804787
MAP2K6,mitogen-activated protein kinase kinase 6,-0.146526105449684,0.5350000030066502,0.8972169855034088
HSD17B6,hydroxysteroid 17-beta dehydrogenase 6,0.15613807776294517,0.6319480671253976,0.9192810120943727
IPO8,importin 8,-0.09576212593530534,0.6090905553483967,0.9128450488989713
PHTF1,putative homeodomain transcription factor 1,-0.008728682667661131,0.9499255716665619,0.9914354644129697
ATP6V0A2,ATPase H+ transporting V0 subunit a2,-0.742454521317427,0.010258972182416204,0.8650998688947181
ATP6V0A2,ATPase H+ transporting V0 subunit a2,-0.1742136343295711,0.31534761093225294,0.8650998688947181
ANKRD26,ankyrin repeat domain 26,-0.03155761715839954,0.9358667053503235,0.9886745240383223
ANKRD26,ankyrin repeat domain 26,0.3253654538119504,0.499221048347419,0.8858232566758767
IL17RA,interleukin 17 receptor A,-0.12377831687630039,0.6501738972904196,0.9264127098911945
TRPM2,transient receptor potential cation channel subfamily M member 2,-0.4960422444151755,0.23256844537808288,0.8650998688947181
CDS1,CDP-diacylglycerol synthase 1,0.35080869446388196,0.4357884865870584,0.8760252446716533
LRP2,LDL receptor related protein 2,0.493316500872732,0.13262293530013983,0.8650998688947181
ATP5C1,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",0.033888754325243735,0.7891549817781789,0.9578098697779059
PTPRD,"protein tyrosine phosphatase, receptor type D",-0.5742036649054861,0.11552263853302797,0.8650998688947181
COMP,cartilage oligomeric matrix protein,-0.7318949151268264,0.41070624891229124,0.8695040143984362
ZMYND10,zinc finger MYND-type containing 10,0.025279408448357833,0.9549957966114342,0.9926109710059745
BST1,bone marrow stromal cell antigen 1,0.23147837210311553,0.3119623177121855,0.8650998688947181
SLC25A40,solute carrier family 25 member 40,-0.18036517393844054,0.2792725633711026,0.8650998688947181
PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3,"protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3",0.11351502104877541,0.6000610172948282,0.9114194368506034
ITGB7,integrin subunit beta 7,-0.3352096159927157,0.15659578272904162,0.8650998688947181
LOC101929036///PAH,uncharacterized LOC101929036///phenylalanine hydroxylase,-0.0024308262547622183,0.9954503595521512,0.9992803052065798
POMC,proopiomelanocortin,-0.393413279300033,0.45746478167204296,0.8807792915811246
GFRA2,GDNF family receptor alpha 2,0.38917086746189605,0.24207889016262774,0.8650998688947181
GFRA2,GDNF family receptor alpha 2,0.6511048575123684,0.4111304775999983,0.8695040143984362
CNTFR,ciliary neurotrophic factor receptor,0.10433739408560685,0.549997691872905,0.89975511857409
PKP1,plakophilin 1,-0.10020581936653239,0.6301039261232957,0.9186532417136529
SCGB1A1,secretoglobin family 1A member 1,0.07062979710453694,0.7666349060072866,0.9530538886804787
DIAPH2,diaphanous related formin 2,0.09825420493877098,0.43699707181840985,0.8761073325352693
TEP1,telomerase associated protein 1,-0.32293661994827816,0.13603732706181507,0.8650998688947181
TENM1,teneurin transmembrane protein 1,0.3837660376225617,0.43266474058896476,0.8750913242734357
OSMR,oncostatin M receptor,-0.44452250371002133,0.08034590219739324,0.8650998688947181
ABLIM3,actin binding LIM protein family member 3,0.25849870578484035,0.33928850668991106,0.8650998688947181
NCOA2,nuclear receptor coactivator 2,0.4587588767081615,0.13446934370770486,0.8650998688947181
NCOA2,nuclear receptor coactivator 2,-0.19884517208450367,0.44859868869007336,0.8770515641456844
BLM,Bloom syndrome RecQ like helicase,-0.21765173528689424,0.3708084620275748,0.8653545768535273
AFF3,AF4/FMR2 family member 3,-0.21412480535284734,0.6729937946918314,0.93181520036277
AFF3,AF4/FMR2 family member 3,0.024846377608471686,0.9356137412706385,0.9885879060839527
PGAM2,phosphoglycerate mutase 2,-0.47954620087806143,0.3471580411724208,0.8650998688947181
KCNQ2,potassium voltage-gated channel subfamily Q member 2,-0.08181627810919734,0.7733461768817501,0.9535835021735867
FABP3,fatty acid binding protein 3,-0.41711681029103626,0.08881542514012855,0.8650998688947181
ZNF107,zinc finger protein 107,-0.12570100118562919,0.7095155391358487,0.9382393158919011
RBM42,RNA binding motif protein 42,0.043643417479607524,0.7568635127300594,0.9511473446007899
DTNA,dystrobrevin alpha,-0.3627229423344219,0.05567926207008577,0.8650998688947181
TNNI3,"troponin I3, cardiac type",0.41748067520717297,0.2803263689790185,0.8650998688947181
STAC,SH3 and cysteine rich domain,-0.08008255837366826,0.6427812085895667,0.9238123836480544
DOC2A,double C2 domain alpha,-0.3170126044732458,0.41280479866789055,0.8695040143984362
ADAM17,ADAM metallopeptidase domain 17,0.1450874702005661,0.2486985576863127,0.8650998688947181
ADAM17,ADAM metallopeptidase domain 17,0.07023472836787639,0.7159453298273257,0.9398334880828546
CBLN1,cerebellin 1 precursor,-0.8106476038084409,0.08263530292214141,0.8650998688947181
RNF126,ring finger protein 126,-0.43653920305321503,0.1711811530310406,0.8650998688947181
CYP1A1,cytochrome P450 family 1 subfamily A member 1,0.38255063920033694,0.4223248266813875,0.8719120297921753
BPHL,biphenyl hydrolase like,0.10972639646549463,0.5452410921705658,0.8989046052431875
SH3GL2,"SH3 domain containing GRB2 like 2, endophilin A1",0.09704581895065155,0.7410624939960857,0.9456027680601125
GSTM5,glutathione S-transferase mu 5,0.3444351462422847,0.04231427368404634,0.8650998688947181
CRP,"C-reactive protein, pentraxin-related",-0.5387540712987028,0.2271425010080991,0.8650998688947181
F2,"coagulation factor II, thrombin",-0.13322211847986967,0.6701230417025388,0.9317151029739323
ITIH3,inter-alpha-trypsin inhibitor heavy chain 3,-0.3682341165195609,0.12193430581160869,0.8650998688947181
F8,coagulation factor VIII,0.2329227823042621,0.10719731931857941,0.8650998688947181
ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5,0.07862543148381829,0.6522416703505843,0.9267997869917235
CD8A,CD8a molecule,0.08058392292045496,0.5852391719004995,0.90822072059058
SULT2B1,sulfotransferase family 2B member 1,-0.7865963618908066,0.006362975284145102,0.8650998688947181
OGG1,8-oxoguanine DNA glycosylase,0.3142461998301125,0.23956102372124477,0.8650998688947181
DUS4L,dihydrouridine synthase 4 like,-0.019446687114948076,0.914991136139789,0.9863074292835166
DUS4L,dihydrouridine synthase 4 like,0.08222108824874547,0.8864453232822511,0.9819237310527702
DDX18,DEAD-box helicase 18,-0.18461990301478304,0.16700116103270574,0.8650998688947181
CSNK1A1,casein kinase 1 alpha 1,-0.7634495156668923,0.029548296403653907,0.8650998688947181
CYP3A5,cytochrome P450 family 3 subfamily A member 5,-0.2326167795595974,0.623841209513901,0.9165903624193409
TCAP,titin-cap,-0.3996121500876689,0.34548615340712474,0.8650998688947181
EREG,epiregulin,-1.0707316449035365,0.274109433818503,0.8650998688947181
SLC27A2,solute carrier family 27 member 2,-0.25907290619847384,0.6044225580580996,0.912815932103187
SLC27A2,solute carrier family 27 member 2,-0.06587167141614109,0.8613991154221561,0.9771646826612884
GSR,glutathione-disulfide reductase,-0.030334863061016046,0.8916334847355247,0.9820817488008458
AKAP7,A-kinase anchoring protein 7,0.21293039798500737,0.20747675700298365,0.8650998688947181
AKAP7,A-kinase anchoring protein 7,-0.17711601964950213,0.6056163276964999,0.912815932103187
CPEB3,cytoplasmic polyadenylation element binding protein 3,0.5456930996599381,0.02409492597555534,0.8650998688947181
F12,coagulation factor XII,-0.3034080069165646,0.40760668309944015,0.8695040143984362
FAM50B,family with sequence similarity 50 member B,-0.02075795184526533,0.8976266251340762,0.983344539010034
FMO5,flavin containing monooxygenase 5,0.08576939504496342,0.49107021434739717,0.8852541513795976
DUSP9,dual specificity phosphatase 9,-0.11285078133501639,0.5854021383378905,0.9082405132499567
KLK7,kallikrein related peptidase 7,0.1502222080925193,0.5239454544286513,0.8924790687514127
RAMP2,receptor activity modifying protein 2,0.25824616698474784,0.4354229534431652,0.8759900178957583
BIK,BCL2 interacting killer,-0.14497864431208154,0.6527159404134233,0.9270178863712664
VPS9D1,VPS9 domain containing 1,0.050415221765891215,0.8202915799827939,0.9658868295272438
FGF7,fibroblast growth factor 7,-0.18075579500610958,0.412418016953922,0.8695040143984362
KLK13,kallikrein related peptidase 13,-0.2809090131297228,0.20977281906592682,0.8650998688947181
ARVCF,armadillo repeat gene deleted in velocardiofacial syndrome,-0.45129899797904005,0.3315118589399506,0.8650998688947181
ITGAM,integrin subunit alpha M,-0.16130645489392006,0.5289286596707659,0.8949148051819196
ITGAM,integrin subunit alpha M,0.31560212084013134,0.21642940834309787,0.8650998688947181
LOC441155///ZC3H11A,zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A,-0.0685665922845802,0.6088717073653388,0.9128450488989713
LOC441155///ZC3H11A,zinc finger CCCH-type domain-containing-like///zinc finger CCCH-type containing 11A,-0.1049861718423993,0.34339402359863724,0.8650998688947181
CD1D,CD1d molecule,-0.5470035177047251,0.12340843773286311,0.8650998688947181
SKAP1,src kinase associated phosphoprotein 1,0.001233408185317267,0.9956585663619404,0.9992803052065798
ZNF230,zinc finger protein 230,-0.7984289288567293,0.03206791485114076,0.8650998688947181
WISP2,WNT1 inducible signaling pathway protein 2,0.028531824850225394,0.9454494129510985,0.9901312623187217
TNK1,tyrosine kinase non receptor 1,-0.5319979426274462,0.4133777753349358,0.8697269490916435
NOVA1,NOVA alternative splicing regulator 1,0.26213402593167034,0.03315594442712828,0.8650998688947181
NRXN3,neurexin 3,-0.25738784269265175,0.26083827113093633,0.8650998688947181
TCP11L1,t-complex 11 like 1,0.544431020995102,0.21304603475717318,0.8650998688947181
TCP11L1,t-complex 11 like 1,-0.10406162501438139,0.7671859897097081,0.9530538886804787
IL7R,interleukin 7 receptor,0.3306360141646779,0.28309756465392116,0.8650998688947181
SLC3A1,solute carrier family 3 member 1,0.07740305102604755,0.8537958856976682,0.9753235649280588
SLC3A1,solute carrier family 3 member 1,-0.4103889957007784,0.2928665725242172,0.8650998688947181
RASGRP3,RAS guanyl releasing protein 3,0.23552644900733363,0.5716456852188351,0.903911400329654
TRPC1,transient receptor potential cation channel subfamily C member 1,0.19483377253152478,0.46423867008394604,0.8807792915811246
TRPC1,transient receptor potential cation channel subfamily C member 1,0.07793460545059325,0.7643406840189875,0.9524558468558275
TRAF3IP3,TRAF3 interacting protein 3,0.8107744425987512,0.1652445188665857,0.8650998688947181
ROR1,receptor tyrosine kinase like orphan receptor 1,-0.1487938659809255,0.5212479016330163,0.8909951671731396
ROM1,retinal outer segment membrane protein 1,-0.3347220944315913,0.21727582304281923,0.8650998688947181
TUFT1,tuftelin 1,0.21307526777867875,0.029824925483948286,0.8650998688947181
ASPH,aspartate beta-hydroxylase,0.146441288014928,0.641210108116662,0.9233820544342244
WASL,Wiskott-Aldrich syndrome like,0.8296831215918427,0.012524414983687854,0.8650998688947181
WASL,Wiskott-Aldrich syndrome like,-0.5305247398342661,0.2114192722033063,0.8650998688947181
POLG2,"DNA polymerase gamma 2, accessory subunit",0.07089229482878155,0.6890597078260656,0.9354336033666653
TMED9,transmembrane p24 trafficking protein 9,0.17829820226113355,0.1759778183039566,0.8650998688947181
MAT1A,methionine adenosyltransferase 1A,-0.6569208282678948,0.3705659087097257,0.8653545768535273
GRM3,glutamate metabotropic receptor 3,-0.24556270101851696,0.48049186129996446,0.8828029738853655
REG3A,regenerating family member 3 alpha,-0.37502153023899404,0.19743803571081003,0.8650998688947181
ITGB8,integrin subunit beta 8,0.4575208306003574,0.30515613122432594,0.8650998688947181
SIX1,SIX homeobox 1,0.09435633190288961,0.7921351439376878,0.958552531193441
BRINP1,BMP/retinoic acid inducible neural specific 1,-0.16992500144231246,0.551265733244843,0.9003288304862548
MARCO,macrophage receptor with collagenous structure,0.6412102961467505,0.42435085964801567,0.8730493811838392
APOC3,apolipoprotein C3,-1.288528319848968,0.3424088456791905,0.8650998688947181
KLRC4-KLRK1///KLRK1,KLRC4-KLRK1 readthrough///killer cell lectin like receptor K1,0.135194805758496,0.3754021407185668,0.8656118637783757
HMGCS1,3-hydroxy-3-methylglutaryl-CoA synthase 1,-0.18700814204243554,0.4387375172091186,0.8766510872382539
RGS12,regulator of G-protein signaling 12,0.013822992345942227,0.9061095252424463,0.9845457288503372
HSPB2,heat shock protein family B (small) member 2,0.3463630864562043,0.07238086959375775,0.8650998688947181
PCSK1,proprotein convertase subtilisin/kexin type 1,-0.4950674200675467,0.1554501049511916,0.8650998688947181
MYOM2,myomesin 2,0.446652665341979,0.21163734847547822,0.8650998688947181
CCK,cholecystokinin,0.13721268713149407,0.803209077897921,0.9610707116118101
MMP3,matrix metallopeptidase 3,0.2513239334654939,0.48757613867398497,0.8836724359136643
HSD17B1,hydroxysteroid 17-beta dehydrogenase 1,0.07446884380606471,0.8737411890048592,0.9799007198157335
CLGN,calmegin,0.02486534833164049,0.9519116217934775,0.9921490920614253
CD2,CD2 molecule,0.2021178305626787,0.44041011612391234,0.8769181247573226
CPA4,carboxypeptidase A4,0.01940486136737285,0.8987394068280692,0.98353666929726
PART1,prostate androgen-regulated transcript 1 (non-protein coding),-0.5918540803316115,0.29592104358119553,0.8650998688947181
PART1,prostate androgen-regulated transcript 1 (non-protein coding),-0.36597242759338355,0.1247775002252412,0.8650998688947181
YTHDC2,YTH domain containing 2,-0.0005960318369796136,0.9967674905832606,0.9993767015732681
YTHDC2,YTH domain containing 2,-0.29542287255357275,0.03898512339744886,0.8650998688947181
GYPA,glycophorin A (MNS blood group),0.03394733192333784,0.8963868468990464,0.9830752487072814
GYPA,glycophorin A (MNS blood group),-0.1524072401842829,0.6759551535320051,0.9322972311182671
TSPOAP1,TSPO associated protein 1,-0.1218588273201014,0.41468909727805114,0.8699255954162781
GH1,growth hormone 1,-0.16992500144231226,0.6654824804089972,0.930040121253319
JAK2,Janus kinase 2,0.36785556254877116,0.2315187204812597,0.8650998688947181
JAK2,Janus kinase 2,0.043705678890935726,0.8388582181677098,0.9718462550548199
CRAT,carnitine O-acetyltransferase,0.3277985920671205,0.3490867756730427,0.8650998688947181
VNN1,vanin 1,0.32919609535140154,0.5710026062372111,0.9034575676878646
CACNA1H,calcium voltage-gated channel subunit alpha1 H,-0.013805799525030589,0.9230962369403294,0.9870869169098981
PTPRB,"protein tyrosine phosphatase, receptor type B",0.08414425339479781,0.4119526491213693,0.8695040143984362
PRSS22,"protease, serine 22",0.0032013835684914656,0.9866660326882696,0.9978944752669904
GAS2,growth arrest specific 2,-0.14867726773827306,0.5937656740296338,0.9105325166548951
UQCRB,ubiquinol-cytochrome c reductase binding protein,0.028615871452720296,0.8656361628714413,0.9775871123521997
GABRB3,gamma-aminobutyric acid type A receptor beta3 subunit,0.3102651773617822,0.23980399431581043,0.8650998688947181
NME6,NME/NM23 nucleoside diphosphate kinase 6,0.23280959998707174,0.18371854138178265,0.8650998688947181
CDK5R2,cyclin dependent kinase 5 regulatory subunit 2,0.16195881214736932,0.6874340659957765,0.9351132267783941
ZBTB7B,zinc finger and BTB domain containing 7B,-0.12412131182918774,0.7061129116589131,0.9382393158919011
TULP3,tubby like protein 3,0.13055040575072951,0.4073794311663428,0.8695040143984362
ZNF197,zinc finger protein 197,-0.34181935601213587,0.12890766371601958,0.8650998688947181
SLC14A1,solute carrier family 14 member 1 (Kidd blood group),0.15329641046657033,0.29883935219505425,0.8650998688947181
SLC18A2,solute carrier family 18 member A2,0.7034945019925445,0.12530210866687988,0.8650998688947181
NGFR,nerve growth factor receptor,-0.3251683830013027,0.34628339234567374,0.8650998688947181
LY86,lymphocyte antigen 86,0.17464253310559288,0.1558176447435296,0.8650998688947181
FOLH1B///FOLH1,folate hydrolase 1B///folate hydrolase (prostate-specific membrane antigen) 1,-0.2527422865692205,0.4774352867710666,0.8828029738853655
SPIB,Spi-B transcription factor,-0.1498457920473504,0.6243231802388363,0.916647754420387
GREB1,growth regulation by estrogen in breast cancer 1,-1.1044547924691221,0.08485035463703394,0.8650998688947181
S100A12,S100 calcium binding protein A12,-0.5250249983467187,0.5982468551015481,0.9109990978570757
SLC7A4,solute carrier family 7 member 4,0.09149729552454583,0.6116704299275098,0.9128450488989713
ARID3A,AT-rich interaction domain 3A,0.052830544749032454,0.8234101859515248,0.9670060338249727
FCN3,ficolin 3,-0.3067563578990402,0.4302938891498431,0.8743793479886574
PTPN11,"protein tyrosine phosphatase, non-receptor type 11",0.2937385714336183,0.39070998708051696,0.8672904451442797
PTPN11,"protein tyrosine phosphatase, non-receptor type 11",-0.5918234147707907,0.029488241298263693,0.8650998688947181
PRSS2///PRSS1,"protease, serine 2///protease, serine 1",-0.10306304704623964,0.8156926734919936,0.963851329334038
BDKRB2,bradykinin receptor B2,-0.8843742272547113,0.07552056897628484,0.8650998688947181
PLGLB1///PLGLB2,plasminogen-like B1///plasminogen-like B2,-0.1337710019602779,0.6709820781046881,0.9317151029739323
PDE4DIP,phosphodiesterase 4D interacting protein,0.4838297897198594,0.36633456991558067,0.8650998688947181
PIGL,phosphatidylinositol glycan anchor biosynthesis class L,0.12043378634317277,0.5424738882722452,0.8987950938186393
ITPKA,inositol-trisphosphate 3-kinase A,-0.2585826212627092,0.4785700438874604,0.8828029738853655
ATRIP///TREX1,ATR interacting protein///three prime repair exonuclease 1,0.4658006129607304,0.23258069733722542,0.8650998688947181
LIFR,leukemia inhibitory factor receptor alpha,0.29194144074258277,0.1162488099220612,0.8650998688947181
ZC3H7B,zinc finger CCCH-type containing 7B,0.006441846057980606,0.9683599828814409,0.9939125978028959
POU6F1,POU class 6 homeobox 1,-0.1453197880728164,0.40569998104624916,0.8695040143984362
RET,ret proto-oncogene,-0.2104518093028089,0.4678322957660821,0.8809018961803992
PRKD1,protein kinase D1,-0.013444063162353366,0.9563500921980899,0.9926109710059745
ZNF74,zinc finger protein 74,-0.08065766334522499,0.7401594399592522,0.9453629626573753
ADD3,adducin 3,0.1681756622813961,0.40483812187325885,0.8695040143984362
ZBTB16,zinc finger and BTB domain containing 16,0.21094444477565166,0.38722427908629653,0.8672904451442797
ITGA4,integrin subunit alpha 4,-0.3409460259115008,0.42247440865735886,0.8719496481093751
ITGA4,integrin subunit alpha 4,-0.14784546797139372,0.6170750303747312,0.9147190441255864
REG1B,regenerating family member 1 beta,-0.5920838771168201,0.2629431316898748,0.8650998688947181
MSH3,mutS homolog 3,0.08460444936424173,0.7719161121763066,0.9535835021735867
JAKMIP2,janus kinase and microtubule interacting protein 2,-0.5456352187155077,0.007280578840682517,0.8650998688947181
JAKMIP2,janus kinase and microtubule interacting protein 2,0.32279008374816903,0.19006676917665172,0.8650998688947181
UBD///GABBR1,ubiquitin D///gamma-aminobutyric acid type B receptor subunit 1,-0.5849625007211563,0.1414700866403068,0.8650998688947181
ADORA2B,adenosine A2b receptor,-0.4506160633434276,0.03358022613429995,0.8650998688947181
FABP1,fatty acid binding protein 1,-0.4138505843284017,0.32187009819935786,0.8650998688947181
NLGN1,neuroligin 1,0.22991009119286132,0.15891005745891587,0.8650998688947181
