probe_id,GSM114834,GSM114840,GSM114841,GSM114842,GSM114843,GSM114844,GSM114845,GSM114846,GSM114847,GSM114848,GSM114849,GSM114850,GSM114851,GSM114852,GSM114853,GSM114854,GSM114855,gene_symbol,gene_title
207605_x_at,80.0,81.8,115.6,94.0,95.5,111.7,66.5,82.6,80.4,106.3,108.9,102.4,107.5,106.1,102.3,130.0,45.2,ZNF117,zinc finger protein 117
207606_s_at,89.1,80.5,106.2,77.0,51.1,64.0,32.8,38.8,37.9,83.3,71.6,60.7,57.0,64.5,52.6,57.8,28.3,ARHGAP12,Rho GTPase activating protein 12
207607_at,0.5,0.2,0.6,0.2,0.4,0.6,1.9,0.4,0.4,0.6,0.2,0.3,0.2,0.1,0.1,0.1,0.3,ASCL2,achaete-scute family bHLH transcription factor 2
207608_x_at,57.1,55.0,79.5,96.5,85.1,96.3,81.6,75.4,62.7,103.8,65.4,116.1,43.4,92.4,108.7,102.5,85.1,CYP1A2,cytochrome P450 family 1 subfamily A member 2
207609_s_at,3.9,10.1,3.6,10.2,8.7,12.3,27.5,4.6,2.6,12.6,19.0,1.5,4.9,4.0,5.9,4.5,5.7,CYP1A2,cytochrome P450 family 1 subfamily A member 2
207610_s_at,13.7,22.6,21.2,16.5,88.4,27.1,141.6,76.6,66.5,29.6,21.3,9.4,26.2,17.8,26.0,29.9,74.2,ADGRE2,adhesion G protein-coupled receptor E2
207611_at,2.0,7.1,3.6,3.0,6.4,3.5,6.3,2.6,2.3,2.1,2.5,16.2,2.3,7.1,10.0,4.5,7.3,HIST1H2BL,"histone cluster 1, H2bl"
207612_at,1.1,2.1,4.5,3.4,2.3,1.4,14.7,1.1,2.7,2.9,2.2,3.0,3.3,3.1,3.0,2.7,2.5,WNT8B,Wnt family member 8B
207613_s_at,2.4,2.0,2.4,2.9,4.2,5.4,13.2,7.3,2.5,10.4,3.9,1.2,2.8,3.5,1.9,3.6,3.4,CAMK2A,calcium/calmodulin dependent protein kinase II alpha
207614_s_at,136.6,120.9,122.9,130.4,137.6,119.1,133.2,162.8,140.7,122.6,132.6,119.4,163.2,104.8,109.5,104.5,104.9,CUL1,cullin 1
207615_s_at,4.8,8.3,15.3,5.6,8.8,3.6,26.6,4.0,4.5,5.3,6.2,15.0,4.2,3.7,3.7,17.5,5.1,GAS8-AS1,GAS8 antisense RNA 1
207616_s_at,323.6,283.3,219.9,280.5,246.7,235.4,276.9,251.2,291.6,212.4,258.2,241.6,337.0,221.4,328.2,258.0,262.4,TANK,TRAF family member associated NFKB activator
207617_at,1.0,8.8,12.6,2.1,8.9,7.8,59.0,7.1,9.2,4.6,2.0,1.8,7.0,1.9,3.6,3.0,2.4,DDX3X,"DEAD-box helicase 3, X-linked"
207618_s_at,120.9,126.7,179.9,114.0,127.6,166.9,119.0,90.3,134.5,139.7,134.6,103.2,130.6,137.0,102.9,93.7,117.2,BCS1L,"BCS1 homolog, ubiquinol-cytochrome c reductase complex chaperone"
207619_at,2.5,2.4,4.0,3.4,0.9,2.4,5.3,3.8,0.7,1.5,1.7,2.8,4.4,3.8,4.6,1.5,4.0,HCRTR1,hypocretin receptor 1
207620_s_at,33.8,26.1,3.8,26.5,6.3,6.5,18.9,22.2,3.2,5.1,31.2,24.6,28.0,25.5,4.8,5.7,4.6,CASK,calcium/calmodulin dependent serine protein kinase
207621_s_at,97.4,87.9,51.1,149.0,59.5,112.5,88.1,121.9,124.9,76.1,86.4,62.5,122.8,83.3,84.6,108.9,236.7,PEMT,phosphatidylethanolamine N-methyltransferase
207622_s_at,32.8,35.8,35.7,27.1,45.1,40.7,57.8,55.8,43.7,45.4,35.6,34.3,37.3,40.0,20.6,30.2,54.9,ABCF2,ATP binding cassette subfamily F member 2
207623_at,3.4,14.1,11.5,2.5,10.1,10.9,10.1,15.6,3.4,5.2,12.4,1.9,9.3,14.3,10.4,6.5,10.0,ABCF2,ATP binding cassette subfamily F member 2
207624_s_at,20.0,25.9,32.9,31.0,46.3,53.4,52.8,50.5,47.6,33.2,29.5,44.6,41.4,37.9,31.4,29.3,57.9,RPGR,retinitis pigmentosa GTPase regulator
207625_s_at,56.6,84.9,48.8,71.0,47.8,83.7,14.5,13.9,51.3,79.4,64.5,64.5,12.0,7.9,88.3,86.6,9.0,CBFA2T2,CBFA2/RUNX1 translocation partner 2
207626_s_at,17.5,2.8,25.0,2.2,6.2,21.5,42.4,26.2,9.3,14.6,17.8,5.6,4.3,2.7,2.8,7.2,3.4,SLC7A2,solute carrier family 7 member 2
207627_s_at,59.3,58.4,56.5,68.7,38.7,66.4,31.8,49.4,46.1,47.0,59.1,39.7,80.3,48.9,41.6,44.3,31.9,TFCP2,transcription factor CP2
207628_s_at,170.0,182.5,185.8,197.7,167.1,162.6,180.1,184.1,148.1,189.7,153.0,163.1,201.3,185.2,212.9,130.8,183.2,WBSCR22,Williams-Beuren syndrome chromosome region 22
207629_s_at,70.1,73.3,79.3,71.3,106.4,80.2,74.5,61.9,62.4,97.3,107.5,120.6,75.0,78.9,120.9,105.3,104.3,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2
207630_s_at,90.5,71.1,112.8,97.0,245.2,112.1,408.2,525.8,388.7,109.2,84.5,85.5,122.7,91.6,119.7,185.7,220.3,CREM,cAMP responsive element modulator
207631_at,2.4,2.4,2.5,2.4,2.9,1.4,6.7,1.4,0.8,3.8,1.5,1.7,1.8,1.2,2.0,2.1,1.3,NBR2,neighbor of BRCA1 gene 2 (non-protein coding)
207632_at,4.8,4.2,8.0,2.0,8.6,2.5,11.7,4.9,9.3,1.5,1.1,5.2,1.0,2.2,1.8,9.2,17.7,MUSK,muscle associated receptor tyrosine kinase
207633_s_at,11.3,9.0,16.3,11.8,26.4,21.7,10.6,16.6,14.4,18.2,18.1,4.8,13.6,12.1,15.1,14.3,17.9,MUSK,muscle associated receptor tyrosine kinase
207634_at,21.8,21.6,22.4,40.9,40.3,27.5,41.6,36.5,59.3,30.9,20.7,6.8,24.5,15.5,18.3,15.0,23.3,PDCD1,programmed cell death 1
207635_s_at,2.3,1.6,2.7,1.7,7.8,1.9,9.8,2.3,2.1,1.2,2.2,1.9,1.8,2.1,1.3,1.6,1.4,KCNH1,potassium voltage-gated channel subfamily H member 1
207636_at,20.4,20.7,28.5,24.8,35.7,41.0,45.1,19.2,21.0,33.6,19.6,26.2,29.4,20.2,22.1,22.5,28.6,SERPINI2,serpin family I member 2
207637_at,3.1,2.8,4.2,4.0,5.2,5.0,11.5,3.5,2.7,4.4,2.6,4.3,5.6,4.6,4.0,4.3,5.3,WSCD2,WSC domain containing 2
207638_at,1.8,2.2,3.9,11.2,5.4,6.9,1.7,7.0,9.4,6.8,4.2,8.7,3.8,6.0,2.2,12.9,14.4,TMPRSS15,"transmembrane protease, serine 15"
207639_at,4.0,7.2,4.1,3.6,4.4,5.2,26.4,2.8,3.6,3.8,2.7,3.5,4.1,3.1,6.2,4.9,4.2,FZD9,frizzled class receptor 9
207640_x_at,1.1,1.4,2.3,1.3,1.4,2.0,7.1,1.4,0.8,2.0,1.5,0.8,1.1,1.2,0.6,0.7,1.0,NTN3,netrin 3
207641_at,21.4,14.9,22.1,29.3,31.8,30.2,7.4,5.9,35.9,27.2,35.7,36.8,21.6,32.7,22.3,33.4,42.3,TNFRSF13B,TNF receptor superfamily member 13B
207642_at,21.9,23.6,26.9,24.0,42.0,45.2,43.0,31.3,33.5,28.4,13.4,17.8,29.8,13.8,19.3,28.1,26.2,HCRT,hypocretin neuropeptide precursor
207643_s_at,349.4,378.7,388.4,377.7,443.8,280.6,374.0,423.9,375.9,336.7,519.3,395.0,338.2,454.4,401.5,435.3,509.6,TNFRSF1A,TNF receptor superfamily member 1A
207644_at,2.1,11.3,8.8,11.0,29.5,13.1,13.9,10.2,13.4,7.6,16.5,7.1,11.7,19.2,14.0,9.9,25.0,FOXH1,forkhead box H1
207645_s_at,22.5,3.7,7.1,10.5,1.5,3.5,4.8,17.0,12.3,1.7,11.3,4.6,14.7,2.2,2.4,2.7,3.4,CHD1L,chromodomain helicase DNA binding protein 1 like
207646_s_at,16.5,24.6,35.3,25.4,36.7,31.8,69.6,37.4,42.6,32.1,14.7,6.2,23.5,9.2,47.0,51.4,45.1,CDY1B///CDY2B///CDY2A///CDY1,chromodomain Y-linked 1B///chromodomain Y-linked 2B///chromodomain Y-linked 2A///chromodomain Y-linked 1
207647_at,5.9,2.8,3.8,1.3,2.1,0.8,8.6,2.5,2.8,6.3,1.6,1.7,3.0,3.3,1.9,3.7,1.3,CDY1,chromodomain Y-linked 1
207648_at,51.7,17.6,54.0,31.8,23.4,17.2,18.6,11.4,33.7,43.0,12.7,19.1,14.2,34.8,28.0,27.0,26.9,DRP2,dystrophin related protein 2
207649_at,20.4,27.7,43.0,30.8,49.3,46.4,65.7,31.1,40.4,41.7,24.5,26.1,34.4,26.3,34.9,33.5,30.2,KRT37,keratin 37
207650_x_at,4.3,4.3,7.3,5.1,7.4,6.7,16.6,5.7,5.5,6.6,6.1,4.3,5.8,6.8,5.0,5.1,5.9,PTGER1,prostaglandin E receptor 1
207651_at,17.6,26.2,3.2,8.4,37.7,21.3,37.2,42.6,25.8,5.6,18.9,16.1,12.4,10.0,11.0,5.7,6.7,GPR171,G protein-coupled receptor 171
207652_s_at,35.7,54.9,41.9,33.9,55.6,38.0,73.7,29.3,35.3,28.6,35.2,20.8,29.4,45.9,50.4,39.1,33.1,CMKLR1,chemerin chemokine-like receptor 1
207653_at,11.8,3.3,17.9,10.2,10.1,14.3,23.1,7.2,9.1,10.5,10.1,11.6,10.6,10.2,13.1,12.8,7.5,FOXD2,forkhead box D2
207654_x_at,86.3,69.2,70.8,92.5,44.7,77.7,83.8,88.3,78.4,67.0,78.4,74.5,65.1,68.7,91.1,88.3,91.9,DR1,down-regulator of transcription 1
207655_s_at,79.6,108.7,86.8,92.6,31.6,52.4,22.2,25.7,30.4,77.0,73.7,42.5,57.4,57.6,49.4,40.8,28.0,BLNK,B-cell linker
207656_s_at,2.6,2.7,11.6,4.5,6.0,6.3,14.9,2.8,2.5,5.4,4.0,2.4,2.4,3.1,3.2,9.6,4.6,ACOX1,acyl-CoA oxidase 1
207657_x_at,390.7,471.7,418.3,442.5,248.8,227.4,233.7,326.8,316.6,414.9,324.1,413.3,270.4,415.7,388.7,301.2,320.3,TNPO1,transportin 1
207658_s_at,4.8,6.3,7.8,15.0,9.8,8.9,9.6,3.9,7.9,10.1,6.1,6.6,5.9,6.9,7.9,6.5,8.5,FOXG1,forkhead box G1
207659_s_at,21.6,25.1,16.7,18.5,36.5,34.9,66.1,15.8,27.1,27.4,22.8,11.3,23.5,21.0,27.7,25.6,19.0,MOBP,myelin-associated oligodendrocyte basic protein
207660_at,35.5,40.4,42.9,69.1,51.3,51.0,59.9,31.8,36.6,56.5,44.3,41.0,40.9,46.9,42.1,62.9,39.2,DMD,dystrophin
207661_s_at,19.1,17.6,44.7,10.8,30.7,17.0,20.5,37.8,26.1,24.8,30.0,22.2,11.3,19.2,22.4,18.2,27.8,SH3PXD2A,SH3 and PX domains 2A
207662_at,11.6,4.6,20.6,15.1,17.6,10.1,20.1,9.8,11.8,11.3,3.2,1.1,9.8,7.0,14.2,17.7,11.6,TBX1,T-box 1
207663_x_at,25.4,16.3,10.8,9.3,27.8,13.3,51.1,20.2,17.5,21.1,17.3,4.3,4.8,17.1,5.1,4.3,31.1,GAGE3,G antigen 3
207664_at,4.0,0.4,0.8,0.6,1.0,1.1,3.5,0.8,3.1,0.6,0.7,0.3,1.3,0.5,0.5,1.5,1.1,ADAM2,ADAM metallopeptidase domain 2
207665_at,34.3,35.7,51.8,43.2,53.9,57.4,64.5,63.2,45.8,44.6,25.3,50.7,51.2,56.1,52.7,51.7,41.4,ADAM21,ADAM metallopeptidase domain 21
207666_x_at,17.3,22.8,4.5,18.7,32.9,29.1,12.0,10.8,28.2,31.8,27.1,24.7,20.9,13.7,16.4,35.9,26.7,SSX3,SSX family member 3
207667_s_at,63.7,61.8,48.7,71.8,145.1,149.1,140.9,158.4,157.2,80.3,62.5,82.3,60.5,77.0,126.6,121.4,204.6,LOC100996792///MAP2K3,dual specificity mitogen-activated protein kinase kinase 3///mitogen-activated protein kinase kinase 3
207668_x_at,703.2,402.6,653.8,616.4,284.5,698.0,390.5,543.4,581.5,511.5,734.4,478.5,700.9,578.6,528.5,599.6,514.7,PDIA6,protein disulfide isomerase family A member 6
207669_at,2.3,4.0,12.2,2.9,3.8,3.7,10.5,4.5,5.3,4.0,4.7,4.7,3.3,4.9,5.0,4.3,7.1,KRT83,keratin 83
207670_at,21.0,23.8,22.1,46.6,58.3,54.7,14.1,23.2,48.1,47.2,54.3,25.9,36.8,40.5,30.6,32.6,30.3,KRT85,keratin 85
207671_s_at,15.7,15.1,18.1,20.2,27.5,20.7,59.1,26.4,14.7,13.4,22.8,17.0,30.8,9.7,4.9,19.9,26.5,BEST1,bestrophin 1
207672_at,1.0,1.5,1.2,1.2,1.3,1.4,4.0,1.1,1.2,1.0,1.3,0.9,0.9,1.0,0.6,1.8,1.4,RFX4,regulatory factor X4
207673_at,1.5,2.7,4.8,3.0,3.0,4.1,8.7,1.9,1.6,6.9,3.1,1.5,1.9,1.9,2.5,2.9,4.4,NPHS1,"NPHS1, nephrin"
207674_at,6.7,5.4,12.0,14.4,64.5,18.9,56.5,50.0,96.6,16.1,11.8,9.0,8.4,12.6,15.3,13.8,83.7,FCAR,Fc fragment of IgA receptor
207675_x_at,35.0,23.9,29.8,33.2,49.7,35.2,38.0,24.6,37.6,46.1,29.0,23.5,27.1,14.8,25.6,36.6,36.8,ARTN,artemin
207676_at,25.8,12.7,10.5,11.6,18.7,7.2,35.8,13.2,14.4,9.5,12.5,15.1,21.9,14.3,19.1,18.0,26.3,ONECUT2,one cut homeobox 2
207677_s_at,58.7,64.3,44.9,62.3,145.9,32.7,90.2,74.5,71.0,56.6,51.2,43.2,66.2,45.3,42.3,34.2,90.1,NCF4,neutrophil cytosolic factor 4
207678_s_at,2.9,1.3,6.6,10.0,6.6,4.9,7.5,1.2,0.8,2.2,2.4,1.3,0.7,4.5,0.7,2.5,1.1,SOX30,SRY-box 30
207679_at,1.1,5.0,8.0,2.3,18.9,10.9,6.2,1.5,1.0,3.7,9.9,7.2,5.6,8.2,8.0,15.9,12.1,PAX3,paired box 3
207680_x_at,11.2,19.2,26.9,18.9,27.1,19.4,21.1,16.2,24.9,22.7,3.7,10.5,16.4,1.1,8.8,20.4,6.6,PAX3,paired box 3
207681_at,22.8,34.4,11.8,7.5,10.4,10.6,34.1,5.3,12.3,7.6,10.9,7.1,8.1,35.4,6.5,8.8,6.7,CXCR3,C-X-C motif chemokine receptor 3
207682_s_at,4.7,2.2,3.0,1.3,4.9,1.4,18.3,5.8,6.7,3.9,9.6,5.0,13.3,5.6,3.1,13.7,4.4,KIF25,kinesin family member 25
207683_at,2.7,2.7,5.4,2.1,4.3,3.2,7.6,1.8,4.7,3.8,3.2,2.0,2.1,4.7,3.8,3.3,3.0,FOXN1,forkhead box N1
207684_at,43.2,38.7,65.2,42.8,70.7,69.2,39.8,54.1,49.4,62.2,51.1,52.6,42.4,49.5,42.4,37.5,46.3,TBX6,T-box 6
207685_at,1.6,1.3,2.2,1.7,2.2,1.8,10.1,1.9,1.9,2.0,1.6,1.8,1.6,1.9,1.8,1.7,2.3,CRYBB3,crystallin beta B3
207686_s_at,43.4,37.0,20.5,28.3,45.2,36.8,61.5,40.1,22.2,23.2,31.7,29.1,21.9,39.3,28.9,36.6,48.1,CASP8,caspase 8
207687_at,42.2,58.3,49.6,45.9,78.2,81.7,36.6,57.1,71.1,69.9,54.4,90.6,51.7,80.0,59.0,82.0,78.3,INHBC,inhibin beta C subunit
207688_s_at,27.3,29.4,37.0,28.6,36.1,37.2,24.4,38.1,31.5,41.1,56.5,42.9,22.3,25.9,29.9,44.1,34.6,INHBC,inhibin beta C subunit
207689_at,19.6,25.2,25.1,25.1,41.2,35.8,74.2,23.5,22.8,42.2,31.4,34.8,30.3,24.9,34.3,25.1,33.7,TBX10,T-box 10
207690_at,9.3,21.7,26.0,7.2,24.0,21.4,17.8,12.1,35.4,28.4,24.1,3.9,23.5,4.8,7.8,16.0,4.4,ALX3,ALX homeobox 3
207691_x_at,66.5,87.6,107.2,55.8,83.1,74.4,92.4,91.5,58.8,64.3,75.6,49.0,58.0,47.4,42.1,54.4,87.1,ENTPD1,ectonucleoside triphosphate diphosphohydrolase 1
207692_s_at,31.1,21.9,43.7,24.9,43.2,55.6,23.2,35.2,56.1,54.2,40.4,43.3,34.4,21.4,28.5,32.5,37.9,ACAN,aggrecan
207693_at,12.9,5.9,3.9,7.9,7.1,31.6,23.5,9.2,6.6,5.7,4.9,5.5,6.6,8.6,4.6,9.1,11.4,CACNB4,calcium voltage-gated channel auxiliary subunit beta 4
207694_at,9.6,2.2,20.5,11.1,18.8,27.3,17.7,14.0,12.1,23.9,10.1,6.0,11.9,5.4,7.5,7.7,9.4,POU3F4,POU class 3 homeobox 4
207695_s_at,30.1,31.8,24.4,34.1,43.7,48.0,49.2,71.4,33.1,45.4,54.4,52.2,48.5,34.3,27.5,47.4,43.7,IGSF1,immunoglobulin superfamily member 1
207696_at,0.3,0.5,0.4,0.6,0.4,0.4,3.4,0.9,0.5,0.5,0.2,0.5,1.2,0.8,0.4,0.6,0.4,FUT9,fucosyltransferase 9
207697_x_at,82.7,80.8,56.3,73.5,128.5,43.9,216.4,147.1,71.7,94.8,63.4,49.1,54.8,84.5,80.9,63.5,131.0,LILRB2,leukocyte immunoglobulin like receptor B2
207698_at,5.5,35.3,24.5,28.5,43.7,7.4,15.7,22.3,39.3,39.4,28.8,29.2,27.0,29.2,31.9,38.4,26.4,LINC01558,long intergenic non-protein coding RNA 1558
207699_at,24.9,27.1,36.9,43.7,37.5,32.7,21.7,41.8,52.0,30.1,30.8,31.5,47.5,29.1,30.3,41.3,29.9,ZFHX2,zinc finger homeobox 2
207700_s_at,163.7,190.2,139.8,153.7,129.9,110.4,96.4,128.5,94.7,140.0,111.1,183.4,132.5,151.1,136.4,140.7,108.0,NCOA3,nuclear receptor coactivator 3
207701_at,41.3,39.2,84.1,45.6,83.6,92.7,67.3,48.8,52.0,71.7,49.2,48.3,55.6,43.6,49.4,53.4,54.0,C22orf24,chromosome 22 open reading frame 24
207702_s_at,4.4,2.4,1.2,2.7,2.0,1.4,5.5,1.1,3.2,1.7,3.1,2.5,2.5,2.1,7.9,1.8,3.5,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2"
207703_at,5.0,1.5,1.9,11.4,10.4,1.7,2.8,5.0,7.5,0.9,1.8,0.4,8.7,1.3,0.6,1.0,1.3,NLGN4Y,"neuroligin 4, Y-linked"
207704_s_at,50.3,57.2,60.7,35.6,66.5,51.8,89.5,44.1,27.8,55.6,51.4,41.8,31.4,44.6,42.0,28.7,82.9,GAS7,growth arrest specific 7
207705_s_at,92.0,109.1,164.8,79.5,81.2,91.7,82.0,47.6,55.4,130.5,116.7,94.9,85.8,103.5,69.8,79.5,58.9,NINL,ninein like
207706_at,0.9,5.7,10.7,5.8,2.3,4.6,3.5,3.4,1.7,3.1,4.9,1.2,6.7,1.1,4.3,10.7,12.5,USH2A,usherin
207707_s_at,306.8,217.1,396.5,303.2,231.0,350.5,334.8,285.2,298.5,261.5,264.9,320.2,276.8,323.2,305.8,218.5,277.9,SEC13,"SEC13 homolog, nuclear pore and COPII coat complex component"
207708_at,44.6,50.9,73.0,66.1,98.4,96.9,144.9,52.5,66.6,86.9,71.1,63.2,72.2,64.8,87.0,83.4,85.5,ALOXE3,arachidonate lipoxygenase 3
207709_at,20.0,12.3,17.3,14.6,12.3,13.8,31.6,15.4,10.6,20.1,7.7,5.5,10.5,10.0,13.4,3.5,18.4,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2
207710_at,8.9,9.5,8.1,3.0,17.7,12.5,14.7,14.8,2.9,16.5,8.2,9.2,2.6,2.3,2.8,14.5,3.5,LCE2B,late cornified envelope 2B
207711_at,26.1,38.8,81.2,52.0,35.5,39.4,6.4,24.4,22.6,58.8,42.1,51.0,55.4,53.4,27.2,49.8,36.6,SOGA1,"suppressor of glucose, autophagy associated 1"
207712_at,4.9,4.3,6.7,11.2,5.6,6.1,3.6,2.3,9.7,0.8,2.3,1.9,9.1,2.8,2.7,4.9,0.8,BAGE,B melanoma antigen
207713_s_at,60.7,45.1,55.5,57.7,38.3,65.8,32.2,50.1,71.4,76.2,86.0,72.8,56.5,86.8,60.5,68.1,73.6,RBCK1,RANBP2-type and C3HC4-type zinc finger containing 1
207714_s_at,257.4,318.5,659.1,162.4,178.4,155.2,103.8,227.2,187.8,185.6,294.8,318.9,249.2,323.4,440.2,305.5,375.1,SERPINH1,serpin family H member 1
207715_at,17.5,9.4,11.1,14.3,15.9,13.0,9.0,16.8,11.9,4.5,1.7,9.1,6.0,11.1,9.7,15.0,3.6,CRYGB,crystallin gamma B
207716_at,34.0,39.0,41.8,45.9,71.8,66.8,74.8,41.8,46.8,63.8,27.9,36.0,32.5,49.3,47.3,45.9,54.2,KRT38,keratin 38
207717_s_at,25.2,31.3,22.3,28.0,35.2,46.8,7.3,11.3,11.6,32.5,35.8,29.0,22.6,30.5,21.3,33.1,13.3,PKP2,plakophilin 2
207718_x_at,48.2,53.3,56.3,66.0,82.1,75.1,32.6,60.6,60.5,84.9,50.5,61.4,65.4,48.6,71.4,70.5,69.7,CYP2A7,cytochrome P450 family 2 subfamily A member 7
207719_x_at,200.0,229.2,237.4,228.2,188.6,196.3,150.7,192.5,191.2,258.0,241.8,246.7,155.1,241.9,235.8,248.5,198.1,CEP170P1///CEP170,centrosomal protein 170 pseudogene 1///centrosomal protein 170
207720_at,2.4,7.1,8.9,4.8,11.9,4.9,23.3,8.3,8.4,6.3,6.4,3.5,3.5,4.0,4.0,4.6,3.6,LOR,loricrin
207721_x_at,814.0,685.2,598.7,647.6,472.5,410.9,401.3,576.6,599.2,474.0,595.5,561.7,649.5,733.5,591.7,560.8,546.7,HINT1,histidine triad nucleotide binding protein 1
207722_s_at,26.1,47.4,35.6,38.4,9.5,16.1,13.6,10.1,23.6,48.7,77.7,93.9,22.6,140.3,133.3,91.4,61.4,BTBD2,BTB domain containing 2
207723_s_at,9.1,5.2,9.9,14.7,8.0,6.6,5.2,7.9,5.9,3.9,7.2,4.8,2.2,3.6,5.7,2.1,3.0,KLRC3,killer cell lectin like receptor C3
207724_s_at,21.6,23.4,28.4,16.7,24.3,31.5,29.6,21.1,24.6,23.5,31.2,14.2,27.6,21.0,22.4,20.6,22.1,SPAST,spastin
207725_at,15.6,24.7,25.5,31.3,36.9,25.6,44.7,17.3,20.7,28.8,18.9,16.1,19.6,19.4,23.1,25.3,32.7,POU4F2,POU class 4 homeobox 2
207726_at,4.0,6.1,3.2,2.1,6.9,6.9,7.3,2.4,7.0,7.2,2.9,1.9,3.1,1.5,3.7,2.7,3.0,ESRRB,estrogen related receptor beta
207727_s_at,64.4,80.2,77.7,82.7,51.6,82.1,113.1,66.3,64.8,80.6,91.5,84.9,72.1,99.5,57.4,96.8,85.2,MUTYH,mutY DNA glycosylase
207728_at,13.0,16.8,30.4,17.9,20.5,16.4,19.4,17.6,12.8,28.9,21.1,12.8,17.6,18.0,15.5,14.5,12.0,ATF7IP,activating transcription factor 7 interacting protein
207729_at,18.3,11.4,20.9,15.5,15.2,20.1,26.0,13.1,17.1,18.1,7.7,21.2,8.1,7.1,18.9,17.2,4.5,CDH9,cadherin 9
207730_x_at,137.4,151.4,266.3,236.9,261.9,216.5,212.8,221.1,164.5,382.9,258.9,240.4,258.2,229.9,88.8,232.9,216.6,,
207731_at,15.6,2.4,3.4,2.5,3.0,15.9,14.2,2.1,2.5,8.6,2.3,2.0,1.6,1.7,4.6,9.6,3.9,,
207732_s_at,21.5,29.7,39.8,28.0,52.5,49.0,45.0,44.4,31.7,37.2,38.4,29.2,23.9,32.4,22.2,40.2,34.4,DLG3,discs large MAGUK scaffold protein 3
207733_x_at,42.2,43.2,52.6,59.6,93.1,94.3,67.6,43.9,78.7,82.2,29.4,69.6,59.6,78.5,90.7,103.7,52.6,PSG9,pregnancy specific beta-1-glycoprotein 9
207734_at,29.8,33.6,49.1,44.8,60.7,40.5,59.9,50.7,43.2,43.7,49.0,33.9,50.0,51.5,30.5,47.9,46.5,LAX1,lymphocyte transmembrane adaptor 1
207735_at,17.5,12.5,10.6,27.7,25.2,35.8,7.5,19.4,22.0,33.4,31.9,26.3,13.4,35.3,14.4,45.5,29.6,RNF125,ring finger protein 125
207736_s_at,1.1,0.7,1.4,0.7,0.9,0.6,6.3,0.6,1.2,1.7,0.7,1.0,2.5,1.1,1.3,1.3,2.7,TNP2,transition protein 2
207737_at,8.6,5.6,13.7,13.0,20.1,10.4,9.6,20.1,21.8,9.5,20.3,24.8,16.2,12.6,7.3,15.4,23.1,,
207738_s_at,395.5,381.1,352.4,439.3,390.0,237.8,180.3,195.9,221.0,420.7,364.8,387.2,353.0,392.4,366.5,326.8,209.1,NCKAP1,NCK associated protein 1
207739_s_at,10.5,6.3,11.6,2.5,14.3,0.9,17.0,5.3,4.1,2.7,1.2,1.2,2.7,2.3,1.1,2.9,4.3,GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE3///GAGE2C///GAGE1,G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2B///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 3///G antigen 2C///G antigen 1
207740_s_at,19.5,25.7,27.5,20.8,36.6,43.4,45.0,19.5,28.6,31.3,30.8,28.8,25.9,39.7,30.3,29.0,34.9,NUP62,nucleoporin 62
207741_x_at,114.0,131.4,348.3,73.1,156.8,218.2,193.0,146.2,96.9,254.9,112.9,117.1,118.7,227.1,122.3,78.5,99.6,TPSAB1,tryptase alpha/beta 1
207742_s_at,8.1,13.4,18.0,10.5,34.1,23.1,79.7,10.7,21.3,13.6,9.4,14.6,10.1,15.5,16.1,16.9,15.7,NR6A1,nuclear receptor subfamily 6 group A member 1
207743_at,3.9,2.5,4.8,2.9,6.3,6.2,15.7,5.9,3.9,3.8,5.7,2.7,3.7,5.4,2.9,5.4,5.1,,
207744_at,0.1,0.8,0.5,3.7,0.5,0.2,3.4,6.3,1.6,0.7,0.2,0.2,0.3,0.7,0.2,0.6,0.5,,
207745_at,1.6,0.7,3.8,1.6,1.9,1.4,7.1,1.4,5.7,4.0,1.2,1.6,2.0,1.3,0.8,2.7,1.9,CABP2,calcium binding protein 2
207746_at,20.8,14.6,26.5,28.0,32.7,28.4,58.3,19.2,23.5,33.7,19.6,26.4,24.9,23.7,30.3,29.2,37.2,POLQ,DNA polymerase theta
207747_s_at,31.9,13.1,5.3,3.6,36.3,41.0,24.3,18.5,29.1,20.9,6.5,31.7,34.5,34.5,32.2,22.0,21.2,DOK4,docking protein 4
207748_at,15.1,17.6,4.5,6.9,23.4,13.8,35.5,6.7,2.6,8.9,10.4,3.2,14.3,3.1,4.0,6.9,3.9,,
207749_s_at,94.3,71.8,94.7,82.1,91.5,113.5,140.0,91.9,78.2,94.5,89.7,105.9,73.9,70.7,146.5,136.4,102.8,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha
