Pathway,NES,FDR_q_val,Gene
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,IFNGR2
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,PF4
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,CSF2
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,STAM2
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,PTPN1
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,PIM1
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,CXCL13
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,IL6
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,IL7
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,IL3RA
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,IRF1
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,TGFB1
IL-6/JAK/STAT3 Signaling,-1.6721852335652014,0.011353647817169646,PIK3R5
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CFLAR
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CD44
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CSF1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TNC
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,SPSB1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,LIF
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,EDN1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TNIP2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,NFKB2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,HES1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,SERPINB2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,DUSP4
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,GADD45A
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,GEM
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,INHBA
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,NFKBIE
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,SPHK1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,RCAN1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,ICOSLG
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PANX1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PLAU
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TNFAIP6
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CCL2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,JAG1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,REL
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CXCL10
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,HBEGF
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,SNN
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PHLDA2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,SERPINB8
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,FOSL1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,ICAM1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PTGER4
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CXCL3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CXCL1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,IER3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TGIF1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,GFPT2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PTX3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,GADD45B
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,SDC4
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,F2RL1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,RIPK2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,NR4A3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,EHD1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PLEK
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,FOSL2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,GCH1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,NFKB1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,OLR1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,RELB
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PLK2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,VEGFA
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,LDLR
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PLAUR
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,BTG3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,FJX1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PDE4B
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,EIF1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,KDM6B
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,RNF19B
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,BIRC3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,IL1B
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TSC22D1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,NINJ1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TNFRSF9
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,DRAM1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,MCL1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CXCL2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TLR2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CXCL6
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,IL12B
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,SERPINE1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PTGS2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PHLDA1
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,RELA
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CD83
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,NR4A2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,ID2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,DUSP2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,SLC2A6
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,MAP3K8
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TNF
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,DUSP5
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,NAMPT
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,KYNU
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,IFNGR2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,ETS2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,LAMB3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,KLF10
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TNFAIP3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,CSF2
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,TRIP10
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,PDLIM5
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,NFIL3
TNF-alpha Signaling via NF-kB,-1.682691208529944,0.015138197089559527,B4GALT5
UV Response Dn,1.5019572848758722,0.01915563957151859,NR1D2
UV Response Dn,1.5019572848758722,0.01915563957151859,CELF2
UV Response Dn,1.5019572848758722,0.01915563957151859,VLDLR
UV Response Dn,1.5019572848758722,0.01915563957151859,TGFBR3
UV Response Dn,1.5019572848758722,0.01915563957151859,SMAD3
UV Response Dn,1.5019572848758722,0.01915563957151859,ATRX
UV Response Dn,1.5019572848758722,0.01915563957151859,NIPBL
UV Response Dn,1.5019572848758722,0.01915563957151859,CDK13
UV Response Dn,1.5019572848758722,0.01915563957151859,NEK7
UV Response Dn,1.5019572848758722,0.01915563957151859,FYN
UV Response Dn,1.5019572848758722,0.01915563957151859,ATP2C1
UV Response Dn,1.5019572848758722,0.01915563957151859,BMPR1A
UV Response Dn,1.5019572848758722,0.01915563957151859,CAV1
UV Response Dn,1.5019572848758722,0.01915563957151859,TJP1
UV Response Dn,1.5019572848758722,0.01915563957151859,NFIB
UV Response Dn,1.5019572848758722,0.01915563957151859,MRPS31
UV Response Dn,1.5019572848758722,0.01915563957151859,PTPN21
UV Response Dn,1.5019572848758722,0.01915563957151859,CAP2
UV Response Dn,1.5019572848758722,0.01915563957151859,CDC42BPA
UV Response Dn,1.5019572848758722,0.01915563957151859,MAP1B
UV Response Dn,1.5019572848758722,0.01915563957151859,PHF3
UV Response Dn,1.5019572848758722,0.01915563957151859,EFEMP1
UV Response Dn,1.5019572848758722,0.01915563957151859,APBB2
UV Response Dn,1.5019572848758722,0.01915563957151859,PPARG
UV Response Dn,1.5019572848758722,0.01915563957151859,SPOP
UV Response Dn,1.5019572848758722,0.01915563957151859,IGF1R
UV Response Dn,1.5019572848758722,0.01915563957151859,PMP22
UV Response Dn,1.5019572848758722,0.01915563957151859,ATP2B4
UV Response Dn,1.5019572848758722,0.01915563957151859,GRK5
UV Response Dn,1.5019572848758722,0.01915563957151859,CITED2
UV Response Dn,1.5019572848758722,0.01915563957151859,RXRA
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,NQO1
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,MSRA
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,LAMTOR5
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,FTL
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,PRDX2
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,PRDX6
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,SOD1
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,ABCC1
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,GPX4
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,CAT
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,NDUFA6
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,MPO
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,TXNRD1
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,OXSR1
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,TXN
Reactive Oxygen Species Pathway,1.3839332026488116,0.06983826927116153,STK25
