probe_id,GSM114834,GSM114840,GSM114841,GSM114842,GSM114843,GSM114844,GSM114845,GSM114846,GSM114847,GSM114848,GSM114849,GSM114850,GSM114851,GSM114852,GSM114853,GSM114854,GSM114855
204563_at,25.3,41.4,39.3,41.3,638.6,95.7,166.6,193.4,263.1,51.6,45.2,36.0,92.9,19.5,94.9,97.0,440.7
204564_at,29.4,18.7,41.3,25.3,44.3,11.0,26.3,44.9,21.3,28.0,25.4,24.1,37.5,33.3,21.0,22.6,38.7
204565_at,140.8,134.6,135.0,168.6,140.5,174.9,118.5,117.6,172.3,149.4,149.9,102.4,148.2,146.8,182.1,144.7,103.6
204566_at,86.0,105.2,77.1,62.3,99.5,77.7,80.6,73.7,106.7,83.1,82.0,68.9,76.8,85.1,74.0,74.0,61.1
204567_s_at,64.4,88.1,60.2,44.6,74.5,64.5,52.9,44.7,97.1,69.7,37.7,36.1,53.6,46.0,62.7,53.2,36.7
204568_at,127.2,155.2,166.7,137.9,121.6,135.2,52.5,73.3,75.3,144.1,166.6,121.1,145.7,153.4,114.7,113.2,56.9
204569_at,39.3,28.0,49.0,35.4,28.6,61.5,23.1,24.4,20.3,30.0,33.2,25.2,34.8,32.8,37.7,22.2,22.4
204570_at,584.6,391.1,118.8,627.9,351.8,516.7,305.8,306.9,713.1,398.0,357.0,315.6,553.8,357.5,454.4,395.5,339.3
204571_x_at,203.5,152.2,162.1,163.5,70.3,103.1,110.3,109.9,112.3,125.3,128.9,141.8,139.7,142.5,111.6,116.7,95.1
204572_s_at,50.4,58.7,83.6,67.8,56.5,54.2,54.1,41.2,48.8,67.9,59.5,52.2,50.1,52.9,70.0,66.3,61.9
204573_at,69.3,173.2,148.6,160.4,109.5,147.7,86.8,25.0,157.4,171.1,102.3,134.3,85.7,126.8,104.0,157.8,122.1
204574_s_at,55.1,54.4,71.3,75.5,122.6,87.2,143.8,98.0,94.4,106.9,45.0,105.0,51.1,60.0,35.4,63.5,98.6
204575_s_at,82.6,80.4,143.5,86.0,394.0,113.2,667.1,435.9,408.0,105.7,97.2,233.1,90.0,64.8,240.4,153.3,404.3
204576_s_at,87.9,88.8,90.9,98.4,93.8,115.5,63.6,55.0,74.1,100.4,84.8,93.1,95.9,99.3,111.2,84.5,74.1
204577_s_at,37.8,36.4,34.5,30.9,32.2,18.1,4.4,20.8,26.2,27.9,31.5,18.8,40.0,26.0,25.5,49.7,19.1
204578_at,18.4,14.6,6.1,5.7,7.0,28.8,7.0,5.6,8.1,8.4,7.1,7.8,29.1,26.5,30.5,13.4,6.4
204579_at,14.2,4.5,16.9,11.8,19.9,5.7,7.4,7.7,19.5,13.8,18.2,10.0,20.6,12.8,11.8,10.7,17.7
204580_at,15.3,14.8,23.0,34.7,19.5,22.3,50.7,24.9,26.9,25.5,18.6,25.0,14.0,12.7,24.0,30.1,44.2
204581_at,1.9,2.2,1.7,1.8,1.9,2.1,10.0,2.7,2.4,1.5,1.8,1.3,1.6,2.0,1.4,1.5,2.6
204582_s_at,3.0,2.5,3.1,3.1,4.4,3.1,10.4,1.9,3.0,4.3,2.6,3.2,2.6,3.7,3.0,3.0,4.4
204583_x_at,6.7,5.1,5.8,6.8,9.7,25.1,34.9,8.2,5.3,6.9,7.8,3.8,7.3,5.3,7.2,4.0,8.8
204584_at,34.6,6.3,5.4,15.6,37.0,35.2,13.9,5.6,15.9,47.7,29.2,50.3,4.8,30.9,8.6,28.4,17.7
204585_s_at,3.0,4.9,6.0,5.2,8.2,6.4,13.8,14.1,4.6,9.3,7.3,4.7,5.1,4.2,8.2,6.8,7.9
204586_at,5.5,5.8,8.8,8.7,10.5,9.9,13.8,6.6,8.4,8.9,6.9,7.7,6.8,7.7,8.2,8.9,9.4
204587_at,61.4,51.5,81.2,58.1,83.2,65.0,95.7,50.7,40.2,57.0,47.3,44.7,59.2,44.6,52.2,38.0,53.1
204588_s_at,187.3,165.8,134.3,212.9,169.4,166.5,203.6,275.8,110.0,196.5,179.3,155.8,101.7,183.7,228.7,158.7,184.3
204589_at,310.7,266.7,238.6,231.9,146.8,176.8,162.4,142.5,207.0,175.2,159.0,321.5,308.2,229.0,259.6,294.1,142.3
204590_x_at,21.2,22.4,27.6,19.9,28.0,11.4,18.9,17.0,18.8,24.8,20.3,15.1,23.1,20.5,23.9,12.2,11.7
204591_at,113.6,96.3,56.6,74.1,35.7,83.1,16.6,67.5,67.5,106.2,47.6,78.5,37.2,97.1,65.9,68.3,43.2
204592_at,29.5,24.4,29.9,28.1,24.4,14.7,6.2,15.7,17.1,12.2,20.5,18.9,18.7,22.6,16.9,11.5,18.1
204593_s_at,82.0,72.8,44.4,81.5,66.3,100.7,51.9,63.7,55.2,70.5,83.0,74.3,73.0,83.9,109.5,94.8,81.4
204594_s_at,90.3,118.7,139.2,131.2,100.3,186.2,116.7,88.0,103.7,134.6,110.9,117.8,141.4,138.8,140.8,138.1,125.1
204595_s_at,50.0,53.5,38.6,53.7,192.2,92.0,210.6,141.5,317.7,55.2,67.6,117.4,83.1,68.3,64.6,99.1,190.6
204596_s_at,16.3,25.4,15.4,23.2,66.7,35.5,79.9,42.8,117.6,25.0,33.7,42.0,38.5,31.2,30.2,36.3,28.2
204597_x_at,22.4,33.1,13.7,28.4,155.5,42.6,104.9,112.9,267.4,33.2,36.9,120.7,44.9,53.0,45.4,118.7,163.9
204598_at,56.6,38.6,36.5,45.1,90.5,78.3,42.4,60.3,58.5,73.3,61.5,67.2,59.3,39.7,42.0,48.0,71.4
204599_s_at,81.8,75.4,70.7,68.7,86.2,83.8,150.0,77.7,68.2,103.0,108.8,63.2,98.7,70.2,36.3,72.2,81.0
204600_at,22.0,26.3,59.5,21.4,24.1,34.2,17.8,26.1,25.4,33.5,32.9,36.5,38.1,35.5,43.7,35.9,56.4
204601_at,37.1,46.4,62.4,40.5,60.1,12.2,64.1,66.0,65.6,33.7,55.6,38.4,42.2,32.3,40.2,24.4,56.2
204602_at,36.8,38.8,58.1,24.0,109.5,56.8,230.7,244.6,27.8,43.5,87.2,40.2,31.6,33.8,41.8,74.7,77.1
204603_at,7.7,9.9,23.9,23.8,21.0,8.4,14.8,18.3,11.4,17.3,7.6,5.4,4.0,5.5,14.9,19.2,23.0
204604_at,202.3,231.9,238.4,197.6,274.2,279.6,282.3,172.3,254.0,338.0,235.2,326.0,266.3,321.5,340.2,267.1,258.7
204605_at,78.0,76.1,85.7,102.4,89.6,74.5,99.0,76.2,78.6,71.7,83.9,83.7,79.4,90.5,75.7,92.6,95.0
204606_at,212.1,164.1,127.7,102.7,239.7,401.6,96.6,94.2,154.9,404.1,302.7,83.0,261.2,133.9,119.6,119.7,191.0
204607_at,4.3,5.7,15.1,8.2,9.2,8.5,17.4,7.1,7.0,6.7,6.1,6.4,5.8,6.2,9.8,24.6,6.5
204608_at,41.4,35.2,60.0,42.8,51.1,52.7,69.0,37.8,53.7,46.9,47.4,45.6,52.8,44.4,34.6,44.5,51.1
204609_at,1.7,1.0,1.2,1.5,2.4,1.2,6.8,0.9,2.1,1.3,1.5,1.6,1.3,1.2,1.4,1.0,1.4
204610_s_at,75.0,82.5,96.2,80.5,88.6,98.4,70.5,69.1,58.6,71.7,115.5,139.5,83.6,101.9,71.6,116.0,113.9
204611_s_at,10.2,9.3,6.3,28.5,9.2,8.0,10.3,5.8,21.4,11.4,14.2,7.9,25.5,8.1,11.0,15.2,21.1
204612_at,31.4,47.3,86.4,32.0,38.1,54.5,20.0,28.7,6.1,52.1,43.1,59.1,21.3,27.0,46.5,32.0,42.3
204613_at,63.7,84.8,73.7,73.8,100.5,102.8,138.1,99.2,92.5,79.1,87.6,84.5,104.0,82.2,89.5,113.4,91.0
204614_at,27.5,13.7,14.3,51.7,109.2,21.7,1509.7,1280.4,79.9,39.4,16.9,53.2,18.1,18.2,99.1,64.5,921.4
204615_x_at,114.1,102.6,103.0,109.1,193.3,162.1,263.8,327.9,238.6,129.0,117.9,110.9,101.2,130.8,137.9,216.2,206.2
204616_at,110.4,84.4,100.2,119.7,50.7,72.1,145.6,107.5,93.0,63.2,58.7,58.3,72.9,66.9,71.5,74.4,80.8
204617_s_at,22.5,42.0,60.3,44.1,34.6,33.9,13.3,52.4,14.7,36.3,73.2,49.3,62.7,55.6,34.8,31.5,31.7
204618_s_at,79.4,104.7,86.3,90.9,91.7,103.5,85.2,146.9,107.3,93.8,92.5,135.0,97.6,101.0,162.7,125.3,134.4
204619_s_at,58.0,37.0,139.1,52.4,80.3,50.8,193.7,199.0,75.5,83.6,31.7,53.4,52.1,55.7,74.5,78.0,117.9
204620_s_at,331.4,312.9,667.7,181.3,250.1,186.4,787.0,1119.3,376.5,182.9,131.1,253.7,283.6,177.3,216.6,211.0,790.3
204621_s_at,9.0,2.1,2.7,2.6,411.2,8.1,511.8,469.6,355.9,2.5,1.1,185.4,477.9,6.7,118.8,193.1,201.7
204622_x_at,14.8,20.7,24.7,22.8,355.0,25.6,655.5,532.0,543.3,20.8,21.7,217.8,247.7,29.1,160.0,259.1,276.5
204623_at,80.3,64.3,62.3,81.2,102.8,81.2,70.2,45.1,80.6,89.4,101.0,63.3,127.7,68.2,55.5,71.5,78.1
204624_at,89.4,97.2,54.2,104.1,91.9,103.8,79.1,61.2,63.2,116.8,103.5,90.3,82.1,127.1,100.5,100.9,70.1
204625_s_at,8.4,24.7,14.7,6.6,32.1,11.6,26.3,49.2,29.2,33.5,25.9,9.1,28.6,21.0,29.4,23.5,21.1
204626_s_at,26.2,29.1,12.3,33.8,43.1,42.4,27.2,23.2,44.3,42.7,15.3,37.9,28.9,37.6,46.8,63.3,68.3
204627_s_at,3.5,16.4,3.7,4.4,2.3,5.6,29.8,33.7,5.9,3.3,11.6,1.6,3.5,9.3,3.4,7.9,41.5
204628_s_at,15.9,19.4,31.3,26.5,31.3,30.4,51.6,32.4,31.7,21.8,18.6,31.7,26.4,35.0,22.5,26.4,37.4
204629_at,104.4,115.9,121.4,109.5,185.7,186.7,158.0,119.6,188.0,173.2,136.3,135.2,126.4,149.3,172.0,159.5,172.1
204630_s_at,224.4,231.4,201.9,227.9,241.3,254.8,192.0,248.1,206.8,230.3,190.9,218.4,228.3,223.2,212.5,231.9,289.4
204631_at,7.7,9.4,18.5,19.7,23.6,15.6,26.3,14.8,12.2,21.5,18.1,9.4,13.7,11.1,16.2,15.1,18.2
204632_at,73.4,104.7,97.8,97.2,148.8,174.8,134.0,105.5,159.3,149.7,246.9,157.4,123.8,224.7,169.6,174.5,207.0
204633_s_at,101.7,66.1,81.7,76.8,115.8,62.9,100.2,102.0,76.9,86.2,66.3,63.2,85.7,62.6,53.8,67.0,101.3
204634_at,74.7,54.9,65.2,76.2,56.9,54.5,44.9,58.3,65.7,63.8,72.3,59.6,38.6,86.1,61.0,70.6,56.6
204635_at,63.4,66.9,64.1,64.7,92.2,53.0,74.7,72.3,52.4,92.1,64.9,47.6,38.9,54.8,32.9,53.3,39.3
204636_at,2.5,2.9,4.8,3.9,4.8,3.7,16.8,7.8,2.8,4.6,3.4,1.7,1.9,2.0,4.3,2.8,3.5
204637_at,4.5,9.2,7.8,10.9,31.9,18.4,13.1,14.5,17.6,22.0,8.7,6.9,12.3,23.2,9.9,24.6,6.1
204638_at,108.9,171.3,161.2,111.0,90.0,75.5,84.3,63.4,62.6,57.7,85.2,93.4,86.1,85.2,54.6,69.8,82.5
204639_at,54.2,52.2,89.6,75.6,99.7,87.8,45.3,60.3,90.4,77.4,84.3,77.0,84.9,94.4,88.0,80.3,84.4
204640_s_at,381.2,328.4,339.2,324.1,253.6,287.2,207.4,168.0,224.6,274.8,256.3,208.1,342.5,282.9,233.4,226.1,179.5
204641_at,1.6,1.3,16.8,0.5,1.4,0.8,6.9,8.3,0.5,2.7,0.9,0.7,1.0,0.5,0.8,2.1,1.9
204642_at,150.3,216.0,203.5,248.1,297.0,184.9,219.6,295.9,235.6,198.0,156.2,264.2,237.0,202.1,234.4,307.6,292.2
204643_s_at,74.0,52.1,44.5,42.8,9.6,13.5,20.1,19.6,6.6,34.3,58.3,25.0,57.0,13.3,16.6,10.9,8.7
204644_at,18.3,20.4,32.8,31.7,43.2,27.2,58.2,35.3,29.5,29.4,29.4,35.0,37.7,28.3,20.1,22.0,29.3
204645_at,50.2,63.0,65.9,59.9,50.8,66.1,34.9,46.8,32.3,74.8,56.9,48.6,57.0,36.6,35.3,31.3,25.3
204646_at,367.9,396.1,333.5,308.5,257.3,300.5,265.5,263.1,198.4,294.7,433.4,264.9,166.5,268.7,252.7,262.6,166.4
204647_at,53.2,67.6,101.8,83.1,81.3,78.9,50.9,59.1,46.5,70.7,82.8,46.1,74.8,68.9,59.8,61.3,52.0
204648_at,72.6,80.4,26.4,79.9,100.0,87.6,91.5,67.9,80.4,107.3,99.4,79.4,131.1,80.5,84.2,90.1,74.7
204649_at,4.7,24.3,23.8,32.7,34.9,28.4,33.7,26.5,25.9,36.6,23.3,38.9,30.9,42.6,34.4,31.1,51.3
204650_s_at,73.7,86.4,115.0,94.1,142.3,141.9,139.8,97.1,88.8,149.2,88.5,104.5,91.1,106.8,104.4,111.9,92.2
204651_at,63.1,50.1,73.1,70.3,73.7,75.0,52.4,39.4,46.7,79.9,60.5,58.5,62.9,82.5,52.1,56.6,58.1
204652_s_at,16.7,21.9,13.1,20.9,27.1,25.8,33.0,11.7,26.9,9.7,26.8,37.5,29.3,28.2,22.9,17.4,21.5
204653_at,17.7,12.0,16.2,22.6,32.7,16.3,60.8,22.8,20.6,30.1,4.6,14.0,16.9,15.2,17.5,23.4,21.3
204654_s_at,3.4,3.8,7.8,2.3,28.7,11.2,14.6,2.5,17.9,8.1,7.3,17.2,14.1,5.1,17.7,4.6,13.5
204655_at,120.9,127.0,92.0,69.8,106.9,70.7,163.6,75.0,58.4,86.5,127.0,91.3,68.1,77.5,73.4,60.5,81.8
204656_at,41.3,27.8,8.7,5.1,6.9,12.8,48.3,55.2,33.5,32.4,33.9,51.4,27.5,41.1,27.9,33.1,57.5
204657_s_at,43.4,53.9,45.3,35.4,68.9,46.9,153.1,85.6,74.5,79.4,58.2,67.0,34.5,72.0,52.6,66.5,113.9
204658_at,67.6,83.6,157.9,143.1,136.6,175.4,93.8,133.4,137.3,141.8,146.0,149.6,98.8,134.1,68.2,86.5,88.0
204659_s_at,29.2,19.7,24.6,10.8,29.0,28.5,37.5,16.0,11.7,20.3,19.3,29.3,15.7,20.6,23.5,24.7,20.5
204660_at,2.1,3.3,2.8,2.3,2.9,2.9,9.9,5.0,2.9,3.4,4.2,2.1,4.3,2.7,2.7,4.2,2.7
204661_at,148.9,178.6,48.3,99.8,45.0,29.4,69.0,125.6,72.1,12.7,49.9,43.7,65.2,65.3,50.9,35.2,112.8
204662_at,67.6,79.2,70.3,92.0,67.5,83.3,29.3,79.8,44.7,82.7,84.7,57.6,42.2,76.4,59.4,48.2,52.4
204663_at,68.4,70.4,103.1,100.1,103.6,127.2,126.4,85.5,89.7,104.8,97.8,91.5,100.1,105.1,108.9,151.3,83.9
204664_at,1.8,1.2,1.4,1.4,2.8,2.7,6.4,1.6,1.7,2.1,1.4,1.2,1.9,1.7,1.5,1.8,1.7
204665_at,6.8,15.5,28.3,22.8,48.3,25.8,38.0,13.6,29.6,17.6,14.2,33.2,16.5,23.6,20.7,24.3,30.6
204666_s_at,23.7,23.8,35.5,21.8,32.3,47.4,15.0,18.8,25.9,29.0,37.0,16.2,15.6,14.0,11.4,17.6,13.6
204667_at,7.8,14.2,13.3,21.0,41.8,21.3,58.2,24.6,19.9,39.9,23.0,12.4,25.3,20.4,21.2,19.7,28.4
204668_at,20.2,24.2,26.7,21.6,38.5,36.9,50.4,23.9,20.6,28.0,25.3,22.5,18.8,29.7,25.2,37.9,25.4
204669_s_at,2.0,2.4,3.5,2.7,4.7,3.1,7.3,2.7,2.4,3.2,2.0,2.2,2.9,2.6,2.3,3.1,2.6
204670_x_at,1054.4,1178.8,995.6,896.7,985.4,877.1,1084.6,1245.4,813.3,820.6,1542.9,1016.8,1509.1,1254.1,647.8,1006.4,1069.0
204671_s_at,37.7,44.4,60.5,35.4,35.4,36.2,47.2,35.6,31.2,37.3,59.3,56.9,49.3,46.6,36.8,40.8,39.7
204672_s_at,24.6,25.3,50.0,47.1,44.8,25.5,28.1,30.5,30.4,42.5,41.9,38.3,39.3,38.8,27.3,33.3,28.7
204673_at,22.3,25.3,26.1,37.6,37.0,34.9,39.1,24.7,8.4,12.9,24.0,9.7,17.2,9.2,19.9,12.9,20.6
204674_at,89.5,94.1,91.6,85.4,137.5,101.0,33.4,109.2,91.5,48.1,69.3,77.3,84.4,70.7,61.6,94.6,66.6
204675_at,19.3,23.5,25.8,12.3,40.2,22.9,10.2,28.2,13.2,18.6,18.8,16.5,16.4,13.8,16.5,19.9,12.3
204676_at,75.6,64.3,56.9,64.2,47.1,83.0,45.6,54.0,55.5,79.5,48.4,34.9,58.4,65.4,49.0,36.4,37.0
204677_at,141.8,159.3,192.2,177.2,163.3,179.8,144.5,158.3,300.7,185.8,187.9,227.6,264.4,156.0,239.1,270.5,185.6
204678_s_at,3.1,20.0,4.6,4.0,6.9,3.9,17.2,10.4,3.1,2.5,2.8,3.9,2.2,5.8,4.5,5.1,4.6
204679_at,60.9,77.6,88.2,49.7,90.4,52.4,119.1,126.3,42.8,67.5,53.4,67.6,41.0,68.6,93.7,68.7,61.1
204680_s_at,52.3,48.1,77.9,53.9,64.6,49.3,133.5,50.4,53.8,63.8,59.8,65.4,47.3,52.4,56.6,44.2,76.2
204681_s_at,66.6,52.0,80.4,91.2,83.8,76.9,53.2,84.0,91.8,96.8,60.8,76.7,54.3,108.8,142.8,98.0,78.1
204682_at,392.6,328.0,411.0,613.3,238.6,209.6,311.5,380.5,230.3,332.0,318.7,427.0,327.8,409.1,351.5,343.5,418.8
204683_at,192.5,214.1,132.6,177.6,187.3,137.3,241.6,208.1,285.9,152.1,156.8,216.4,256.1,114.5,166.2,181.4,199.7
204684_at,5.5,15.8,14.2,18.9,9.4,2.5,43.3,23.3,16.1,1.7,8.6,15.0,4.6,18.9,13.8,24.4,23.3
204685_s_at,25.0,2.6,18.2,17.3,29.1,15.2,31.2,17.1,25.1,24.1,21.7,23.6,28.1,22.7,23.3,31.7,28.8
204686_at,141.1,127.2,130.3,114.9,78.0,100.7,114.0,104.8,109.4,100.6,114.9,94.7,91.7,107.1,105.1,143.5,66.0
204687_at,81.9,101.9,87.6,59.3,73.8,73.0,64.2,100.6,118.3,117.6,74.4,129.9,68.1,101.7,108.4,98.1,132.4
204688_at,385.0,298.9,270.6,231.8,207.5,295.8,188.4,236.0,205.7,284.9,305.3,287.3,351.6,293.3,259.0,230.9,153.0
204689_at,81.6,130.9,77.2,93.2,55.5,81.2,79.5,57.5,43.8,78.5,77.0,33.5,84.1,59.9,93.3,80.5,88.1
204690_at,272.3,193.4,190.6,280.0,142.8,175.4,184.4,156.6,195.2,185.5,191.4,198.6,212.5,196.2,196.8,183.9,137.3
204691_x_at,145.4,82.0,127.6,138.6,182.0,152.3,163.0,128.2,112.8,144.7,103.3,135.9,93.8,132.0,120.3,139.3,123.1
204692_at,47.8,46.1,89.8,73.8,106.0,92.4,130.8,58.5,63.4,82.8,85.8,84.0,63.6,85.9,75.7,109.2,105.2
204693_at,55.4,63.8,45.0,65.1,131.9,136.9,91.4,81.7,116.8,146.6,143.8,125.8,68.9,174.8,126.3,103.5,114.6
204694_at,8.9,5.0,6.2,13.2,13.8,24.0,22.5,1.9,3.7,10.2,4.6,2.6,6.2,2.7,9.4,9.8,2.6
204695_at,1.3,1.7,2.5,2.7,3.0,2.8,7.9,3.6,3.5,2.6,1.5,1.4,2.3,1.9,2.7,2.5,1.9
204696_s_at,3.9,8.2,7.1,14.6,7.4,18.3,37.3,16.9,19.1,8.7,3.4,3.7,16.0,5.3,14.1,5.0,2.8
204697_s_at,1.8,2.6,3.9,4.2,2.6,4.2,39.0,7.4,4.4,7.0,8.2,1.8,11.6,1.3,5.4,2.0,25.0
204698_at,4.0,2.4,2.2,3.1,4.7,5.4,11.6,3.4,5.5,2.9,2.6,3.2,3.1,3.0,2.1,4.4,6.3
204699_s_at,50.6,58.4,65.7,44.7,49.5,56.9,19.6,60.9,37.3,57.4,48.3,40.2,53.9,51.4,44.4,35.5,33.7
204700_x_at,59.0,67.4,86.0,82.6,60.0,76.3,48.8,67.0,58.4,54.7,59.0,65.9,68.0,72.1,61.2,60.5,55.7
204701_s_at,15.6,28.0,14.5,28.7,15.8,29.8,12.2,9.8,35.7,16.8,32.0,25.8,53.4,31.1,29.4,12.8,13.1
204702_s_at,38.0,28.3,29.1,31.8,21.9,28.8,48.8,23.4,15.5,28.9,32.4,22.1,17.5,17.7,16.1,22.8,18.3
204703_at,103.6,95.0,103.9,98.2,80.1,90.9,87.5,64.6,77.7,118.7,130.1,86.5,80.4,110.4,78.4,84.4,78.3
204704_s_at,0.1,0.0,0.1,0.3,0.1,0.1,4.1,0.1,1.4,0.1,0.2,1.2,0.1,0.1,0.0,0.1,0.2
204705_x_at,3.0,3.8,4.4,3.8,3.9,2.3,8.3,5.9,4.9,4.3,2.2,2.8,4.8,3.4,3.0,6.6,4.2
204706_at,74.7,81.9,95.1,73.6,121.8,125.5,77.9,90.3,91.8,125.5,92.8,90.0,106.3,109.7,78.0,96.7,80.8
204707_s_at,13.1,4.6,3.5,3.9,10.9,6.8,16.8,5.2,5.5,8.2,11.1,12.0,9.7,4.4,2.5,20.2,14.4
204708_at,4.6,12.8,17.6,6.0,14.9,4.0,15.9,3.9,11.7,5.4,7.0,2.4,4.5,1.3,2.9,2.8,2.7
204709_s_at,0.9,0.9,0.6,0.5,0.9,0.7,1.6,0.4,0.3,1.7,5.3,4.2,0.9,1.8,0.7,0.4,1.7
204710_s_at,360.8,310.9,248.9,345.7,270.1,312.3,251.2,213.3,298.3,315.3,255.5,337.8,284.2,330.8,424.4,327.3,281.8
204711_at,66.9,71.8,94.3,78.1,79.1,86.6,37.2,44.4,44.5,92.6,84.5,70.8,78.5,77.9,55.9,68.7,52.0
204712_at,9.1,8.7,2.1,1.4,8.2,15.6,8.3,9.5,4.8,1.0,4.3,8.4,1.8,2.1,10.3,169.0,4.2
204713_s_at,42.2,80.7,59.8,18.2,124.1,36.9,126.4,69.1,59.9,67.6,30.8,81.0,33.8,49.0,67.4,84.3,98.0
204714_s_at,50.7,48.1,33.1,20.6,68.5,30.6,66.8,48.9,23.9,45.9,19.6,40.0,14.5,7.7,25.5,47.3,53.7
204715_at,52.7,45.5,64.2,53.5,59.4,38.3,208.9,168.6,55.1,47.6,48.9,65.1,46.8,52.6,75.8,52.0,158.9
204716_at,91.8,96.1,106.4,83.7,71.6,85.0,90.2,80.2,63.6,80.2,118.7,66.1,56.2,64.8,86.2,81.0,60.3
204717_s_at,11.7,4.7,13.9,8.7,6.7,5.9,12.6,5.7,9.8,4.9,13.1,8.4,17.3,4.2,12.6,5.4,4.7
204718_at,66.8,61.0,103.2,70.9,116.0,77.6,98.7,53.9,61.3,88.4,128.0,83.6,57.0,89.7,54.2,77.0,46.3
204719_at,1119.7,1065.1,544.1,1070.3,636.2,890.7,631.1,634.6,787.3,943.2,895.6,782.2,893.6,866.1,818.5,773.9,616.5
204720_s_at,3.9,9.4,14.4,19.6,14.9,8.8,6.4,12.3,12.1,10.4,19.0,10.2,13.6,12.0,11.3,10.5,18.5
204721_s_at,3.0,9.1,8.6,8.4,13.1,13.0,24.1,11.9,12.8,8.3,4.8,8.4,18.5,9.8,8.9,5.5,5.5
204722_at,4.4,5.7,14.9,6.4,9.9,15.8,7.4,5.8,22.9,9.5,5.7,46.0,6.7,19.0,8.6,36.9,18.5
204723_at,14.9,24.8,22.9,30.7,47.0,53.2,61.6,22.2,21.3,36.3,32.0,26.3,26.0,19.3,36.6,38.4,38.0
204724_s_at,1.9,5.5,3.3,3.0,3.1,3.9,8.4,2.7,4.2,3.1,3.7,4.3,1.5,31.3,2.0,2.0,2.8
204725_s_at,202.6,200.8,219.2,162.6,78.9,126.9,107.8,89.4,100.3,141.1,197.1,114.9,130.0,141.4,118.4,125.0,70.9
204726_at,13.1,14.3,39.8,14.4,24.2,26.5,12.8,15.9,31.3,33.2,28.3,11.6,15.1,9.7,21.1,22.1,16.5
204727_at,1.0,1.0,11.1,0.6,2.2,7.6,3.4,1.2,1.3,3.7,4.0,0.5,0.2,0.3,0.2,0.6,4.1
204728_s_at,13.9,10.9,20.0,14.0,10.8,22.9,21.7,2.0,8.5,27.2,15.5,7.1,16.1,8.7,8.2,11.9,17.3
204729_s_at,14.8,31.5,12.1,45.0,55.8,87.8,32.2,36.4,82.9,101.7,106.8,56.5,35.8,71.3,51.7,17.2,55.4
204730_at,24.5,40.0,24.2,36.6,17.1,31.6,11.5,18.9,15.6,35.3,29.1,15.8,24.7,29.2,24.8,16.2,21.6
204731_at,597.6,518.2,133.2,546.8,239.2,252.8,316.8,319.6,368.5,334.4,227.6,335.0,210.9,222.1,426.7,347.9,223.8
204732_s_at,54.9,76.3,34.5,67.2,42.7,35.4,13.0,30.5,20.3,24.4,56.5,39.5,34.9,44.3,44.1,38.1,14.0
204733_at,9.8,21.0,26.9,31.0,47.2,42.8,50.0,28.1,32.1,50.9,31.6,30.2,23.8,34.1,29.6,38.8,45.5
204734_at,1.7,2.3,3.8,2.0,1.2,1.1,9.3,1.2,0.9,1.1,0.8,1.1,1.6,0.6,1.6,0.5,1.3
204735_at,107.0,124.2,145.4,129.4,126.6,145.1,140.7,136.0,151.5,126.3,133.8,165.2,130.2,160.1,162.8,137.9,134.5
204736_s_at,13.3,17.1,3.3,8.7,9.9,8.1,8.0,15.3,5.7,23.5,23.1,12.2,29.2,6.5,4.5,8.9,27.9
204737_s_at,0.3,0.5,0.7,0.2,0.4,0.2,4.0,0.7,0.2,0.2,0.3,0.4,0.3,0.5,0.6,0.4,1.0
204738_s_at,78.7,71.4,83.2,92.4,89.6,107.1,103.1,68.9,78.4,99.1,69.2,84.3,86.8,88.2,90.8,91.7,61.4
204739_at,66.3,65.9,59.3,65.0,76.0,70.2,60.9,38.9,63.2,76.3,68.3,62.1,63.4,56.5,56.7,63.4,54.7
204740_at,18.4,15.0,16.2,20.8,5.5,10.1,20.6,14.7,27.5,5.4,14.7,14.6,8.2,5.0,11.0,10.8,18.5
204741_at,28.7,33.3,65.8,51.9,55.8,64.5,38.4,31.0,36.3,66.0,46.3,53.5,60.6,32.6,28.5,18.3,30.2
204742_s_at,44.1,57.7,36.5,42.2,40.7,51.1,10.5,38.7,34.8,63.9,42.2,36.5,37.2,48.7,50.5,54.0,27.1
204743_at,32.4,33.5,54.6,30.6,70.5,59.8,126.4,66.1,75.6,66.2,43.2,45.3,40.1,53.8,66.1,56.7,58.7
204744_s_at,277.4,295.2,263.9,263.5,230.0,262.9,235.3,278.4,269.8,227.4,339.9,296.4,254.1,380.5,322.4,258.4,353.1
204745_x_at,495.7,505.4,329.9,501.8,1187.7,600.2,1464.9,1555.9,1440.8,515.7,451.6,1354.7,496.2,555.7,623.8,566.9,1509.0
204746_s_at,38.0,26.1,33.6,37.4,33.0,30.4,59.6,35.7,45.8,41.2,36.8,33.0,27.1,46.4,48.1,37.6,48.7
204747_at,150.5,176.7,181.3,148.7,139.5,175.5,98.0,139.4,120.2,299.1,140.5,148.8,196.4,154.3,141.3,121.8,135.3
204748_at,13.8,7.2,11.5,5.7,246.3,7.8,429.8,523.8,266.3,8.2,8.8,80.4,83.6,10.2,81.4,80.5,273.3
204749_at,43.2,34.2,102.7,41.7,39.3,38.1,23.7,38.9,21.4,42.2,49.7,40.6,38.6,30.4,32.2,24.7,32.2
