Pathway,NES,FDR_q_val,Gene
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,CACNA1F
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,TGFB2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,HSD11B2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,EDN2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,TLX1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,EDN1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,SKIL
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,BARD1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,INSL5
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,PAX3
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,BMPR1B
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,SERPINB2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,HTR1D
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,GP2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,GTF3C5
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,ITIH3
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,KCNE2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,KCND1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,PROP1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,HTR1B
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,LYPD3
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,KCNMB1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,CALCB
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,TFAP2B
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,SNN
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,MFSD6
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,RYR2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,ABCB11
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,NOS1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,CHST2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,MTHFR
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,CPA2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,IDUA
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,SOX10
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,ALOX12B
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,ATP6V1B1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,SHOX2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,EDAR
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,NPHS1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,IFNG
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,SMPX
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,PDK2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,VPREB1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,TCL1A
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,KCNQ2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,IL12B
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,RYR1
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,KMT2D
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,RIBC2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,ENTPD7
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,NR4A2
KRAS Signaling Dn,-1.4251194791230601,0.08326008399257741,ITGB1BP2
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,ENO1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SYTL2
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,HSPA5
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SQLE
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,HSPD1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,TOMM40
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,HMGCR
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,IGFBP5
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,NUFIP1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,ACTR2
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,ATP2A2
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,PSME3
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,XBP1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,CANX
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,PSAT1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SDF2L1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SC5D
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,INSIG1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,RIT1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,ACLY
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,DDX39A
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,DDIT3
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,EIF2S2
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,ABCF2
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,PDAP1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,YKT6
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SSR1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,MLLT11
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,RRP9
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SLC7A5
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,CCNF
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,CTH
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,GAPDH
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,GMPS
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,MCM4
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,HSPA9
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,PDK1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,IMMT
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,GGA2
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,CCT6A
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,PGK1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,HPRT1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,TFRC
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,ASNS
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,ACACA
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,GLA
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,IDI1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,PSMC4
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SLC2A1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,PNO1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SLC6A6
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,HMGCS1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,LDLR
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,UBE2D3
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SHMT2
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,PSMG1
mTORC1 Signaling,-1.4245303853392925,0.07136578627935207,SERP1
Spermatogenesis,-1.3984387824740514,0.096506006445942,MTOR
Spermatogenesis,-1.3984387824740514,0.096506006445942,CDKN3
Spermatogenesis,-1.3984387824740514,0.096506006445942,CDK1
Spermatogenesis,-1.3984387824740514,0.096506006445942,NF2
Spermatogenesis,-1.3984387824740514,0.096506006445942,AKAP4
Spermatogenesis,-1.3984387824740514,0.096506006445942,GRM8
Spermatogenesis,-1.3984387824740514,0.096506006445942,HSPA4L
Spermatogenesis,-1.3984387824740514,0.096506006445942,LPIN1
Spermatogenesis,-1.3984387824740514,0.096506006445942,DMC1
Spermatogenesis,-1.3984387824740514,0.096506006445942,AGFG1
Spermatogenesis,-1.3984387824740514,0.096506006445942,ACRV1
Spermatogenesis,-1.3984387824740514,0.096506006445942,MAST2
Spermatogenesis,-1.3984387824740514,0.096506006445942,NEK2
Spermatogenesis,-1.3984387824740514,0.096506006445942,GFI1
Spermatogenesis,-1.3984387824740514,0.096506006445942,TSN
Spermatogenesis,-1.3984387824740514,0.096506006445942,TSSK2
Spermatogenesis,-1.3984387824740514,0.096506006445942,PGS1
Spermatogenesis,-1.3984387824740514,0.096506006445942,MEP1B
Spermatogenesis,-1.3984387824740514,0.096506006445942,MAP7
Spermatogenesis,-1.3984387824740514,0.096506006445942,CLPB
Spermatogenesis,-1.3984387824740514,0.096506006445942,TNP1
Spermatogenesis,-1.3984387824740514,0.096506006445942,DPEP3
Spermatogenesis,-1.3984387824740514,0.096506006445942,KIF2C
Spermatogenesis,-1.3984387824740514,0.096506006445942,TNP2
Spermatogenesis,-1.3984387824740514,0.096506006445942,NOS1
Spermatogenesis,-1.3984387824740514,0.096506006445942,IDE
Spermatogenesis,-1.3984387824740514,0.096506006445942,SLC12A2
Spermatogenesis,-1.3984387824740514,0.096506006445942,NEFH
Spermatogenesis,-1.3984387824740514,0.096506006445942,CAMK4
Spermatogenesis,-1.3984387824740514,0.096506006445942,CFTR
Spermatogenesis,-1.3984387824740514,0.096506006445942,CST8
Spermatogenesis,-1.3984387824740514,0.096506006445942,EZH2
Spermatogenesis,-1.3984387824740514,0.096506006445942,OAZ3
Spermatogenesis,-1.3984387824740514,0.096506006445942,MLF1
Spermatogenesis,-1.3984387824740514,0.096506006445942,TEKT2
Spermatogenesis,-1.3984387824740514,0.096506006445942,PSMG1
Spermatogenesis,-1.3984387824740514,0.096506006445942,JAM3
Spermatogenesis,-1.3984387824740514,0.096506006445942,DBF4
Spermatogenesis,-1.3984387824740514,0.096506006445942,IL13RA2
Spermatogenesis,-1.3984387824740514,0.096506006445942,THEG
Spermatogenesis,-1.3984387824740514,0.096506006445942,TKTL1
Spermatogenesis,-1.3984387824740514,0.096506006445942,BUB1
Myc Targets V2,-1.389753983004251,0.0928476088159651,WDR74
Myc Targets V2,-1.389753983004251,0.0928476088159651,DDX18
Myc Targets V2,-1.389753983004251,0.0928476088159651,HSPD1
Myc Targets V2,-1.389753983004251,0.0928476088159651,PUS1
Myc Targets V2,-1.389753983004251,0.0928476088159651,RRP9
Myc Targets V2,-1.389753983004251,0.0928476088159651,MCM4
Myc Targets V2,-1.389753983004251,0.0928476088159651,SLC19A1
Myc Targets V2,-1.389753983004251,0.0928476088159651,NOP2
Myc Targets V2,-1.389753983004251,0.0928476088159651,NOLC1
Myc Targets V2,-1.389753983004251,0.0928476088159651,NOP16
Myc Targets V2,-1.389753983004251,0.0928476088159651,IMP4
Myc Targets V2,-1.389753983004251,0.0928476088159651,NIP7
Myc Targets V2,-1.389753983004251,0.0928476088159651,PPRC1
Myc Targets V2,-1.389753983004251,0.0928476088159651,NPM1
Myc Targets V2,-1.389753983004251,0.0928476088159651,LAS1L
Myc Targets V2,-1.389753983004251,0.0928476088159651,SUPV3L1
Myc Targets V2,-1.389753983004251,0.0928476088159651,TMEM97
Myc Targets V2,-1.389753983004251,0.0928476088159651,PLK4
Myc Targets V2,-1.389753983004251,0.0928476088159651,DUSP2
Myc Targets V2,-1.389753983004251,0.0928476088159651,TCOF1
Myc Targets V2,-1.389753983004251,0.0928476088159651,TFB2M
Myc Targets V2,-1.389753983004251,0.0928476088159651,BYSL
Myc Targets V2,-1.389753983004251,0.0928476088159651,IPO4
Myc Targets V2,-1.389753983004251,0.0928476088159651,HSPE1
Myc Targets V2,-1.389753983004251,0.0928476088159651,RCL1
Myc Targets V2,-1.389753983004251,0.0928476088159651,AIMP2
Myc Targets V2,-1.389753983004251,0.0928476088159651,MRTO4
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,FUS
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,HSPA5
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,GOSR2
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,YWHAZ
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,SPCS3
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,XBP1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,PSAT1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,EIF4G1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,ERN1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,SRPRB
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,SSR1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,RRP9
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,SLC7A5
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,ALDH18A1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,EXOSC2
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,HSPA9
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,CCL2
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,EIF4E
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,ASNS
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,KHSRP
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,SRPRA
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,GEMIN4
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,NOLC1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,HYOU1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,PDIA6
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,RPS14
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,ZBTB17
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,EIF4A3
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,VEGFA
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,NPM1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,ATF4
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,SERP1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,NFYA
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,NABP1
Unfolded Protein Response,-1.2787871218613707,0.2179900380896572,CNOT4
