Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
ChEA_2016,NR1I2 20693526 ChIP-Seq LIVER Mouse,21/939,0.0449624173445332,0.2465180813027857,0,0,1.539977042190831,4.776898381276381,SPEN;GSTM3;NCOA2;GSTM2;GSTM1;CAV1;DENND2A;PARVA;COMT;CLCN3;PAPSS2;KTN1;INPP4A;ALDH4A1;PDZD2;SCP2;TMEM33;GNAQ;SCLY;IL6ST;GRSF1
ChEA_2016,E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human,56/2998,0.0460644796894914,0.250401787030056,0,0,1.3073073965519162,4.023517141435087,DENND1B;ZFAND6;FAM69A;KIAA1033;UBE3A;CHD4;EEA1;YY1;AKAP10;HRAS;CEP290;AKTIP;CACYBP;DYNLL1;PIAS1;ALDH3A2;SLC25A16;TGFBR3;PTP4A2;DYNC1LI2;RAP2A;ZEB1;TMBIM4;KIF20B;CD46;RTN3;NFAT5;LEPROT;PRIM1;CSTF2T;AAAS;TROVE2;NSL1;BAG5;NTHL1;TPR;FAM63A;ZC3H14;ATF7IP;SPEN;NQO1;MOAP1;RRM1;BAD;USP22;PHKB;KTN1;WNK1;CAPZA1;CDC16;PKN2;NDUFAF1;CPEB3;TRIM33;MON1B;BMPR1A
ChEA_2016,PPARD 23208498 ChIP-Seq MDA-MB-231 Human,13/516,0.0484436876323945,0.2553889917742123,0,0,1.7287286732566274,5.233472342040346,PLA2G12A;VLDLR;CLCN3;EXT1;ERP44;LASP1;ZEB1;KAT6B;GNAQ;CDC16;TNS3;HIST1H1C;FKTN
ChEA_2016,RUNX1 17652178 ChIP-ChIP JURKAT Human,22/1003,0.0485612320029068,0.2553889917742123,0,0,1.5100506750562852,4.56779722883023,HEXIM1;NCKAP1;RRM1;SMAD3;ZFYVE9;KIAA1033;HUS1;H2AFV;CSTF2T;ATP11B;MRPL24;SMAD5;KTN1;TJP1;ACOX1;NMT2;FYN;MXRA7;SPTAN1;CEP290;SIDT2;HIST1H1C
ChEA_2016,SMARCA4 20176728 ChIP-ChIP TSCs Mouse,24/1118,0.0497261376003689,0.2553889917742123,0,0,1.478896749066052,4.438501269651918,SMAD2;KCNB1;HSPA4;TUFT1;CSE1L;HUS1;CHD4;VEZF1;DYNLL1;PPP1R9A;EHBP1;KTN1;STK3;EXT1;RAP2A;LASP1;TMBIM4;GNAQ;CTNNA1;PKN2;TCF4;TEAD1;VAMP3;BMPR1A
ChEA_2016,GFI1B 20887958 ChIP-Seq HPC-7 Mouse,37/1871,0.0501201225086973,0.2553889917742123,0,0,1.3704840134178653,4.102314618563205,DENND1B;NFAT5;RNF14;WRB;CSTF2T;UBE3A;TOB1;NSL1;MTDH;EEA1;YY1;SESN1;ARL6IP5;CTNNA1;FYN;NBN;SCAI;KLHDC10;HIST1H1C;RRM1;GSTM1;PEX1;NPM3;TPD52L2;RAP2A;TMBIM4;GNAQ;MAFG;CDC16;NMT2;NDUFAF3;TCF4;TRIM16;PPIG;RHOQ;ZCCHC2;ALDH9A1
ChEA_2016,YY1 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse,30/1466,0.0516078199831974,0.2553889917742123,0,0,1.4131847725162487,4.18879564286624,WRB;CSTF2T;UBE3A;TOB2;NSL1;TRAK2;YY1;COMMD9;SCP2;BBX;TLK1;RGS20;BPTF;FKTN;ATF7IP;RRM1;BAD;ATRX;WWP1;GTPBP8;CACYBP;PEX1;MRPL24;PIAS1;NELL2;RAB14;CAPZA1;NMT2;TCF4;SKAP2
ChEA_2016,BACH1 22875853 ChIP-PCR HELA AND SCP4 Human,28/1352,0.052147905328163,0.2553889917742123,0,0,1.4287364492624846,4.220017794913908,CLIC5;CNTNAP2;ZFYVE9;PRIM1;HFE;PIK3R1;EPX;PPAT;ME1;PTRF;TRPM3;FBXO9;HIST1H1C;ATF7IP;NCOA2;NQO1;NTRK2;KCNB1;DENND2A;CACYBP;ATP11B;MYRIP;ACOX1;KLRF1;SCLY;IL6ST;PCYOX1;ZNF552
ChEA_2016,EKLF 21900194 ChIP-Seq ERYTHROCYTE Mouse,26/1239,0.0528034405713652,0.2553889917742123,0,0,1.4462002274628267,4.253533634764083,CSTB;SCARB1;VPS4B;CHD4;AAAS;TRAK2;STK3;CST3;PPAT;DNAJB4;TPR;TNPO1;RNF130;ZC3H14;SMAD2;NQO1;RRM1;HSPA4;AES;EXT2;COX7A2L;TMBIM4;CAPZA1;MAFG;PSMC2;ALDH9A1
ChEA_2016,PU.1 20176806 ChIP-Seq MACROPHAGES Mouse,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,RTN3;NFAT5;SP140;PON2;CCDC69;WASL;AAAS;TOB1;SCPEP1;NIPBL;AKAP10;CD36;TNS3;PAK2;ZC3H14;SCAI;KLHDC10;LYPLA1;KCNB1;NCOA3;USP22;CACYBP;DYNLL1;TPD52L2;INPP4A;EXT1;ALDH3A2;RAB14;WNK1;GNAQ;CDC16;NMT2;TMEM106B;TRIM16;DYNLRB1;FBXL5;SYNC;IL6ST;SIDT2
ChEA_2016,MNX1 26342078 ChIP-Seq MIN6-4N Mouse,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,CSTB;RTN3;PRIM1;CSE1L;VPS4B;CHD4;TOB2;TRAK2;YY1;SCPEP1;NIPBL;AKAP10;GOLGA5;PDZD2;TPR;SLC39A6;RGS20;FYN;TNS3;RREB1;PAK2;PTRF;CEP290;BPTF;HIST1H1C;NCOA2;LYPLA1;NEK7;EBF2;PEX1;SMAD5;INPP4A;PTP4A2;RAP2A;CDK13;FERMT2;RHOQ;VAMP3;ALDH9A1
ChEA_2016,P300 19829295 ChIP-Seq ESCs Human,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,NCKAP1;CNTNAP2;LEPROT;KCNA4;CSTF2T;PIK3R1;PAPSS2;UCHL1;KCNV2;CCDC91;TPR;PRRG1;PHACTR2;TLK1;CD36;TNS3;TEAD1;TRPM3;AASS;ATF7IP;NQO1;ANKRD46;CAV1;USP22;EBF2;PHKB;KTN1;EXT1;NELL2;COX7A2L;RAP2A;CAPZA1;RASA1;TMEM106B;RAB9A;TLL1;FBXL5;ZCCHC2;SKAP2
ChEA_2016,ESET 19884257 ChIP-Seq ESCs Mouse,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,SCARB1;LEPROT;PARG;PCOLCE2;CSE1L;NPR3;CHD4;PPP1R9A;TROVE2;MTDH;MYL12B;YY1;AKAP10;SCP2;SESN1;RGS20;PDE8B;TNS3;MEST;HEXIM1;ATF7IP;NQO1;KCNB1;NCOA3;AKTIP;WWP1;ANXA11;WIPI2;MYRIP;ALDH3A2;SLC25A16;EXT2;MSRA;ZEB1;GNAQ;PLSCR4;TLL1;TRIM33;SKAP2
ChEA_2016,ATF3 27146783 Chip-Seq COLON Human,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,DENND1B;UBE2D4;ZFYVE9;POP4;SP140;CSE1L;TOB2;EHBP1;TRAK2;EEA1;LASP1;COMMD9;BAG5;SCRN1;SESN1;LEPROTL1;ME1;NEK1;NBN;TEAD1;SPTAN1;HIST1H1C;RRM1;CAV1;ANXA11;NR1D2;VEZF1;TPD52L2;EXT1;SLC25A16;ACOX1;MAFG;MXRA7;ESYT1;IL6ST;CUEDC1;RHOQ;ZCCHC2;SIDT2
ChEA_2016,FLI1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,PCOLCE2;ZFYVE9;RNF14;CCDC69;QPRT;WASL;HIGD1A;ATP2C1;SLC5A3;SCPEP1;LASP1;BAG5;SCP2;BBX;TLK1;FYN;TEAD1;PAK2;ATF7IP;SMAD3;KCNB1;ST8SIA3;ANXA11;GTPBP8;MINA;SMAD5;KTN1;INPP4A;MSRA;PTP4A2;CAPZA1;CDC16;YIPF6;PIN1;TRIM16;SCLY;SYNC;SERINC3;CUEDC1
ChEA_2016,HIF1A 21447827 ChIP-Seq MCF-7 Human,9/321,0.0538083724807302,0.2553889917742123,0,0,1.921887390959556,5.616381879133246,SCARB1;AKAP10;NTHL1;SCD;NCOA3;CAV1;KLRF1;DYNLL1;TRIM33
ChEA_2016,OCT1 27270436 Chip-Seq PROSTATE Human,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,RTN3;PIK3R1;COMT;TOB2;ATP2C1;NIPBL;SCRN1;RGS20;FYN;CD36;HRAS;SPTAN1;RNF130;PTRF;ZC3H14;FBXO9;RAB2A;SMAD2;ATF7IP;ANKRD46;HSPA4;CAV1;DENND2A;NEK7;WWP1;LSM4;KTN1;PIAS1;EXT1;EXT2;PTP4A2;RAP2A;RAB14;TMEM33;PKN2;TCF4;CPEB3;FBXL5;CD46
ChEA_2016,KDM2B 26808549 Chip-Seq JURKAT Human,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,NCKAP1;DENND1B;RTN3;ZFYVE9;CELF2;CCDC69;FAM69A;ZBTB48;AAAS;TOB2;TOB1;LASP1;BBX;FAM63A;HRAS;PAK2;SPEN;KCNB1;USP22;ERAP1;H2AFV;ATP11B;LSM4;PIAS1;ALDH4A1;TJP1;TGFBR3;EXT2;PTP4A2;WNK1;PKN2;MXRA7;ESYT1;CDK13;SYNC;ZCCHC2;TRIM33;BMPR1A;ALDH9A1
ChEA_2016,NFI 21473784 ChIP-Seq ESCs Mouse,39/2000,0.0535730388514151,0.2553889917742123,0,0,1.351685452531256,3.955990444016731,KDM5A;YWHAB;PON2;VPS4B;UBE3A;TTK;WASL;ITGAE;F11R;NSL1;STK3;CST3;YY1;NIPBL;GRK4;TLK1;NBN;FBXO9;HTATIP2;HIST1H1C;HEXIM1;SPEN;LYPLA1;HSPA4;AKTIP;NEK7;GTPBP6;GTPBP8;PIAS1;EXT1;ERP44;PTP4A2;DYNC1LI2;RAP2A;GLB1L;WNK1;DYNLRB1;CDK13;SYNC
ChEA_2016,SIN3A 21632747 ChIP-Seq MESCs Mouse,25/1186,0.0545079591753433,0.2567930521149509,0,0,1.451648265601754,4.223437872719917,RNF14;WRB;VPS4B;TTK;HIGD1A;CCDC91;GOLGA5;NEK1;SCAI;TRPM3;SMAD2;RRM1;SCAF11;BAD;AKTIP;USP22;PHKB;MINA;NPM3;SLC25A16;PTP4A2;ACOX1;NDUFAF3;TRIM33;VAMP3
ChEA_2016,ATF3 23680149 ChIP-Seq GBM1-GSC Human,42/2189,0.056851649628347,0.2648417217927757,0,0,1.3309106270512667,3.816133405945037,SCARB1;RTN3;LEPROT;PARG;TUFT1;POP4;WRB;VLDLR;TMEM140;COMT;TROVE2;AURKA;UCHL1;LASP1;COMMD9;ARL6IP5;FAM63A;SPTAN1;HTATIP2;HIST1H1C;HEXIM1;SMAD3;CAV1;DENND2A;H2AFV;NR1D2;CACYBP;DNAJB14;VEZF1;WIPI2;TPD52L2;PTP4A2;ACOX1;RAB9A;MXRA7;ESYT1;PPIG;STAMBP;IL6ST;SERINC3;CUEDC1;RHOQ
ChEA_2016,TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse,20/912,0.0582984922185355,0.2648417217927757,0,0,1.5060858424087125,4.280565626417424,RNF14;WRB;NEK7;HUS1;TMEM140;TOB2;TOB1;TPD52L2;MTDH;LRP6;EXT1;CST3;MSRA;PTP4A2;DYNLRB1;PTPN4;RREB1;TEAD1;PTRF;ALDH9A1
ChEA_2016,MYC 18940864 ChIP-ChIP HL60 Human,17/746,0.0581619912866951,0.2648417217927757,0,0,1.5632382808145142,4.446667569823022,UBE2D4;POP4;WRB;ST8SIA3;ZBTB20;CACYBP;VLDLR;NPM3;MTDH;EXT2;PTP4A2;TMEM33;GRK4;SCLY;KIF20B;ZCCHC2;ZNF552
ChEA_2016,TCF7L2 21901280 ChIP-Seq H4IIE Rat,22/1023,0.057720045849636,0.2648417217927757,0,0,1.4782986797375286,4.216330689218103,RTN3;NTRK2;PLA2G12A;ZFAND6;AKTIP;QPRT;ZBTB20;WASL;F11R;HIGD1A;TRAK2;STK3;EXT1;CCDC91;TST;GNAQ;PSMC2;TCF4;SCLY;PTPN4;TEAD1;FBXO9
ChEA_2016,CEBPB 26923725 Chip-Seq MESODERM Mouse,23/1079,0.0574850868930348,0.2648417217927757,0,0,1.4659637895197462,4.18712934876126,SMAD2;KDM5A;CNTNAP2;GSTM2;LEPROT;SMAD3;PCOLCE2;ERAP1;HUS1;ATP11B;HIGD1A;PAPSS2;MYL12B;EXT1;SLC25A16;COX7A2L;PDZD2;TMEM33;EHHADH;TCF4;FYN;CPEB3;RREB1
ChEA_2016,EGR1 20690147 ChIP-Seq ERYTHROLEUKEMIA Human,106/6207,0.06074205001187,0.2720559423066855,0,0,1.2178956635467906,3.411470767611647,SCARB1;ZBTB20;COMT;YY1;SCP2;PPAT;SLC39A6;NBN;ANKS1A;PDE8B;TNS3;PTRF;ANXA11;DNAJB14;ATP11B;PIAS1;INPP4A;ALDH3A2;DYNC1LI2;FEZ2;PPIG;IL6ST;SIDT2;RTN3;SDC3;NPR3;MTDH;STK3;PDZD2;ZNF148;RREB1;ZC3H14;HEXIM1;SMAD2;MOAP1;SMAD3;HSPA4;CAV1;NR1D2;PARVA;LSM4;EXT1;SETX;MSRA;WNK1;GNAQ;MAFG;CDC16;PIN1;TCF4;DYNLRB1;CPEB3;FBXL5;GRSF1;CLIC5;DENND1B;CNTNAP2;YWHAB;FAM69A;CHD4;WASL;PPP1R9A;EEA1;SCPEP1;NIPBL;LASP1;SCRN1;ME1;PHACTR2;TNPO1;HRAS;SPTAN1;NCOA2;PLA2G12A;NCOA3;DENND2A;CACYBP;MYRIP;DYNLL1;AES;TGFBR3;PTP4A2;RASA1;EXOC3;ZNF358;CUEDC1;RHOQ;VAMP3;CSTB;NFAT5;CCDC69;EHBP1;CST3;CTNNA1;RGS20;FYN;MEST;NQO1;KCNB1;BAD;NPM3;TJP1;RAB14;SCD;SCLY;PTPN4
ChEA_2016,ELK1 19687146 ChIP-ChIP HELA Human,20/916,0.0604041929769948,0.2720559423066855,0,0,1.4990433673469388,4.207360156688552,NCKAP1;USP8;HSPA4;RNF14;TUFT1;AAAS;DYNLL1;NPM3;TROVE2;SCRN1;CAPZA1;DNAJB4;PSMC2;FYN;NDUFAF1;RREB1;RNF130;SLC25A36;MON1B;VAMP3
ChEA_2016,CREB1 20920259 ChIP-Seq GC1-SPG Mouse,56/3057,0.0622454187255508,0.2768397644017505,0,0,1.277093427873769,3.5460674440110243,CNTNAP2;GMFB;POP4;CSE1L;YY1;SCPEP1;NEK1;UBXN4;TEAD1;USP8;AKTIP;CACYBP;VEZF1;PEX1;ATG12;INPP4A;ALDH3A2;SLC25A16;COX7A2L;RAP2A;PPIG;CUEDC1;VAMP3;SIDT2;WRB;VPS4B;PIK3R1;AAAS;TOB2;CLCN3;TOB1;LRP6;DNAJB4;TPR;FYN;TRPM3;KLHDC10;HEXIM1;RRM1;HSPA4;USP22;NEK7;NAGA;PARVA;TPD52L2;EXT1;SETX;NELL2;ERP44;WNK1;YIPF6;CPEB3;SERINC3;GRSF1;ZCCHC2;SLC25A36
ChEA_2016,STAT3 24763339 ChIP-Seq IMN-ESCs Mouse,35/1788,0.0627256330496179,0.2770382126358126,0,0,1.3521725559418356,3.744145652350913,CNTNAP2;NFAT5;PCOLCE2;CCDC69;NPR3;PPP1R9A;ATP2C1;TOB1;MTDH;PDZD2;GRK4;PPAT;SPIN1;CTNNA1;TLK1;TNS3;RREB1;RNF130;SMAD2;ATF7IP;HSPA4;NCOA3;NEK7;ATRX;MED13L;EXT1;TJP1;MSRA;TMEM106B;TLL1;MXRA7;KIF20B;CDK13;IL6ST;ZCCHC2
ChEA_2016,SREBP2 21459322 ChIP-Seq LIVER Mouse,23/1095,0.0653970752623384,0.286845102529981,0,0,1.442844442049679,3.9350375323720974,RAB2A;LYPLA1;SCAF11;CAV1;PON2;HUS1;WWP1;H2AFV;DNAJB14;UQCR10;WIPI2;F11R;COMT;PPP1R9A;EHBP1;EXT1;ZEB1;TST;CDC16;NMT2;TMEM106B;TCTA;TNS3
ChEA_2016,EOMES 21245162 ChIP-Seq HESCs Human,20/932,0.0693586435028986,0.3021376525194761,0,0,1.4714912280701755,3.926622110113085,HEXIM1;NCKAP1;ZFAND6;QPRT;ITGAE;NPM3;MRPL24;TROVE2;TOB1;ALDH3A2;NELL2;SCPEP1;AKAP10;LASP1;SCD;FEZ2;FYN;CD46;IL6ST;FERMT2
ChEA_2016,NANOG 19829295 ChIP-Seq ESCs Human,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,CLIC5;CELF2;VPS4B;SDC3;NPR3;PCSK5;TOB1;EHBP1;LRP6;AURKA;PDZD2;DNAJB4;PRRG1;ARL6IP5;FYN;UBXN4;TNS3;RREB1;AASS;LYPLA1;SMAD3;ANKRD46;AKTIP;USP22;VEZF1;PEX1;PIAS1;ERP44;TMBIM4;CAPZA1;FEZ2;TLL1;CDK13;FBXL5;CUEDC1;DDR2;BMPR1A;ALDH9A1
ChEA_2016,SOX2 19829295 ChIP-Seq ESCs Human,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,CLIC5;CELF2;VPS4B;SDC3;NPR3;PCSK5;TOB1;EHBP1;LRP6;AURKA;PDZD2;DNAJB4;PRRG1;ARL6IP5;FYN;UBXN4;TNS3;RREB1;AASS;LYPLA1;SMAD3;ANKRD46;AKTIP;USP22;VEZF1;PEX1;PIAS1;ERP44;TMBIM4;CAPZA1;FEZ2;TLL1;CDK13;FBXL5;CUEDC1;DDR2;BMPR1A;ALDH9A1
ChEA_2016,CJUN 26792858 Chip-Seq BT549 Human,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,CLIC5;NFAT5;FAM69A;WASL;CHRDL1;EHBP1;STK3;EEA1;CST3;RMND5B;COMMD9;SESN1;ME1;TLK1;NBN;TNPO1;NQO1;SMAD3;KCNB1;NCOA3;CAV1;WWP1;ANXA11;NR1D2;KTN1;EXT1;TGFBR3;MSRA;PTP4A2;WNK1;RASA1;EHHADH;PLSCR4;SSPN;DYNLRB1;SYNC;DDR2;ALDH9A1
ChEA_2016,TOP2B 26459242 ChIP-Seq MCF-7 Human,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,CLIC5;CNTNAP2;KCNA4;UBE3A;PIK3R1;EHBP1;SCPEP1;COMMD9;PDZD2;CHL1;SESN1;ARL6IP5;SPIN1;CTNNA1;BBX;FYN;TNS3;RREB1;TEAD1;TRPM3;AASS;HTATIP2;KLHDC10;NTRK2;BAD;NEK7;EBF2;WWP1;PARVA;ATP11B;SMAD5;EXT1;EXT2;NOVA1;GNAQ;TMEM106B;FBXL5;MON1B
ChEA_2016,NEUROD2 26341353 ChIP-Seq CORTEX Mouse,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,TUFT1;CSE1L;KCNA4;CSTF2T;WASL;RMND5B;LASP1;BAG5;SCRN1;TPR;SPIN1;TLK1;TNS3;PAK2;ATF7IP;MOAP1;NTRK2;ANKRD46;HUS1;CACYBP;DNAJB14;PEX1;TPD52L2;EXT2;PTP4A2;COX7A2L;ZEB1;TMBIM4;CAPZA1;CDC16;TCF4;TRIM16;SYNC;GRSF1;FERMT2;RHOQ;TRIM33;DDR2
ChEA_2016,KAP1 27257070 Chip-Seq ESCs Mouse,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,DENND1B;NFAT5;TUFT1;QPRT;CHD4;TTK;F11R;SLC5A3;NSL1;RMND5B;GRK4;BBX;FAM63A;RGS20;NBN;FBXO9;BPTF;RAB2A;LYPLA1;PLA2G12A;HSPA4;NCOA3;GTPBP6;WWP1;MYRIP;ALDH3A2;ERP44;DYNC1LI2;MAFG;PSMC2;PKN2;TLL1;CD46;IL6ST;SERINC3;SLC25A36;SKAP2;ALDH9A1
ChEA_2016,E4F1 26484288 ChIP-Seq MOUSE EMBRYONIC FIBROBLAST Mouse,2/30,0.0741097879019695,0.3091583693715021,0,0,4.715244487056568,12.270045346371148,FYN;PHKB
ChEA_2016,GATA2 21571218 ChIP-Seq MEGAKARYOCYTES Human,23/1111,0.0740415386590769,0.3091583693715021,0,0,1.4204050753875557,3.697497657743382,SPEN;ZNF492;USP22;ZBTB48;WWP1;ZBTB20;DYNLL1;PCSK5;EHBP1;PTP4A2;AKAP10;LASP1;CCDC91;GNAQ;TMEM106B;SYNC;TNPO1;RREB1;ZC3H14;CEP290;AASS;ZNF552;BPTF
ChEA_2016,SOX3 22085726 ChIP-Seq NPCs Mouse,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,CSTB;CNTNAP2;CCDC69;F11R;MTDH;YY1;SCPEP1;NIPBL;AKAP10;LEPROTL1;DNAJB4;ARL6IP5;CTNNA1;ME1;PDE8B;RREB1;TEAD1;PTRF;RAB2A;SPEN;ST8SIA3;GTPBP6;PARVA;CACYBP;DNAJB14;DYNLL1;NPM3;NELL2;EXT2;PTP4A2;RAB14;GNAQ;NDUFAF3;PIN1;TCF4;FERMT2;RHOQ;BMPR1A
ChEA_2016,CEBPB 24764292 ChIP-Seq MC3T3 Mouse,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,CSTB;SCARB1;CSTF2T;UBE3A;UQCR10;HIGD1A;TOB1;AURKA;CCDC91;BAG5;ARL6IP5;SPIN1;CTNNA1;NEK1;TEAD1;HEXIM1;BAD;NCOA3;NEK7;GTPBP6;DNAJB14;ATP11B;PHKB;LSM4;AES;SLC25A16;EXT2;ERP44;RAP2A;TMEM33;SSPN;NMT2;TCTA;PTPN4;CUEDC1;TRIM33;SLC25A36;SKAP2
ChEA_2016,P53 21459846 ChIP-Seq SAOS-2 Human,38/2000,0.0763173962127764,0.3091583693715021,0,0,1.3112574020900936,3.373674336025481,ZFYVE9;YWHAB;PON2;NPR3;CHD4;TTK;PIK3R1;PPP1R9A;CLCN3;ATP2C1;SLC4A4;MTDH;SCPEP1;GOLGA5;SPIN1;TNS3;SPTAN1;RNF130;TRPM3;FBXO9;ATF7IP;NQO1;KCNB1;USP22;ST8SIA3;AMMECR1;VEZF1;LSM4;NELL2;TST;NMT2;EXOC3;TCF4;TRIM16;ESYT1;CDK13;RHOQ;VAMP3
ChEA_2016,SOX9 26525672 Chip-Seq HEART Mouse,33/1702,0.0768244297666992,0.3092426413393715,0,0,1.3352609717182462,3.4265902264381305,CELF2;ZBTB20;UQCR10;PCSK5;MTDH;MYL12B;UCHL1;PDZD2;TPR;RGS20;TNS3;TRPM3;HEXIM1;NTRK2;ATP11B;ATG12;MED13L;ALDH4A1;NELL2;MSRA;ERP44;PTP4A2;RAP2A;TST;NOVA1;TCF4;KIF20B;CDK13;CPEB3;IL6ST;ZCCHC2;TRIM33;ALDH9A1
ChEA_2016,RUNX 20019798 ChIP-Seq JUKART Human,14/616,0.0817391709934871,0.3269566839739486,0,0,1.5529354366563668,3.88889499636711,HSPA4;AKTIP;CCDC69;NEK7;ERAP1;PIK3R1;LSM4;TJP1;TGFBR3;RAB14;GNAQ;RASA1;NMT2;TRIM33
ChEA_2016,CCND1 20090754 ChIP-ChIP RETINA Mouse,40/2137,0.0834790386975768,0.330662255963169,0,0,1.2914419867209568,3.2068567120709184,RTN3;LEPROT;CSE1L;CHD4;AAAS;TOB2;TOB1;UCHL1;LASP1;TPR;MLX;RREB1;RNF130;MEST;FBXO9;HIST1H1C;HEXIM1;ATF7IP;PLA2G12A;BAD;USP22;GTPBP6;HUS1;PARVA;CACYBP;WIPI2;NPM3;LSM4;RAP2A;TST;WNK1;ACOX1;CAPZA1;NMT2;TMEM106B;PIN1;TCTA;SCLY;RHOQ;MON1B
ChEA_2016,SOX2 18358816 ChIP-ChIP MESCs Mouse,17/785,0.0837053824057707,0.330662255963169,0,0,1.4808046230859837,3.6730647854349328,ATF7IP;NQO1;RTN3;NTRK2;ANXA11;CACYBP;DYNLL1;CST3;RMND5B;TMBIM4;ARL6IP5;RGS20;PKN2;IL6ST;GRSF1;TNPO1;SLC25A36
ChEA_2016,MYCN 18555785 ChIP-Seq MESCs Mouse,42/2261,0.084608623931476,0.3321671902494985,0,0,1.2824444281417358,3.1672774730173647,NCKAP1;NFAT5;PARG;UBE3A;CLCN3;TROVE2;NSL1;MTDH;LRP6;AURKA;YY1;COMMD9;SESN1;TPR;SPIN1;SLC39A6;TLK1;FYN;RNF130;ZC3H14;BPTF;LYPLA1;RRM1;SMAD3;GTPBP6;WWP1;CACYBP;PHKB;MINA;WIPI2;DYNLL1;TPD52L2;ALDH3A2;SLC25A16;EXT2;ACOX1;MAFG;PSMC2;NMT2;NDUFAF1;PPIG;FBXL5
ChEA_2016,EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human,13/574,0.0929811847094861,0.3627977513817987,0,0,1.545317905432683,3.670683436581132,NCOA2;CSTB;ST8SIA3;MYL12B;PIAS1;STK3;TGFBR3;COMMD9;ACOX1;TLL1;PAK2;AASS;KLHDC10
ChEA_2016,ELK4 26923725 Chip-Seq MESODERM Mouse,11/466,0.0936955624504108,0.3633559616979346,0,0,1.6099091220198487,3.8117889922693418,EXT1;EEA1;NTRK2;ANKRD46;SP140;CSTF2T;CHD4;SERINC3;SLC5A3;SLC25A36;SKAP2
ChEA_2016,BCL3 23251550 ChIP-Seq MUSCLE Mouse,18/858,0.0961161384787255,0.3704840246816329,0,0,1.4331306990881458,3.3566759186003075,SPEN;USP8;RNF14;NCOA3;USP22;WASL;TRAK2;YY1;ERP44;UCHL1;AKAP10;BAG5;RASA1;NDUFAF3;SCLY;TNPO1;TRIM33;HIST1H1C
ChEA_2016,ZIC3 20872845 ChIP-ChIP MESCs Mouse,9/365,0.0999737466872799,0.3830319451392171,0,0,1.6805282057222286,3.870000447101433,CST3;TGFBR3;RMND5B;RAP2A;ANXA11;IL6ST;GRSF1;CUEDC1;HIST1H1C
ChEA_2016,PADI4 21655091 ChIP-ChIP MCF-7 Human,21/1037,0.1008088829571791,0.3830909771287767,0,0,1.3841757683515368,3.176031168416147,NCOA3;VPS4B;WWP1;CACYBP;CHD4;VEZF1;MRPL24;TROVE2;TOB1;EHBP1;AURKA;INPP4A;COX7A2L;GOLGA5;PPAT;NEK1;PKN2;KIF20B;UBXN4;SERINC3;VAMP3
ChEA_2016,ISL1 27105846 Chip-Seq CPCs Mouse,30/1576,0.1055087415777491,0.3830909771287767,0,0,1.3047290498778208,2.934285363193634,CNTNAP2;TUFT1;CELF2;CSTF2T;UCHL1;KCNV2;GOLGA5;COMMD9;PPAT;ARL6IP5;ME1;TLK1;TNS3;TEAD1;HEXIM1;SMAD2;ATF7IP;NCOA3;HUS1;PARVA;PHKB;VEZF1;DYNLL1;SMAD5;MED13L;PIAS1;TGFBR3;RAP2A;CDK13;SIDT2
