0,C25,C25 w/ testosterone,C24,C24 w/ testosterone,C31,C31 w/ testosterone,C32
ENSG00000206803.1,0,0,0,0,0,0,3
ENSG00000237845.1,0,0,0,0,0,0,0
ENSG00000229291.1,1,0,0,1,0,1,0
ENSG00000116962.15,4205,5556,12776,16117,4981,4298,4824
ENSG00000252822.1,0,0,2,0,0,0,0
ENSG00000235371.1,1,0,0,5,3,6,1
ENSG00000286142.2,0,0,0,0,0,0,0
ENSG00000077585.14,429,531,886,554,514,562,452
ENSG00000086619.14,296,347,218,129,116,93,274
ENSG00000222650.1,0,0,0,0,0,0,0
ENSG00000237922.1,0,1,0,0,0,0,0
ENSG00000186197.15,43,48,0,0,3,1,3
ENSG00000244457.2,0,0,0,0,0,0,0
ENSG00000116977.19,1717,2137,1939,911,2001,1657,2119
ENSG00000223776.5,8,0,1,1,1,3,2
ENSG00000273058.2,9,10,22,22,22,31,21
ENSG00000230325.1,2,5,4,0,5,8,1
ENSG00000119285.11,2629,3110,2116,1305,1013,801,1532
ENSG00000077522.13,67,64,3,7,119,95,21
ENSG00000116984.14,3065,3686,3317,2494,2020,1425,2483
ENSG00000226498.2,2,0,1,1,2,0,0
ENSG00000237991.3,6,6,13,12,5,6,9
ENSG00000244020.3,0,0,0,0,0,0,0
ENSG00000288099.1,0,0,0,0,0,0,0
ENSG00000198626.17,590,636,36,29,36,24,21
ENSG00000252396.1,0,2,0,0,0,0,0
ENSG00000266262.1,0,0,0,0,0,0,0
ENSG00000252290.1,0,0,0,0,0,0,0
ENSG00000237250.3,0,0,0,0,0,0,0
ENSG00000116996.9,3,2,0,0,0,0,0
ENSG00000243781.1,0,0,0,0,0,0,0
ENSG00000283174.1,0,0,0,0,0,0,0
ENSG00000283166.1,0,0,0,0,0,0,0
ENSG00000283377.1,0,0,0,0,0,0,0
ENSG00000270188.1,4,2,2,4,20,17,11
ENSG00000232154.2,0,0,0,0,0,0,0
ENSG00000225723.1,0,0,0,0,0,0,0
ENSG00000227860.1,0,0,0,0,0,0,0
ENSG00000230019.1,0,0,0,0,0,0,0
ENSG00000234464.2,1,1,3,0,0,2,1
ENSG00000232989.1,0,0,0,0,0,0,0
ENSG00000252371.1,0,0,0,0,0,0,0
ENSG00000215808.4,69,81,95,33,71,37,40
ENSG00000231877.1,2,6,18,10,0,0,0
ENSG00000215149.3,0,0,1,0,1,0,0
ENSG00000224783.1,0,0,0,0,0,0,0
ENSG00000287177.1,0,0,0,0,0,0,0
ENSG00000227854.1,0,0,0,1,0,0,0
ENSG00000287589.1,0,0,0,0,0,0,0
ENSG00000259776.1,0,0,0,0,0,0,0
ENSG00000133019.12,24,49,291,166,120,83,89
ENSG00000233355.7,0,0,0,0,2,0,1
ENSG00000234601.1,0,0,0,0,0,0,0
ENSG00000231979.1,0,1,1,0,0,0,0
ENSG00000215805.3,0,0,0,0,0,0,0
ENSG00000287102.1,0,0,0,0,0,0,0
ENSG00000217327.3,0,0,0,0,0,0,0
ENSG00000155816.20,259,290,293,209,4,2,66
ENSG00000228818.1,31,25,14,39,28,27,26
ENSG00000202041.1,0,0,0,0,0,0,0
ENSG00000223694.1,0,0,0,1,2,0,1
ENSG00000233735.5,0,0,0,1,0,0,0
ENSG00000252317.1,0,0,0,0,0,0,0
ENSG00000233519.1,0,0,0,1,0,0,0
ENSG00000180875.5,29,42,255,269,11,7,160
ENSG00000224359.2,0,0,0,0,0,0,0
ENSG00000226014.1,0,0,0,0,0,0,0
ENSG00000231440.1,0,0,0,0,0,0,0
ENSG00000228844.1,0,0,0,0,0,1,0
ENSG00000251750.1,0,0,0,0,0,0,0
ENSG00000234872.2,0,0,0,0,0,0,0
ENSG00000199241.1,0,0,0,0,0,0,0
ENSG00000230015.3,0,0,1,2,0,0,0
ENSG00000226919.4,0,0,0,0,0,0,0
ENSG00000223963.2,2,1,3,0,0,1,0
ENSG00000182901.17,224,319,59,58,83,87,84
ENSG00000215802.3,0,0,0,0,0,0,0
ENSG00000233615.1,0,1,0,0,0,0,0
ENSG00000238085.1,0,2,0,3,1,0,1
ENSG00000265831.1,0,0,0,0,0,0,0
ENSG00000224348.2,0,0,1,0,0,0,0
ENSG00000286496.1,16,19,0,1,4,4,7
ENSG00000287516.1,13,11,3,4,10,10,5
ENSG00000287738.1,0,1,1,1,1,0,2
ENSG00000091483.7,1943,2495,1600,1611,1578,1723,1754
ENSG00000117009.12,4,11,21,12,0,0,8
ENSG00000054277.14,477,586,127,102,104,131,226
ENSG00000203668.2,1114,1504,364,167,268,226,491
ENSG00000287513.1,1,0,0,1,0,0,1
ENSG00000162843.17,1,0,0,0,0,0,0
ENSG00000229022.1,0,0,0,3,2,1,2
ENSG00000174371.17,277,297,84,89,50,46,280
ENSG00000235990.2,0,0,1,0,0,0,0
ENSG00000196289.7,0,0,0,0,0,0,0
ENSG00000213026.4,0,0,0,0,0,0,0
ENSG00000197769.6,380,336,2748,2759,205,234,295
ENSG00000224625.2,0,0,0,0,0,0,0
ENSG00000277099.1,0,0,0,0,0,0,0
ENSG00000180287.17,0,1,0,0,1,1,1
ENSG00000272865.2,0,0,0,0,0,0,0
ENSG00000252084.1,0,0,0,0,0,0,0
ENSG00000224525.2,0,0,0,0,1,1,1
ENSG00000226750.1,0,0,0,0,0,0,0
ENSG00000235467.1,0,0,0,0,0,0,0
ENSG00000213690.3,0,2,0,0,0,0,0
ENSG00000270859.1,0,0,0,0,0,0,0
ENSG00000215800.2,0,0,0,0,0,0,0
ENSG00000270818.1,1,0,0,0,0,0,0
ENSG00000277704.1,0,0,0,0,0,0,0
ENSG00000230199.1,0,1,1,2,1,1,0
ENSG00000234116.1,0,0,0,0,0,0,0
ENSG00000231512.6,0,0,0,0,0,0,0
ENSG00000278455.1,0,0,0,0,0,0,0
ENSG00000253326.2,0,1,1,0,0,0,2
ENSG00000214837.8,15,13,27,5,7,5,14
ENSG00000212230.1,0,0,0,0,0,0,0
ENSG00000143702.16,6575,7847,4320,2431,2183,1421,2440
ENSG00000227230.1,0,0,0,0,0,0,0
ENSG00000232085.1,0,2,0,0,0,0,0
ENSG00000054282.16,952,1249,955,994,642,588,652
ENSG00000224727.1,1,0,2,0,0,0,0
ENSG00000265201.1,0,4,0,3,1,0,0
ENSG00000117020.18,2469,3133,2705,1730,1048,822,1503
ENSG00000236031.1,0,0,0,0,0,1,0
ENSG00000226766.1,0,0,0,0,0,1,0
ENSG00000232184.1,1,0,0,0,1,0,0
ENSG00000228939.1,0,0,3,0,1,0,0
ENSG00000226828.2,0,0,0,0,0,0,0
ENSG00000179456.10,309,480,442,342,545,520,354
ENSG00000279774.1,0,0,0,0,0,0,0
ENSG00000229960.1,0,0,0,0,0,0,0
ENSG00000286486.1,0,0,0,0,0,0,0
ENSG00000244066.3,0,0,0,0,0,0,0
ENSG00000237759.1,0,0,0,0,0,0,0
ENSG00000287531.1,0,0,0,0,0,0,0
ENSG00000173728.11,0,0,0,0,0,0,0
ENSG00000240963.1,0,0,0,0,0,0,0
ENSG00000225401.2,1,0,0,2,0,0,1
ENSG00000035687.10,1537,1972,1655,1433,947,900,1063
ENSG00000179397.18,35,33,31,21,48,59,30
ENSG00000227735.1,0,0,0,0,0,0,0
ENSG00000121644.19,3870,5075,4425,2578,2017,2021,2489
ENSG00000232059.3,0,0,0,1,1,0,1
ENSG00000284188.2,0,2,1,3,0,0,1
ENSG00000282317.1,1,2,3,4,0,1,3
ENSG00000287601.1,4,3,2,3,0,1,1
ENSG00000203667.10,1314,1684,1424,859,1329,1474,1121
ENSG00000153187.20,14362,17816,14321,16293,12417,11021,14198
ENSG00000273175.1,0,3,1,0,0,1,1
ENSG00000201758.1,0,0,0,0,0,0,0
ENSG00000252073.1,0,0,0,0,0,0,0
ENSG00000272195.1,12,17,16,17,10,15,12
ENSG00000203666.12,180,196,104,90,89,72,146
ENSG00000252282.1,0,0,0,0,0,0,0
ENSG00000251754.1,0,0,0,0,0,0,0
ENSG00000223353.2,0,0,0,0,0,0,0
ENSG00000201170.1,0,0,0,0,0,0,0
ENSG00000162849.16,1064,1390,563,448,353,253,444
ENSG00000232192.1,0,0,0,0,0,0,0
ENSG00000232793.2,0,0,0,0,0,0,0
ENSG00000238224.1,0,0,0,0,0,0,0
ENSG00000231612.1,2,3,0,0,0,4,1
ENSG00000185420.19,469,631,225,286,225,280,220
ENSG00000235096.2,0,0,0,0,0,0,0
ENSG00000226876.3,0,0,0,0,0,0,0
ENSG00000225222.2,0,0,0,0,0,0,0
ENSG00000202184.1,0,1,0,0,0,0,0
ENSG00000230184.1,4,0,2,0,0,0,3
ENSG00000207326.1,0,0,0,0,0,0,1
ENSG00000227728.2,0,0,0,0,0,0,0
ENSG00000242042.1,1,0,0,0,1,0,0
ENSG00000230813.1,0,0,0,0,0,0,0
ENSG00000229112.1,0,0,0,0,0,0,0
ENSG00000162851.8,635,794,339,211,337,332,366
ENSG00000162852.14,979,1156,839,730,481,482,479
ENSG00000225300.1,0,0,2,4,0,1,0
ENSG00000228955.2,0,0,0,0,0,0,0
ENSG00000260698.1,2,6,6,4,4,4,7
ENSG00000235021.1,0,0,0,0,0,0,0
ENSG00000143653.10,1336,1747,1491,1504,1053,1099,1101
ENSG00000228879.1,0,0,0,0,0,0,0
ENSG00000223519.8,1,0,0,0,0,0,0
ENSG00000260855.1,32,33,92,28,16,17,35
ENSG00000227953.7,19,39,95,81,50,52,53
ENSG00000235386.1,1,5,1,2,0,1,1
ENSG00000252011.1,0,0,0,0,0,0,0
ENSG00000153207.16,2960,3632,1827,1088,1184,831,1525
ENSG00000197472.15,8,14,11,3,1,9,10
ENSG00000135747.11,2,2,2,1,1,0,2
ENSG00000236775.1,0,0,0,0,0,0,0
ENSG00000277462.2,79,117,102,54,61,70,77
ENSG00000215796.3,0,1,0,0,0,0,0
ENSG00000228982.1,0,1,0,0,0,0,0
ENSG00000188295.14,135,175,189,151,123,95,145
ENSG00000286747.1,3,2,1,4,1,5,3
ENSG00000221953.5,12,15,12,10,18,14,24
ENSG00000226164.2,0,0,0,0,0,0,0
ENSG00000196418.12,118,148,101,51,94,89,64
ENSG00000224014.1,9,2,1,1,0,0,4
ENSG00000215795.2,0,2,1,2,0,0,0
ENSG00000259865.1,60,70,98,16,49,63,57
ENSG00000227671.4,412,413,405,213,419,305,400
ENSG00000283881.1,0,0,0,0,0,0,0
ENSG00000252516.1,3,4,3,1,0,0,1
ENSG00000232347.1,1,0,0,0,0,0,2
ENSG00000214144.3,0,1,3,0,0,0,4
ENSG00000235818.3,0,0,0,0,0,0,0
ENSG00000197617.9,0,0,0,0,0,0,0
ENSG00000202079.1,0,0,0,0,0,0,0
ENSG00000162714.12,1437,1970,1703,2266,818,700,1456
ENSG00000286216.1,0,0,0,0,0,0,0
ENSG00000287116.1,1,4,3,3,2,1,3
ENSG00000162711.18,111,134,8,13,7,7,3
ENSG00000177535.8,0,0,0,0,0,0,0
ENSG00000203664.7,0,0,0,0,0,0,0
ENSG00000169224.13,0,0,0,0,0,0,0
ENSG00000196242.10,0,0,0,0,0,0,0
ENSG00000284824.1,0,0,0,0,0,0,0
ENSG00000236817.5,0,0,0,0,0,0,0
ENSG00000177489.1,0,0,0,0,0,0,0
ENSG00000177476.3,0,0,0,0,0,0,0
ENSG00000283369.1,0,0,0,0,0,0,0
ENSG00000198452.8,0,0,0,0,0,0,0
ENSG00000235749.3,0,0,0,0,0,0,0
ENSG00000230411.1,0,0,0,0,0,0,0
ENSG00000197437.4,0,0,0,0,0,0,0
ENSG00000169214.4,0,0,0,0,0,0,0
ENSG00000239395.2,0,0,0,0,0,0,0
ENSG00000241128.2,0,0,0,0,0,0,0
ENSG00000153230.4,0,0,0,0,0,0,0
ENSG00000221888.4,0,0,0,0,0,0,0
ENSG00000228336.2,0,0,0,0,0,0,0
ENSG00000196772.4,0,0,0,0,1,0,0
ENSG00000232908.3,0,0,0,0,0,0,0
ENSG00000230576.1,0,0,0,0,0,0,0
ENSG00000197591.3,0,0,0,0,0,0,0
ENSG00000162722.9,14,17,0,0,0,0,2
ENSG00000238243.3,0,1,0,0,0,0,0
ENSG00000177462.7,0,0,0,0,0,0,0
ENSG00000177275.4,0,0,0,0,0,0,0
ENSG00000226191.3,0,0,0,0,0,0,0
ENSG00000224830.2,0,0,0,0,0,0,0
ENSG00000279263.1,0,0,0,0,0,0,0
ENSG00000187080.10,0,0,0,0,0,0,0
ENSG00000237492.1,0,0,0,0,0,0,0
ENSG00000224227.3,0,0,0,0,0,0,0
ENSG00000199442.1,0,0,0,0,0,0,0
ENSG00000232215.2,0,0,0,0,0,0,0
ENSG00000197454.2,0,0,0,0,0,0,0
ENSG00000200085.1,0,0,0,0,0,0,0
ENSG00000203663.4,0,0,1,0,0,0,3
ENSG00000200982.1,0,0,0,0,0,0,0
ENSG00000198128.4,0,0,0,0,0,0,0
ENSG00000197067.6,0,0,0,0,0,0,0
ENSG00000196071.5,0,0,0,0,0,0,0
ENSG00000177233.2,0,0,0,0,0,0,0
ENSG00000162727.3,0,0,0,0,0,0,0
ENSG00000198601.3,0,0,0,0,0,0,0
ENSG00000228198.3,0,0,0,0,0,0,0
ENSG00000171180.2,0,0,0,0,0,0,0
ENSG00000177212.4,0,0,0,0,0,0,0
ENSG00000177201.2,0,0,0,1,0,0,0
ENSG00000177186.3,0,0,0,0,0,0,0
ENSG00000177174.1,0,0,0,0,0,0,0
ENSG00000196944.4,0,0,0,0,0,0,0
ENSG00000198104.3,0,0,0,0,0,0,0
ENSG00000175143.4,0,0,0,0,0,0,0
ENSG00000227152.6,0,0,0,0,0,0,0
ENSG00000196240.4,0,0,0,0,0,0,0
ENSG00000196539.3,0,0,0,0,0,0,0
ENSG00000229255.1,0,0,0,0,0,0,0
ENSG00000203661.4,0,0,0,0,0,0,0
ENSG00000271934.2,0,0,0,0,0,0,0
ENSG00000188558.6,0,0,0,0,0,0,0
ENSG00000224521.2,0,0,0,0,0,0,0
ENSG00000227102.2,0,0,0,0,0,0,0
ENSG00000182783.5,0,0,0,0,0,0,0
ENSG00000183310.3,0,0,0,0,0,0,0
ENSG00000184022.4,0,0,0,0,0,0,0
ENSG00000201602.1,0,0,0,0,0,0,0
ENSG00000271701.1,0,0,0,0,0,0,0
ENSG00000279301.4,0,0,0,0,0,0,0
ENSG00000177151.4,0,0,0,0,0,0,0
ENSG00000187701.4,0,0,0,0,0,0,0
ENSG00000286015.1,0,0,0,0,0,0,0
ENSG00000189181.5,0,0,0,0,0,0,0
ENSG00000229703.6,0,0,0,0,0,0,0
ENSG00000276520.1,0,0,0,0,0,0,0
ENSG00000242529.1,0,0,0,0,0,0,0
ENSG00000259823.6,0,0,0,0,0,0,1
ENSG00000229663.1,0,0,0,0,0,0,0
ENSG00000175137.11,1364,1756,1118,1707,685,666,931
ENSG00000264500.1,0,0,0,1,0,0,0
ENSG00000171161.13,414,547,481,696,442,408,584
ENSG00000171163.16,268,316,258,436,453,406,388
ENSG00000227237.1,0,0,0,0,0,0,3
ENSG00000185220.12,158,211,159,151,148,132,143
ENSG00000200495.1,0,0,0,0,0,0,0
ENSG00000233084.2,2,2,4,3,1,0,0
ENSG00000184731.6,3,9,9,6,7,11,50
ENSG00000227061.2,0,0,1,0,0,0,0
ENSG00000035115.22,962,1211,960,778,695,746,831
ENSG00000143727.16,2970,3965,2542,1914,1982,2245,2136
ENSG00000189292.16,3,5,2,4,2,2,0
ENSG00000228643.1,1,1,0,1,0,1,2
ENSG00000235779.8,0,0,0,0,0,0,0
ENSG00000277997.1,0,0,0,0,0,0,0
ENSG00000233684.2,2,4,0,1,1,0,1
ENSG00000236856.1,0,0,0,0,0,0,0
ENSG00000226277.2,0,0,0,0,0,0,0
ENSG00000223985.2,0,0,0,0,0,0,0
ENSG00000284452.1,0,0,0,0,0,0,0
ENSG00000225942.1,0,0,0,0,0,0,0
ENSG00000233633.2,0,0,0,0,0,0,0
ENSG00000151353.15,788,956,870,914,757,812,899
ENSG00000233296.2,0,0,2,0,6,5,2
ENSG00000280360.1,0,0,0,0,0,0,0
ENSG00000233970.1,0,0,0,0,0,0,0
ENSG00000227713.2,0,0,0,0,0,0,0
ENSG00000272342.1,1,0,0,0,0,0,3
ENSG00000231173.1,4,0,0,1,0,0,0
ENSG00000223751.1,0,2,0,0,0,0,1
ENSG00000237667.7,0,0,0,0,0,0,0
ENSG00000228799.6,0,0,0,0,0,0,0
ENSG00000234796.1,0,0,0,0,0,0,0
ENSG00000235688.2,0,1,0,0,0,0,0
ENSG00000172554.12,42,44,4,6,9,5,6
ENSG00000235403.1,0,0,0,0,0,0,0
ENSG00000236665.1,0,0,0,0,0,0,0
ENSG00000233553.1,0,0,0,0,0,0,0
ENSG00000231482.3,6,5,0,1,0,0,0
ENSG00000115705.22,0,0,0,0,0,0,0
ENSG00000228613.1,1,5,0,0,0,0,0
ENSG00000283766.1,0,0,0,0,0,0,0
ENSG00000203635.2,2,2,0,0,0,0,1
ENSG00000130508.11,33474,41060,24995,32137,8788,7063,12883
ENSG00000186487.20,0,0,0,0,0,0,1
ENSG00000284600.1,0,0,0,0,0,0,0
ENSG00000232057.1,2,2,0,0,0,1,0
ENSG00000225619.1,0,0,0,0,0,0,0
ENSG00000234929.2,0,0,0,0,0,0,1
ENSG00000287583.1,0,0,0,0,0,0,0
ENSG00000237720.2,0,0,0,0,0,0,0
ENSG00000227364.1,0,0,0,0,0,0,0
ENSG00000228391.1,0,0,0,0,0,0,0
ENSG00000234423.2,0,0,0,0,0,0,1
ENSG00000236760.1,0,1,0,0,0,0,0
ENSG00000226649.1,0,0,0,0,0,0,0
ENSG00000032389.13,514,791,428,566,376,436,430
ENSG00000224885.1,1,2,3,7,4,5,6
ENSG00000171853.16,1561,1897,1515,2123,1235,1311,1631
ENSG00000225234.1,0,0,0,1,0,0,0
ENSG00000271868.1,1,2,1,4,3,3,2
ENSG00000182551.14,2282,2887,2014,2359,1788,2277,1682
ENSG00000235078.1,6,2,5,8,8,7,12
ENSG00000242282.6,0,0,0,0,0,0,1
ENSG00000286905.1,2,2,1,5,2,1,3
ENSG00000171865.10,1696,2236,1284,1036,883,723,1022
ENSG00000234171.3,181,219,230,288,130,152,126
ENSG00000287126.1,34,37,106,111,38,56,50
ENSG00000171863.15,9580,13294,9587,8033,5550,6925,7814
ENSG00000118004.18,0,2,6,12,0,0,42
ENSG00000237370.1,0,0,0,0,0,0,0
ENSG00000188765.7,4,6,7,42,35,42,18
ENSG00000151360.10,0,0,0,0,0,0,1
ENSG00000232718.1,0,0,0,0,0,0,0
ENSG00000224661.1,0,0,0,0,0,0,0
ENSG00000214866.9,8,11,2,0,2,1,6
ENSG00000237401.8,0,0,0,0,0,0,0
ENSG00000229550.1,0,0,0,0,0,0,0
ENSG00000231821.1,1,0,0,0,0,0,1
ENSG00000231532.6,0,0,0,0,0,0,2
ENSG00000252238.1,0,0,0,0,0,0,0
ENSG00000207192.1,0,0,0,0,0,0,0
ENSG00000228585.1,0,0,0,0,0,0,0
ENSG00000232835.1,0,0,0,0,0,0,0
ENSG00000224128.1,2,0,0,0,0,0,0
ENSG00000230090.5,0,0,0,0,0,0,1
ENSG00000176887.7,1096,1139,223,281,240,213,543
ENSG00000242540.3,4,4,1,1,0,6,3
ENSG00000236106.2,0,0,0,0,1,0,2
ENSG00000237266.2,0,0,0,0,0,0,0
ENSG00000232044.7,19,16,3,0,3,2,2
ENSG00000276733.1,0,0,0,0,0,0,0
ENSG00000234275.4,0,0,0,0,0,0,0
ENSG00000227007.1,0,0,0,0,0,0,0
ENSG00000226488.2,0,0,1,0,0,0,0
ENSG00000231610.1,0,0,0,0,0,0,0
ENSG00000236172.7,0,2,0,0,0,0,0
ENSG00000286851.1,0,0,0,0,0,0,0
ENSG00000283394.1,0,0,0,0,0,0,0
ENSG00000205837.7,0,1,0,0,0,0,0
ENSG00000225964.6,0,0,1,0,2,0,4
ENSG00000134326.11,38,46,132,65,86,68,76
ENSG00000134321.12,20,21,330,187,211,201,103
ENSG00000271947.1,0,2,18,18,12,15,10
ENSG00000228203.7,35,35,355,251,130,104,78
ENSG00000151692.15,616,773,3998,2792,1740,1617,1903
ENSG00000223884.7,0,0,0,0,0,0,0
ENSG00000223145.1,0,0,0,0,0,0,0
ENSG00000272002.1,1,2,7,3,4,2,2
ENSG00000213774.3,0,0,0,0,0,0,0
ENSG00000229727.7,0,2,4,5,0,0,0
ENSG00000221255.1,0,0,0,0,0,0,0
ENSG00000287119.1,0,2,0,0,0,0,0
ENSG00000230515.1,0,0,0,0,0,0,0
ENSG00000235576.1,0,0,0,0,0,0,0
ENSG00000232979.1,0,0,0,0,0,0,0
ENSG00000229405.1,0,0,0,0,0,0,0
ENSG00000226506.6,0,0,0,0,0,0,0
ENSG00000235665.6,0,0,0,0,0,0,0
ENSG00000286857.1,0,0,0,0,0,0,0
ENSG00000236790.6,0,1,0,0,0,1,0
ENSG00000229740.3,0,0,0,0,0,0,0
ENSG00000236008.3,2,1,0,0,0,0,0
ENSG00000285591.1,0,0,0,0,0,0,0
ENSG00000231083.1,0,0,0,1,0,0,0
ENSG00000225642.1,0,0,0,0,0,1,0
ENSG00000235092.6,20,29,89,50,30,21,54
ENSG00000115738.10,442,591,566,266,511,538,281
ENSG00000134313.16,4205,5706,5811,4808,4380,3110,4358
ENSG00000143797.12,1534,1976,1486,834,1482,1424,944
ENSG00000230886.3,0,0,0,0,0,0,0
ENSG00000223640.1,0,0,0,0,0,0,0
ENSG00000242136.1,0,0,0,0,0,0,0
ENSG00000261104.1,0,0,0,0,0,0,0
ENSG00000244310.2,0,0,0,0,0,0,0
ENSG00000240980.1,0,0,0,0,0,0,0
ENSG00000151693.11,2956,3681,1594,1108,1273,1115,1223
ENSG00000213772.3,3,1,1,3,1,1,4
ENSG00000119185.13,2034,2629,1967,2153,1595,1905,1714
ENSG00000119203.14,1080,1457,1001,1111,987,1093,1013
ENSG00000134330.19,1077,1380,618,495,379,524,606
ENSG00000151694.14,1434,1871,2989,2435,1917,1783,2055
ENSG00000239300.6,0,0,2,1,1,0,1
ENSG00000271855.1,9,10,9,8,13,13,13
ENSG00000134308.14,10386,13737,9858,7624,9401,10172,9167
ENSG00000207086.1,0,0,0,0,0,0,0
ENSG00000240687.2,1,2,7,2,0,0,3
ENSG00000244260.2,0,0,0,0,0,0,1
ENSG00000200034.1,0,0,0,0,0,0,0
ENSG00000240960.1,0,0,0,0,0,0,0
ENSG00000243491.1,0,0,0,0,1,2,0
ENSG00000115750.17,606,772,726,546,296,298,404
ENSG00000269973.1,92,112,118,151,88,116,108
ENSG00000287305.1,0,0,0,0,0,1,0
ENSG00000134317.18,0,3,46,34,22,8,16
ENSG00000188525.4,0,1,0,0,0,1,1
ENSG00000260476.1,0,0,0,0,0,0,0
ENSG00000260077.1,31,52,109,79,129,124,109
ENSG00000172059.11,233,416,789,675,809,764,944
ENSG00000271787.1,1,3,10,4,0,0,4
ENSG00000205795.4,230,242,203,280,33,39,80
ENSG00000233502.1,0,0,0,0,0,0,0
ENSG00000212558.1,0,0,0,0,0,0,0
ENSG00000171848.15,2158,2428,347,182,213,197,1477
ENSG00000206647.1,0,0,0,0,0,0,0
ENSG00000265418.1,0,0,0,0,0,0,0
ENSG00000264030.2,0,0,0,0,0,0,0
ENSG00000285872.1,8,6,1,3,1,0,5
ENSG00000206898.1,0,0,0,0,0,0,0
ENSG00000115756.13,503,648,537,557,569,631,516
ENSG00000115758.13,2810,3748,2333,2295,1742,1682,5209
ENSG00000206633.1,4,1,2,0,0,0,0
ENSG00000257135.7,31,52,26,30,33,25,55
ENSG00000115761.16,1155,1452,1091,1160,730,682,883
ENSG00000234818.1,0,1,0,1,1,0,1
ENSG00000243819.4,10,5,2,4,2,4,6
ENSG00000277446.1,0,0,0,0,0,0,0
ENSG00000236162.1,0,0,0,0,0,0,0
ENSG00000143882.12,0,0,4,4,12,9,4
ENSG00000239053.1,0,0,0,0,0,0,0
ENSG00000272275.1,4,18,13,11,1,8,13
ENSG00000143870.13,12418,16446,10182,11652,7422,8041,13386
ENSG00000238962.1,0,0,0,0,0,0,0
ENSG00000271952.2,0,0,0,0,0,0,0
ENSG00000232056.1,0,0,0,0,0,0,0
ENSG00000270488.1,0,0,0,0,0,0,0
ENSG00000162975.5,1,0,0,0,0,0,0
ENSG00000226080.1,0,0,0,0,0,0,0
ENSG00000145063.15,0,0,0,0,0,0,0
ENSG00000150873.12,0,0,3,2,1,0,1
ENSG00000162976.13,344,498,511,297,312,339,378
ENSG00000134318.14,4217,5352,5558,3856,2306,1610,1878
ENSG00000207267.1,0,0,0,0,0,0,0
ENSG00000230154.1,3,5,1,1,2,4,0
ENSG00000226961.3,0,0,0,0,1,0,0
ENSG00000230952.1,0,0,0,0,0,0,0
ENSG00000224177.8,0,2,9,7,12,2,4
ENSG00000231403.1,0,0,0,0,0,0,0
ENSG00000285569.2,1,3,47,27,8,8,19
ENSG00000169016.17,592,810,740,548,591,578,597
ENSG00000196208.14,19,13,19,14,29,20,31
ENSG00000201610.1,0,0,0,0,0,0,0
ENSG00000264010.1,0,0,0,0,0,0,0
ENSG00000251718.1,0,0,0,0,0,0,0
ENSG00000285626.1,0,0,0,0,0,0,0
ENSG00000239899.3,0,2,2,0,2,1,0
ENSG00000169006.7,0,0,0,0,0,0,0
ENSG00000230044.1,0,0,0,0,0,0,0
ENSG00000276411.1,0,0,0,0,0,0,0
ENSG00000134324.12,1760,2343,1914,1320,3639,2684,2237
ENSG00000228496.1,0,0,0,0,0,0,0
ENSG00000203643.3,0,0,0,0,0,0,0
ENSG00000230790.2,0,2,0,0,0,0,0
ENSG00000265056.1,2,0,0,0,0,0,0
ENSG00000224184.6,25,23,10,13,3,6,9
ENSG00000265172.1,0,0,0,0,0,0,0
ENSG00000238503.1,0,0,0,0,0,0,0
ENSG00000264089.1,0,0,0,0,0,0,0
ENSG00000207183.1,0,0,0,0,0,0,0
ENSG00000223360.1,0,0,0,0,0,0,0
ENSG00000286427.1,5,7,13,7,3,2,5
ENSG00000261117.1,4,2,7,2,1,0,6
ENSG00000071575.11,3754,4181,3852,2779,2215,2056,2146
ENSG00000264370.1,3,5,5,1,0,0,1
ENSG00000225649.6,12,15,8,1,1,2,1
ENSG00000285876.1,40,66,7,3,0,0,0
ENSG00000229370.1,0,3,0,0,0,0,0
ENSG00000230448.5,1,2,0,0,1,4,0
ENSG00000227718.1,3,3,0,2,0,0,0
ENSG00000251859.1,0,0,0,0,0,0,0
ENSG00000237261.2,0,0,0,0,0,0,0
ENSG00000228505.5,0,0,0,0,0,0,0
ENSG00000162981.14,800,973,254,512,721,789,421
ENSG00000287291.1,0,0,3,3,0,1,1
ENSG00000235127.1,0,0,0,0,0,0,0
ENSG00000151779.13,3563,4742,5057,4770,2259,1743,3941
ENSG00000229087.1,0,0,0,0,0,0,0
ENSG00000234022.1,0,0,1,1,0,0,0
ENSG00000079785.15,4808,6296,3899,3920,2818,2846,2973
ENSG00000224194.1,0,0,0,0,0,0,0
ENSG00000231031.6,0,0,0,0,0,0,0
ENSG00000237326.1,0,0,0,0,0,0,0
ENSG00000202160.1,0,0,0,0,0,0,0
ENSG00000214657.4,0,0,0,0,0,1,1
ENSG00000238371.1,0,0,0,0,0,0,0
ENSG00000233718.8,0,0,0,0,0,0,0
ENSG00000223850.1,0,0,0,0,0,0,0
ENSG00000134323.12,1,2,0,2,0,0,0
ENSG00000243541.3,0,0,0,0,0,0,0
ENSG00000226764.2,0,0,0,0,0,0,0
ENSG00000236289.4,0,0,0,0,0,0,0
ENSG00000236989.5,0,0,0,0,0,0,0
ENSG00000271315.1,0,0,0,0,0,0,0
ENSG00000251704.1,0,0,0,0,0,0,0
ENSG00000226041.1,0,0,0,0,0,0,0
ENSG00000228876.4,0,0,1,0,0,0,0
